window_size;number_of_epochs;learning_rate
8;81;0.1101;0,831771440697879
8;81;0.1151;0,850778520084259
8;86;0.0001;0,862258212008368
8;86;0.0051;0,87846533282621
8;86;0.0101;0,867253393139575
8;86;0.0151;0,86751676109562
8;86;0.0201;0,863128535694005
8;86;0.0301;0,850883015324142
8;86;0.0351;0,843736401444708
8;86;0.0401;0,851800356629828
8;86;0.0451;0,848493867668692
8;86;0.0501;0,851495696648167
8;86;0.0551;0,851006413300281
8;86;0.0601;0,850510171296899
8;86;0.0651;0,849848264623362
8;86;0.0751;0,845542632561558
8;86;0.0801;0,841139534994513
8;86;0.0851;0,850735311145143
8;86;0.0901;0,833084634599784
8;86;0.0951;0,838957518959189
8;86;0.1001;0,831678095600726
8;86;0.1051;0,8450279507333
8;86;0.1101;0,842515451946906
8;91;0.0001;0,861993081569796
8;91;0.0051;0,871050412773346
8;91;0.0101;0,876224690331226
8;91;0.0151;0,881219389174839
8;91;0.0201;0,851685435563288
8;91;0.0251;0,866839926249912
8;91;0.0301;0,849068933303387
8;91;0.0351;0,840735988113114
8;91;0.0451;0,847979121205319
8;91;0.0501;0,851714165548394
8;91;0.0551;0,851479348381614
8;91;0.0601;0,851634593195508
8;91;0.0651;0,851434047145544
8;91;0.0701;0,81493870736278
8;91;0.0751;0,851787919695582
8;91;0.0801;0,849115182834552
8;91;0.0901;0,838145282936425
8;91;0.0951;0,792555612121103
8;91;0.1001;0,851336127478071
8;91;0.1051;0,848719262001187
8;91;0.1101;0,850140836187355
8;91;0.1151;0,83848133112556
8;96;0.0001;0,862397260321021
8;96;0.0051;0,868983225489434
8;96;0.0151;0,860927415427083
8;96;0.0201;0,856286686993045
8;96;0.0251;0,851609147955399
8;96;0.0301;0,838684217808467
8;96;0.0351;0,887188385425435
8;96;0.0401;0,851786757705664
8;96;0.0451;0,848428119048929
8;96;0.0501;0,851696349874743
8;96;0.0601;0,836439490596174
8;96;0.0651;0,851627571350424
8;96;0.0701;0,850908907199424
8;96;0.0751;0,845332222782892
8;96;0.0801;0,831157847166504
8;96;0.0851;0,835276702245128
8;96;0.0901;0,846979001846093
8;96;0.0951;0,851326378334023
8;96;0.1051;0,849257100297907
8;96;0.1101;0,85077870673395
8;96;0.1151;0,820912593004531
8;101;0.0001;0,862149217204229
8;101;0.0051;0,876176222937033
8;101;0.0101;0,865718024204509
8;101;0.0151;0,860318536369563
8;101;0.0201;0,845275139718364
8;101;0.0301;0,883136974678944
8;101;0.0351;0,851644314911353
8;101;0.0401;0,851800855611935
8;101;0.0451;0,851472577763406
8;101;0.0501;0,851206466537706
8;101;0.0551;0,839881796597725
8;101;0.0601;0,851565067302352
8;101;0.0651;0,845188799105271
8;101;0.0751;0,851695296587004
8;101;0.0801;0,847049908381653
8;101;0.0851;0,838428971200735
8;101;0.0901;0,851668971937273
8;101;0.0951;0,849391924225117
8;101;0.1001;0,849169269649512
8;101;0.1051;0,851583799178632
8;101;0.1101;0,848006256110537
8;106;0.0001;0,86278314359872
8;106;0.0051;0,887414481810844
8;106;0.0101;0,849914886604542
8;106;0.0151;0,848655159093047
8;106;0.0201;0,85111503393649
8;106;0.0251;0,857295249722188
8;106;0.0301;0,886543359355879
8;106;0.0351;0,848706995533032
8;106;0.0451;0,848914549405446
8;106;0.0501;0,84669980580628
8;106;0.0551;0,845486564336872
8;106;0.0601;0,851737015679692
8;106;0.0651;0,85135566570213
8;106;0.0701;0,851035357588029
8;106;0.0751;0,85028564989973
8;106;0.0801;0,851797387458832
8;106;0.0901;0,849886994286937
8;106;0.0951;0,811613103532474
8;106;0.1001;0,845691482586862
8;106;0.1051;0,848675404755887
8;106;0.1101;0,840652050770872
8;106;0.1151;0,849500474230123
8;111;0.0001;0,862449977367372
8;111;0.0051;0,873124555862961
8;111;0.0151;0,856960803014713
8;111;0.0201;0,845802889394404
8;111;0.0251;0,851718452219558
8;111;0.0301;0,869846084163208
8;111;0.0351;0,839003413417788
8;111;0.0401;0,850424494230417
8;111;0.0451;0,851718363128352
8;111;0.0501;0,849739048566177
8;111;0.0601;0,851576571759876
8;111;0.0651;0,851657874188044
8;111;0.0701;0,846608589092965
8;111;0.0751;0,83549859420618
8;111;0.0801;0,848916665457216
8;111;0.0851;0,842694397588551
8;111;0.0901;0,850017489174988
8;111;0.0951;0,84217410511949
8;111;0.1051;0,849856065050496
8;111;0.1101;0,829063056442684
8;111;0.1151;0,843708767120026
8;116;0.0001;0,861913596599973
8;116;0.0051;0,878604568346594
8;116;0.0101;0,86238989070997
8;116;0.0151;0,862741497372907
8;116;0.0201;0,86285285530332
8;116;0.0301;0,882764662653182
8;116;0.0351;0,8741967565998
8;116;0.0401;0,851718401853629
8;116;0.0451;0,849552680979563
8;116;0.0501;0,828811232088417
8;116;0.0551;0,848407432144539
8;116;0.0601;0,831795234428898
8;116;0.0651;0,849039816283866
8;116;0.0751;0,840381623523473
8;116;0.0801;0,84934814439498
8;116;0.0851;0,839208423486132
8;116;0.0901;0,844430814774647
8;116;0.0951;0,823572287771682
8;116;0.1001;0,848592725773608
8;116;0.1051;0,85177889495527
8;116;0.1101;0,827755515522824
8;121;0.0001;0,862327934145527
8;121;0.0051;0,852406591937932
8;121;0.0101;0,841604780763402
8;121;0.0151;0,854847897666885
8;121;0.0201;0,850518470418894
8;121;0.0251;0,860890155291041
8;121;0.0301;0,85171991399512
8;121;0.0351;0,848516719033681
8;121;0.0451;0,851689992592405
8;121;0.0501;0,851123219748319
8;121;0.0551;0,850325410463694
8;121;0.0601;0,849697889429079
8;121;0.0651;0,851451226831377
8;121;0.0701;0,845202763253449
8;121;0.0751;0,851742813066602
8;121;0.0801;0,85109224907373
8;121;0.0901;0,851282501841312
8;121;0.0951;0,850074534939732
8;121;0.1001;0,713075041666527
8;121;0.1051;0,85166949162837
8;121;0.1101;0,837706579029212
8;121;0.1151;0,848368067768782
8;126;0.0001;0,86225089949771
8;126;0.0051;0,863076200444574
8;126;0.0151;0,870440119549856
8;126;0.0201;0,861998997187139
8;126;0.0251;0,891621639522419
8;126;0.0301;0,890457609757501
8;126;0.0351;0,891478447323849
8;126;0.0401;0,851038113594589
8;126;0.0451;0,849133602716132
8;126;0.0501;0,847879152050753
8;126;0.0601;0,851497752192216
8;126;0.0651;0,851640991023248
8;126;0.0701;0,844769542712159
8;126;0.0751;0,849182848252327
8;126;0.0801;0,846918910813104
8;126;0.0851;0,850777160925462
8;126;0.0901;0,851755039475005
8;126;0.0951;0,848269096080565
8;126;0.1051;0,82996757769358
8;126;0.1101;0,849571841677365
8;126;0.1151;0,850129418878431
8;131;0.0001;0,862294229270395
8;131;0.0051;0,859406238157368
8;131;0.0101;0,850503055236867
8;131;0.0151;0,844732440894118
8;131;0.0201;0,851416704217753
8;131;0.0301;0,846885996006
8;131;0.0351;0,872557570822401
8;131;0.0401;0,850721214349131
8;131;0.0451;0,870281036648558
8;131;0.0501;0,83704596246796
8;131;0.0551;0,851391746599694
8;131;0.0601;0,851159449849859
8;131;0.0651;0,851083253297041
8;131;0.0751;0,851578091134859
8;131;0.0801;0,849550453604726
8;131;0.0851;0,850322125096044
8;131;0.0901;0,850062791792263
8;131;0.0951;0,809134808888963
8;131;0.1001;0,851606691269846
8;131;0.1051;0,851195880947377
8;131;0.1101;0,843410880708746
8;136;0.0001;0,862148277878872
8;136;0.0051;0,878601859907806
8;136;0.0101;0,851212072758413
8;136;0.0151;0,843636756614504
8;136;0.0201;0,870285660418805
8;136;0.0251;0,87410850893053
8;136;0.0301;0,848669175664005
8;136;0.0351;0,862080896530932
8;136;0.0451;0,846530711183941
8;136;0.0501;0,849838025729967
8;136;0.0551;0,850221532108599
8;136;0.0601;0,848755798379037
8;136;0.0651;0,843736062112296
8;136;0.0701;0,850042767275655
8;136;0.0751;0,836616296194432
8;136;0.0801;0,851517091890044
8;136;0.0901;0,849564003636702
8;136;0.0951;0,851584394771619
8;136;0.1001;0,851396636210843
8;136;0.1051;0,845967091599705
8;136;0.1101;0,851460071681739
8;136;0.1151;0,713075107235924
8;141;0.0001;0,86234889086014
8;141;0.0051;0,851170629201465
8;141;0.0151;0,857982086147756
8;141;0.0201;0,85170207610098
8;141;0.0251;0,850350591597928
8;141;0.0301;0,88579861869006
8;141;0.0351;0,851761690332322
8;141;0.0401;0,851087657172465
8;141;0.0451;0,850037339930545
8;141;0.0501;0,850664465201539
8;141;0.0601;0,851748253179478
8;141;0.0651;0,851796373815148
8;141;0.0701;0,851568526406327
8;141;0.0751;0,842665417256108
8;141;0.0801;0,850677470866302
8;141;0.0851;0,845211629019912
8;141;0.0901;0,851228258514866
8;141;0.0951;0,850014862152105
8;141;0.1051;0,818256694048634
8;141;0.1101;0,851131085126989
8;141;0.1151;0,713075074185647
8;146;0.0001;0,862523859921749
8;146;0.0051;0,87036395540823
8;146;0.0101;0,853168790294816
8;146;0.0151;0,860808206646464
8;146;0.0201;0,873147898089154
8;146;0.0301;0,851737707003041
8;146;0.0351;0,829085525772836
8;146;0.0401;0,84808516895543
8;146;0.0451;0,844765889647814
8;146;0.0501;0,84868211565954
8;146;0.0551;0,845686290640658
8;146;0.0601;0,850794759613251
8;146;0.0651;0,850837692312301
8;146;0.0751;0,846567207364589
8;146;0.0801;0,851220792411651
8;146;0.0851;0,847521438683782
8;146;0.0901;0,838520230549027
8;146;0.0951;0,849804351895698
8;146;0.1001;0,839893827492827
8;146;0.1051;0,713075040171871
8;146;0.1101;0,850155972015531
11;1;0.0001;0,709674815478919
11;1;0.0051;0,85160412902802
11;1;0.0101;0,850882344254165
11;1;0.0151;0,851812140768654
11;1;0.0201;0,801865142756811
11;1;0.0251;0,852801648236335
11;1;0.0301;0,729305443124717
11;1;0.0351;0,772687141947741
11;1;0.0451;0,808984824061969
11;1;0.0501;0,850890274839322
11;1;0.0551;0,718786079120381
11;1;0.0601;0,831939066579616
11;1;0.0651;0,721217532841997
11;1;0.0701;0,773840184589307
11;1;0.0751;0,71310609345942
11;1;0.0801;0,719386265436158
11;1;0.0901;0,723435035384049
11;1;0.0951;0,85151030961306
11;1;0.1001;0,847062217325541
11;1;0.1051;0,713173565269244
11;1;0.1101;0,713134726746662
11;1;0.1151;0,843867691698802
11;6;0.0001;0,737982315003857
11;6;0.0051;0,844805564915295
11;6;0.0151;0,851970177395785
11;6;0.0201;0,851295728680516
11;6;0.0251;0,856042632357502
11;6;0.0301;0,876063900071933
11;6;0.0351;0,840533410033683
11;6;0.0401;0,85066068570732
11;6;0.0451;0,837867740224959
11;6;0.0501;0,849070560430041
11;6;0.0601;0,848474453241403
11;6;0.0651;0,713170450573269
11;6;0.0701;0,851599678117592
11;6;0.0751;0,851520259632106
11;6;0.0801;0,851645198887087
11;6;0.0851;0,837717571608811
11;6;0.0901;0,851758879064763
11;6;0.0951;0,850222534318374
11;6;0.1051;0,713657224689045
11;6;0.1101;0,795719745059917
11;6;0.1151;0,848962744635945
11;11;0.0001;0,845585406211367
11;11;0.0051;0,850623090563964
11;11;0.0101;0,821746684953361
11;11;0.0151;0,873616092015898
11;11;0.0201;0,861773175330835
11;11;0.0301;0,879780401684917
11;11;0.0351;0,850481441176947
11;11;0.0401;0,851784705299609
11;11;0.0451;0,851729469591818
11;11;0.0501;0,851263450201047
11;11;0.0551;0,851736791267584
11;11;0.0601;0,846131529374865
11;11;0.0651;0,850123579285938
11;11;0.0751;0,847956503460418
11;11;0.0801;0,851794961001963
11;11;0.0851;0,850991098849432
11;11;0.0901;0,84789098007186
11;11;0.0951;0,844306410675273
11;11;0.1001;0,847606199787906
11;11;0.1051;0,848118074922984
11;11;0.1101;0,848887795820656
11;16;0.0001;0,853462898020196
11;16;0.0051;0,861760491512145
11;16;0.0101;0,872764665772006
11;16;0.0151;0,879025521263191
11;16;0.0201;0,849572902715367
11;16;0.0251;0,884130146540397
11;16;0.0301;0,84614600760744
11;16;0.0351;0,846069372956312
11;16;0.0451;0,847612134913347
11;16;0.0501;0,851802168034171
11;16;0.0551;0,85148827424597
11;16;0.0601;0,851627464120799
11;16;0.0651;0,843238390153409
11;16;0.0701;0,85175615888046
11;16;0.0751;0,846806624391043
11;16;0.0801;0,84399394427939
11;16;0.0901;0,851732247060097
11;16;0.0951;0,851756907638045
11;16;0.1001;0,850390300667296
11;16;0.1051;0,832762265117266
11;16;0.1101;0,851775030430287
11;16;0.1151;0,713075320537085
11;21;0.0001;0,851337498626904
11;21;0.0051;0,868197040974896
11;21;0.0151;0,875828801489644
11;21;0.0201;0,873492201438837
11;21;0.0251;0,877157162312518
11;21;0.0301;0,851794454387935
11;21;0.0351;0,843413590332848
11;21;0.0401;0,850423671624928
11;21;0.0451;0,838101465762989
11;21;0.0501;0,838998800176065
11;21;0.0601;0,850965969785026
11;21;0.0651;0,847811522352525
11;21;0.0701;0,826391892063218
11;21;0.0751;0,851404515152345
11;21;0.0801;0,83155586153127
11;21;0.0851;0,851436765944732
11;21;0.0901;0,851262120209574
11;21;0.0951;0,827382267806963
11;21;0.1051;0,850159879268895
11;21;0.1101;0,839784178225838
11;21;0.1151;0,71308009212296
11;26;0.0001;0,84795427679387
11;26;0.0051;0,85096106932035
11;26;0.0101;0,880592016447523
11;26;0.0151;0,889294555938631
11;26;0.0201;0,840954159601764
11;26;0.0301;0,851664495706882
11;26;0.0351;0,851116945881385
11;26;0.0401;0,851737375086738
11;26;0.0451;0,835796153668942
11;26;0.0501;0,851787615239783
11;26;0.0551;0,851181785799447
11;26;0.0601;0,845581191703376
11;26;0.0651;0,8408298223242
11;26;0.0751;0,839539680368928
11;26;0.0801;0,85162385745874
11;26;0.0851;0,851141878600701
11;26;0.0901;0,713088212237473
11;26;0.0951;0,713090991177344
11;26;0.1001;0,846478646480724
11;26;0.1051;0,808963210419111
11;26;0.1101;0,851777419080669
11;31;0.0001;0,852946482845699
11;31;0.0051;0,873964864272797
11;31;0.0101;0,882756500294406
11;31;0.0151;0,851395780133556
11;31;0.0201;0,883601588871533
11;31;0.0251;0,850765894002056
11;31;0.0301;0,849820033461494
11;31;0.0351;0,851765828377818
11;31;0.0451;0,85003723896577
11;31;0.0501;0,851790681537355
11;31;0.0551;0,847676179632323
11;31;0.0601;0,851716638206508
11;31;0.0651;0,850278946143356
11;31;0.0701;0,850525543440167
11;31;0.0751;0,833427691345238
11;31;0.0801;0,85024526937302
11;31;0.0901;0,713075170867351
11;31;0.0951;0,841369560688018
11;31;0.1001;0,82936998136668
11;31;0.1051;0,851246273543828
11;31;0.1101;0,713139120511572
11;31;0.1151;0,82433180824643
11;36;0.0001;0,855584385424861
11;36;0.0051;0,873628552075318
11;36;0.0151;0,850927611444261
11;36;0.0201;0,850255762911941
11;36;0.0251;0,851615535978194
11;36;0.0301;0,842610484037684
11;36;0.0351;0,845392710492028
11;36;0.0401;0,850220061973122
11;36;0.0451;0,85129908185874
11;36;0.0501;0,851238108243751
11;36;0.0601;0,848414269997713
11;36;0.0651;0,850472219235119
11;36;0.0701;0,851708948985729
11;36;0.0751;0,849232478990501
11;36;0.0801;0,837733443075513
11;36;0.0851;0,837846958993635
11;36;0.0901;0,82554651050735
11;36;0.0951;0,851313055274442
11;36;0.1051;0,846861254048947
11;36;0.1101;0,713077922771989
11;36;0.1151;0,846266152569843
11;41;0.0001;0,854769094518382
11;41;0.0051;0,879657867303128
11;41;0.0101;0,880030703478519
11;41;0.0151;0,8489353429836
11;41;0.0201;0,850750857501788
11;41;0.0301;0,839246992053059
11;41;0.0351;0,846449213306873
11;41;0.0401;0,847193065666261
11;41;0.0451;0,851698832966583
11;41;0.0501;0,846731693374265
11;41;0.0551;0,851802294310588
11;41;0.0601;0,850788079716687
11;41;0.0651;0,845478678160544
11;41;0.0751;0,837248691735829
11;41;0.0801;0,850346439920772
11;41;0.0851;0,848095055656781
11;41;0.0901;0,826697789220843
11;41;0.0951;0,835707784241149
11;41;0.1001;0,847846798689219
11;41;0.1051;0,848038765981481
11;41;0.1101;0,848792699788899
11;46;0.0001;0,854080347043286
11;46;0.0051;0,887205047378311
11;46;0.0101;0,883684962280008
11;46;0.0151;0,891187758684702
11;46;0.0201;0,883433936636906
11;46;0.0251;0,851798336043313
11;46;0.0301;0,850071686905609
11;46;0.0351;0,849936453231955
11;46;0.0451;0,851788989062218
11;46;0.0501;0,850716576870717
11;46;0.0551;0,84414481260125
11;46;0.0601;0,833674612785872
11;46;0.0651;0,850558521484658
11;46;0.0701;0,835344470336474
11;46;0.0751;0,85180001367791
11;46;0.0801;0,809348263417845
11;46;0.0901;0,851336936330572
11;46;0.0951;0,849985541845096
11;46;0.1001;0,847757787596244
11;46;0.1051;0,848828568487733
11;46;0.1101;0,836978946594468
11;46;0.1151;0,84677177669898
11;51;0.0001;0,857045026179981
11;51;0.0051;0,851388653297513
11;51;0.0151;0,87607036150632
11;51;0.0201;0,883282633482579
11;51;0.0251;0,873438009077339
11;51;0.0301;0,851750999031995
11;51;0.0351;0,84793761600028
11;51;0.0401;0,84486795239575
11;51;0.0451;0,851435329589615
11;51;0.0501;0,85180049602121
11;51;0.0601;0,851781370148117
11;51;0.0651;0,846943536490588
11;51;0.0701;0,807410291000557
11;51;0.0751;0,84894960983286
11;51;0.0801;0,851791952514015
11;51;0.0851;0,828848127099101
11;51;0.0901;0,84420545653427
11;51;0.0951;0,71307748455118
11;51;0.1051;0,713085478806482
11;51;0.1101;0,848174927438997
11;51;0.1151;0,839148367806243
11;56;0.0001;0,854782071892699
11;56;0.0051;0,861510473394526
11;56;0.0101;0,851190280046975
11;56;0.0151;0,872368975890693
11;56;0.0201;0,87220548923603
11;56;0.0301;0,851735075584859
11;56;0.0351;0,849869662011836
11;56;0.0401;0,851780250922921
11;56;0.0451;0,851255088310014
11;56;0.0501;0,850572095190722
11;56;0.0551;0,851696550932307
11;56;0.0601;0,850259390080103
11;56;0.0651;0,849254002816615
11;56;0.0751;0,734154376881944
11;56;0.0801;0,850827639620372
11;56;0.0851;0,851248357485112
11;56;0.0901;0,849601335615232
11;56;0.0951;0,844490354818459
11;56;0.1001;0,85116704804599
11;56;0.1051;0,851186932685637
11;56;0.1101;0,830138471907418
11;61;0.0001;0,855266306461643
11;61;0.0051;0,888294577214261
11;61;0.0101;0,882180690465009
11;61;0.0151;0,880228638372808
11;61;0.0201;0,84227639494502
11;61;0.0251;0,847954043345054
11;61;0.0301;0,850890908275315
11;61;0.0351;0,84817729633444
11;61;0.0451;0,820921927739938
11;61;0.0501;0,851776594728818
11;61;0.0551;0,848213261797792
11;61;0.0601;0,850992240591964
11;61;0.0651;0,849403511412976
11;61;0.0701;0,850543910110394
11;61;0.0751;0,850520503963241
11;61;0.0801;0,849465569246201
11;61;0.0901;0,844732800286957
11;61;0.0951;0,851754712107966
11;61;0.1001;0,851034594707764
11;61;0.1051;0,841522552772328
11;61;0.1101;0,851288958522426
11;61;0.1151;0,849697854410059
11;66;0.0001;0,856417183161592
11;66;0.0051;0,882311645097871
11;66;0.0151;0,86797807074746
11;66;0.0201;0,842990054153857
11;66;0.0251;0,849968110839995
11;66;0.0301;0,845934703443817
11;66;0.0351;0,837295896159212
11;66;0.0401;0,851612035571963
11;66;0.0451;0,849445010421962
11;66;0.0501;0,850633257207396
11;66;0.0601;0,851084186975267
11;66;0.0651;0,848648479024442
11;66;0.0701;0,851550838481081
11;66;0.0751;0,844685957283489
11;66;0.0801;0,851786222383952
11;66;0.0851;0,851801755739025
11;66;0.0901;0,851517238366551
11;66;0.0951;0,851757285613152
11;66;0.1051;0,837355962979307
11;66;0.1101;0,845767310956607
11;66;0.1151;0,845263181966146
11;71;0.0001;0,858186926514803
11;71;0.0051;0,87653474681219
11;71;0.0101;0,871144969596152
11;71;0.0151;0,851790002411824
11;71;0.0201;0,851600583874883
11;71;0.0301;0,851609746717448
11;71;0.0351;0,846557319094306
11;71;0.0401;0,84389154953593
11;71;0.0451;0,851801519342379
11;71;0.0501;0,845315950035467
11;71;0.0551;0,851087317726882
11;71;0.0601;0,833387836445078
11;71;0.0651;0,851708716643929
11;71;0.0751;0,812799563728811
11;71;0.0801;0,851797040908144
11;71;0.0851;0,847358739421925
11;71;0.0901;0,82855310603517
11;71;0.0951;0,713075041246081
11;71;0.1001;0,827834345260443
11;71;0.1051;0,850327217567215
11;71;0.1101;0,713075062954858
11;76;0.0001;0,856541190079594
11;76;0.0051;0,851287277924586
11;76;0.0101;0,876758991269324
11;76;0.0151;0,860005888044429
11;76;0.0201;0,872692606970893
11;76;0.0251;0,832447775221357
11;76;0.0301;0,88328903542257
11;76;0.0351;0,851607600933418
11;76;0.0451;0,848126297021577
11;76;0.0501;0,829149713797234
11;76;0.0551;0,850153158997366
11;76;0.0601;0,846404737489708
11;76;0.0651;0,835690567881225
11;76;0.0701;0,849318709897298
11;76;0.0751;0,836428739522075
11;76;0.0801;0,818956168229306
11;76;0.0901;0,851763983841764
11;76;0.0951;0,844609654020194
11;76;0.1001;0,838809501939896
11;76;0.1051;0,849159031578042
11;76;0.1101;0,713100406755312
11;76;0.1151;0,713076965395261
11;81;0.0001;0,860378615899106
11;81;0.0051;0,850535187967685
11;81;0.0151;0,873825031171434
11;81;0.0201;0,850684895495105
11;81;0.0251;0,867841676932771
11;81;0.0301;0,849546745567558
11;81;0.0351;0,850686794830172
11;81;0.0401;0,850881886761044
11;81;0.0451;0,850157432667132
11;81;0.0501;0,841025718314549
11;81;0.0601;0,849014242261114
11;81;0.0651;0,851597292092406
11;81;0.0701;0,843206829131003
11;81;0.0751;0,713076762234742
11;81;0.0801;0,850567548984342
11;81;0.0851;0,847717703887459
11;81;0.0901;0,84953876151728
11;81;0.0951;0,829480988733087
11;81;0.1051;0,851224593042044
11;81;0.1101;0,851515058399561
11;81;0.1151;0,850257055952977
11;86;0.0001;0,855191506989798
11;86;0.0051;0,883452747254883
11;86;0.0101;0,871725552950301
11;86;0.0151;0,870821081462488
11;86;0.0201;0,877423890419914
11;86;0.0301;0,850677614382961
11;86;0.0351;0,818046835442118
11;86;0.0401;0,847229464773386
11;86;0.0451;0,851367839995162
11;86;0.0501;0,850447161792601
11;86;0.0551;0,848251335515167
11;86;0.0601;0,826800227571351
11;86;0.0651;0,851794914579898
11;86;0.0751;0,849995991933097
11;86;0.0801;0,85161391891558
11;86;0.0851;0,811804496237333
11;86;0.0901;0,843434101694526
11;86;0.0951;0,851794140677445
11;86;0.1001;0,844219433047508
11;86;0.1051;0,844832444772772
11;86;0.1101;0,848029032413235
11;91;0.0001;0,855574295221538
11;91;0.0051;0,880633098782555
11;91;0.0101;0,853467285965622
11;91;0.0151;0,840551926483382
11;91;0.0201;0,882021862952549
11;91;0.0251;0,866576774890328
11;91;0.0301;0,879375596209747
11;91;0.0351;0,851151885244924
11;91;0.0451;0,849895380339646
11;91;0.0501;0,84800270368427
11;91;0.0551;0,817299848865316
11;91;0.0601;0,851205844955107
11;91;0.0651;0,838625905032968
11;91;0.0701;0,851529560809867
11;91;0.0751;0,713075042311573
11;91;0.0801;0,850670427524562
11;91;0.0901;0,801392635984697
11;91;0.0951;0,84907255570998
11;91;0.1001;0,851742187018521
11;91;0.1051;0,841880031769123
11;91;0.1101;0,713084858828284
11;91;0.1151;0,849535191550954
11;96;0.0001;0,855349153441873
11;96;0.0051;0,866546622152609
11;96;0.0151;0,848315132824251
11;96;0.0201;0,847674480580819
11;96;0.0251;0,846188938185747
11;96;0.0301;0,849791620225945
11;96;0.0351;0,876788844962233
11;96;0.0401;0,850595870163212
11;96;0.0451;0,851014294106713
11;96;0.0501;0,846524202343102
11;96;0.0601;0,836869348986752
11;96;0.0651;0,848132841219292
11;96;0.0701;0,851700361357783
11;96;0.0751;0,851241002488037
11;96;0.0801;0,845969423805011
11;96;0.0851;0,846811659956442
11;96;0.0901;0,813243601214076
11;96;0.0951;0,85052704880382
11;96;0.1051;0,851755024452687
11;96;0.1101;0,849437992000356
11;96;0.1151;0,832142334186463
11;101;0.0001;0,855296817044506
11;101;0.0051;0,870828639627508
11;101;0.0101;0,863934491305761
11;101;0.0151;0,864048287205629
11;101;0.0201;0,879507644161328
11;101;0.0301;0,850522064748567
11;101;0.0351;0,846916143800846
11;101;0.0401;0,851680423172083
11;101;0.0451;0,847763247952079
11;101;0.0501;0,851557660807945
11;101;0.0551;0,851740189796099
11;101;0.0601;0,85178702909206
11;101;0.0651;0,847674500234801
11;101;0.0751;0,851650955345836
11;101;0.0801;0,847612268058388
11;101;0.0851;0,850875579465728
11;101;0.0901;0,845226663500116
11;101;0.0951;0,837077390613412
11;101;0.1001;0,851412626958571
11;101;0.1051;0,851779571785532
11;101;0.1101;0,851254755731255
11;106;0.0001;0,855074201804834
11;106;0.0051;0,881496168539761
11;106;0.0101;0,860136731670772
11;106;0.0151;0,851035098471136
11;106;0.0201;0,880865495396477
11;106;0.0251;0,834272795301348
11;106;0.0301;0,851790120844781
11;106;0.0351;0,85125146722516
11;106;0.0451;0,851772599044702
11;106;0.0501;0,849394807559543
11;106;0.0551;0,847160673064858
11;106;0.0601;0,84905425060608
11;106;0.0651;0,851176706218273
11;106;0.0701;0,848769692731378
11;106;0.0751;0,840030670243302
11;106;0.0801;0,848999149776767
11;106;0.0901;0,713075077957747
11;106;0.0951;0,848964936693902
11;106;0.1001;0,713075045393729
11;106;0.1051;0,84853315482195
11;106;0.1101;0,713075040784642
11;106;0.1151;0,841349516265907
11;111;0.0001;0,860387941036479
11;111;0.0051;0,88366598504724
11;111;0.0151;0,884627407510166
11;111;0.0201;0,849556879470091
11;111;0.0251;0,851793602302124
11;111;0.0301;0,845148292213963
11;111;0.0351;0,851802193089384
11;111;0.0401;0,850427318752508
11;111;0.0451;0,848039007362967
11;111;0.0501;0,851103443178801
11;111;0.0601;0,851395155404652
11;111;0.0651;0,847764986830959
11;111;0.0701;0,850780588234806
11;111;0.0751;0,848924161132946
11;111;0.0801;0,850873721210307
11;111;0.0851;0,849067455589776
11;111;0.0901;0,839369842512144
11;111;0.0951;0,834122656712337
11;111;0.1051;0,851612907025757
11;111;0.1101;0,851541482619535
11;111;0.1151;0,835198499315757
11;116;0.0001;0,857544761412712
11;116;0.0051;0,850306502787727
11;116;0.0101;0,84168473289119
11;116;0.0151;0,848153431100745
11;116;0.0201;0,886002934799277
11;116;0.0301;0,851744133375302
11;116;0.0351;0,85105555174163
11;116;0.0401;0,847948586548379
11;116;0.0451;0,851603555779577
11;116;0.0501;0,840431967760974
11;116;0.0551;0,851709112405171
11;116;0.0601;0,848126093146237
11;116;0.0651;0,850466556293251
11;116;0.0751;0,850146429984996
11;116;0.0801;0,837013989133339
11;116;0.0851;0,851324464096086
11;116;0.0901;0,84672355856211
11;116;0.0951;0,85172212242975
11;116;0.1001;0,85109112521857
11;116;0.1051;0,849056137358673
11;116;0.1101;0,846284984606816
11;121;0.0001;0,855718328811076
11;121;0.0051;0,871828378620075
11;121;0.0101;0,842421216770111
11;121;0.0151;0,852144232289551
11;121;0.0201;0,842810694651456
11;121;0.0251;0,882658051656603
11;121;0.0301;0,874281463938026
11;121;0.0351;0,851801606942039
11;121;0.0451;0,838008861035086
11;121;0.0501;0,851744258411421
11;121;0.0551;0,842792597288862
11;121;0.0601;0,849775618162065
11;121;0.0651;0,851470907781595
11;121;0.0701;0,841793628644902
11;121;0.0751;0,84927494864695
11;121;0.0801;0,838526322879843
11;121;0.0901;0,826276164440747
11;121;0.0951;0,832030848595414
11;121;0.1001;0,788416309629668
11;121;0.1051;0,850739763457034
11;121;0.1101;0,832646875033229
11;121;0.1151;0,851802370888783
11;126;0.0001;0,862388832663796
11;126;0.0051;0,857861926743434
11;126;0.0151;0,847126993372115
11;126;0.0201;0,870563017578903
11;126;0.0251;0,849329972323908
11;126;0.0301;0,851438863672522
11;126;0.0351;0,850040872491719
11;126;0.0401;0,848943535571685
11;126;0.0451;0,851793096535958
