window_size;number_of_epochs;learning_rate
5;41;0.0451;0,850588393168557
5;41;0.0501;0,842883983990241
5;41;0.0551;0,845260378716111
5;41;0.0601;0,850907867250483
5;41;0.0651;0,841977085704452
5;41;0.0751;0,841192226032233
5;41;0.0801;0,850552241139411
5;41;0.0851;0,851746943809452
5;41;0.0901;0,850877261830291
5;41;0.0951;0,851793222645709
5;41;0.1001;0,851683893709206
5;41;0.1051;0,851550959507304
5;41;0.1101;0,832456776757669
5;46;0.0001;0,849297694348784
5;46;0.0051;0,866315924830465
5;46;0.0101;0,865849862559703
5;46;0.0151;0,862747123327267
5;46;0.0201;0,852393431005058
5;46;0.0251;0,855958304838771
5;46;0.0301;0,857563496767726
5;46;0.0351;0,864468645233592
5;46;0.0451;0,865033887745175
5;46;0.0501;0,85022310763392
5;46;0.0551;0,851752272139
5;46;0.0601;0,851592688339748
5;46;0.0651;0,851307125408881
5;46;0.0701;0,851468997912857
5;46;0.0751;0,851708110247691
5;46;0.0801;0,833922979016755
5;46;0.0901;0,836659743613351
5;46;0.0951;0,851795550202863
5;46;0.1001;0,713077444303151
5;46;0.1051;0,850658949334779
5;46;0.1101;0,842689172426749
5;46;0.1151;0,839494976925882
5;51;0.0001;0,850398622743979
5;51;0.0051;0,860877239296888
5;51;0.0151;0,851965947117201
5;51;0.0201;0,847497264633193
5;51;0.0251;0,851648695020694
5;51;0.0301;0,851025853715032
5;51;0.0351;0,849574496793188
5;51;0.0401;0,842629203350818
5;51;0.0451;0,846692003856184
5;51;0.0501;0,851666516533798
5;51;0.0601;0,850065815577229
5;51;0.0651;0,850808961482437
5;51;0.0701;0,834014244918801
5;51;0.0751;0,851704910983625
5;51;0.0801;0,849140465659978
5;51;0.0851;0,845485398694042
5;51;0.0901;0,839893907160758
5;51;0.0951;0,840563653087888
5;51;0.1051;0,846363318830712
5;51;0.1101;0,849250517694335
5;51;0.1151;0,851119491255439
5;56;0.0001;0,850263513949752
5;56;0.0051;0,856381143176264
5;56;0.0101;0,853835567599232
5;56;0.0151;0,851594237044103
5;56;0.0201;0,84291740785756
5;56;0.0301;0,860540414769141
5;56;0.0351;0,848809050225395
5;56;0.0401;0,871387798869846
5;56;0.0451;0,851605664279416
5;56;0.0501;0,851322238381049
5;56;0.0551;0,851297086731276
5;56;0.0601;0,851369670995421
5;56;0.0651;0,840077738091437
5;56;0.0751;0,850146558416116
5;56;0.0801;0,844806118069808
5;56;0.0851;0,843234185239352
5;56;0.0901;0,851539854752445
5;56;0.0951;0,842254273105816
5;56;0.1001;0,831665163688929
5;56;0.1051;0,830291809440561
5;56;0.1101;0,83660438780447
5;61;0.0001;0,849427230510911
5;61;0.0051;0,867517809247346
5;61;0.0101;0,853803732035059
5;61;0.0151;0,853091147477274
5;61;0.0201;0,855451845026239
5;61;0.0251;0,836500531986449
5;61;0.0301;0,85059501160174
5;61;0.0351;0,840019499393293
5;61;0.0451;0,848596165512928
5;61;0.0501;0,845922193795281
5;61;0.0551;0,85129842813737
5;61;0.0601;0,837687510475125
5;61;0.0651;0,843570652445136
5;61;0.0701;0,845792686593121
5;61;0.0751;0,839188224016225
5;61;0.0801;0,850672719322942
5;61;0.0901;0,849810741830766
5;61;0.0951;0,851507916486062
5;61;0.1001;0,851467418088136
5;61;0.1051;0,850889151253561
5;61;0.1101;0,851611298698413
5;61;0.1151;0,850026115518807
5;66;0.0001;0,850747447672651
5;66;0.0051;0,860313658043065
5;66;0.0151;0,848725041330957
5;66;0.0201;0,841342235709477
5;66;0.0251;0,851750537752912
5;66;0.0301;0,836741823140339
5;66;0.0351;0,849496701403047
5;66;0.0401;0,84480798796282
5;66;0.0451;0,839868885657299
5;66;0.0501;0,838446107876363
5;66;0.0601;0,851018443309556
5;66;0.0651;0,843248404390038
5;66;0.0701;0,840405476856908
5;66;0.0751;0,850892290843818
5;66;0.0801;0,842028009424801
5;66;0.0851;0,849756690133509
5;66;0.0901;0,849211663995854
5;66;0.0951;0,851124353565417
5;66;0.1051;0,713075040349276
5;66;0.1101;0,844303984140711
5;66;0.1151;0,846975032805158
5;71;0.0001;0,850045869634355
5;71;0.0051;0,850601202728878
5;71;0.0101;0,846003074337952
5;71;0.0151;0,854747000299593
5;71;0.0201;0,843679494475978
5;71;0.0301;0,846503197856747
5;71;0.0351;0,845514019781042
5;71;0.0401;0,833906039244629
5;71;0.0451;0,844427616666358
5;71;0.0501;0,82322747137032
5;71;0.0551;0,851797842930892
5;71;0.0601;0,836577944953069
5;71;0.0651;0,850302760381824
5;71;0.0751;0,848923947593415
5;71;0.0801;0,845420428994063
5;71;0.0851;0,850757572311834
5;71;0.0901;0,848531268146531
5;71;0.0951;0,838659538766006
5;71;0.1001;0,85150279559866
5;71;0.1051;0,850573046564129
5;71;0.1101;0,849435942989879
5;76;0.0001;0,850403293296762
5;76;0.0051;0,852078242524348
5;76;0.0101;0,846012471624246
5;76;0.0151;0,83472523557218
5;76;0.0201;0,831100738462067
5;76;0.0251;0,856089181856841
5;76;0.0301;0,857977603297994
5;76;0.0351;0,847790863541954
5;76;0.0451;0,845524296636006
5;76;0.0501;0,845854221777029
5;76;0.0551;0,851338184821228
5;76;0.0601;0,840753741251969
5;76;0.0651;0,851133052456982
5;76;0.0701;0,845348188288604
5;76;0.0751;0,84624142647951
5;76;0.0801;0,851724268385677
5;76;0.0901;0,833579155130705
5;76;0.0951;0,83594917787664
5;76;0.1001;0,843132297069875
5;76;0.1051;0,810072779214128
5;76;0.1101;0,849226365687078
5;76;0.1151;0,83139972807769
5;81;0.0001;0,850118202834145
5;81;0.0051;0,858768171799521
5;81;0.0151;0,842703685518598
5;81;0.0201;0,840275306913349
5;81;0.0251;0,855193526602519
5;81;0.0301;0,849669699662732
5;81;0.0351;0,850499400586716
5;81;0.0401;0,849625106491906
5;81;0.0451;0,850731595576271
5;81;0.0501;0,851765990574016
5;81;0.0601;0,851773645128715
5;81;0.0651;0,835136993196492
5;81;0.0701;0,85125529988726
5;81;0.0751;0,851417602927924
5;81;0.0801;0,801845061288271
5;81;0.0851;0,840123012781104
5;81;0.0901;0,85171305467839
5;81;0.0951;0,844506339247452
5;81;0.1051;0,851631910544541
5;81;0.1101;0,834434676172696
5;81;0.1151;0,806082250677289
5;86;0.0001;0,850576890112071
5;86;0.0051;0,845327685272929
5;86;0.0101;0,831061562094848
5;86;0.0151;0,834358967509869
5;86;0.0201;0,851793341770419
5;86;0.0301;0,84873869663356
5;86;0.0351;0,828160691188362
5;86;0.0401;0,857796827660821
5;86;0.0451;0,851780856170084
5;86;0.0501;0,84443926733499
5;86;0.0551;0,851548441145678
5;86;0.0601;0,850816266162109
5;86;0.0651;0,851257745876271
5;86;0.0751;0,836903076551238
5;86;0.0801;0,850946110860532
5;86;0.0851;0,84321905573985
5;86;0.0901;0,851785266505053
5;86;0.0951;0,831662381955753
5;86;0.1001;0,848152079781995
5;86;0.1051;0,841428090749432
5;86;0.1101;0,713075655206784
5;91;0.0001;0,850605284302213
5;91;0.0051;0,847203015028568
5;91;0.0101;0,847149352970873
5;91;0.0151;0,837620846769525
5;91;0.0201;0,844150843172611
5;91;0.0251;0,835650924924182
5;91;0.0301;0,830924525190732
5;91;0.0351;0,849968833892083
5;91;0.0451;0,851650666564019
5;91;0.0501;0,795963730031307
5;91;0.0551;0,851556507670606
5;91;0.0601;0,848751118380648
5;91;0.0651;0,851305829424018
5;91;0.0701;0,84823431277812
5;91;0.0751;0,851631212604501
5;91;0.0801;0,828020775465452
5;91;0.0901;0,847404893604112
5;91;0.0951;0,768975064693584
5;91;0.1001;0,842282996426485
5;91;0.1051;0,845592941502751
5;91;0.1101;0,841343823591746
5;91;0.1151;0,85131185113628
5;96;0.0001;0,850225184480966
5;96;0.0051;0,857192381973986
5;96;0.0151;0,83845850890449
5;96;0.0201;0,844454237908335
5;96;0.0251;0,851745092025643
5;96;0.0301;0,849205474282735
5;96;0.0351;0,846610078661685
5;96;0.0401;0,851801683516685
5;96;0.0451;0,849571736160499
5;96;0.0501;0,855140373778036
5;96;0.0601;0,8497446352699
5;96;0.0651;0,833975556355944
5;96;0.0701;0,840490654317868
5;96;0.0751;0,845608793579496
5;96;0.0801;0,84803327517532
5;96;0.0851;0,849763953661104
5;96;0.0901;0,83805917604846
5;96;0.0951;0,851217433501174
5;96;0.1051;0,837908063133855
5;96;0.1101;0,849904924586372
5;96;0.1151;0,841410405653652
5;101;0.0001;0,850844952133869
5;101;0.0051;0,840821459016101
5;101;0.0101;0,830522625203344
5;101;0.0151;0,848781515142441
5;101;0.0201;0,84368633852445
5;101;0.0301;0,85187809519232
5;101;0.0351;0,838429950536404
5;101;0.0401;0,85149792014141
5;101;0.0451;0,850854105832527
5;101;0.0501;0,85086671206872
5;101;0.0551;0,850878857632718
5;101;0.0601;0,85167258617876
5;101;0.0651;0,851278211023805
5;101;0.0751;0,847703139091608
5;101;0.0801;0,845190821757291
5;101;0.0851;0,851740213462696
5;101;0.0901;0,846080376617238
5;101;0.0951;0,849322400856786
5;101;0.1001;0,84385774522621
5;101;0.1051;0,843728984202448
5;101;0.1101;0,835797091330426
5;106;0.0001;0,849847730888853
5;106;0.0051;0,842110905987044
5;106;0.0101;0,828077430990595
5;106;0.0151;0,850555177813112
5;106;0.0201;0,827128210152321
5;106;0.0251;0,850492485596187
5;106;0.0301;0,850030925130701
5;106;0.0351;0,851735537847652
5;106;0.0451;0,851787888422182
5;106;0.0501;0,834105687214084
5;106;0.0551;0,850589153636852
5;106;0.0601;0,850870979493931
5;106;0.0651;0,825045499265754
5;106;0.0701;0,845431784915545
5;106;0.0751;0,827990903368687
5;106;0.0801;0,847846081793142
5;106;0.0901;0,832825525692944
5;106;0.0951;0,841720952000416
5;106;0.1001;0,778432201460995
5;106;0.1051;0,843546758776464
5;106;0.1101;0,834408845813229
5;106;0.1151;0,851389487451096
5;111;0.0001;0,850399670373947
5;111;0.0051;0,827038040484648
5;111;0.0151;0,824487309439783
5;111;0.0201;0,83948486258144
5;111;0.0251;0,844467209362807
5;111;0.0301;0,827209833556394
5;111;0.0351;0,833459341440174
5;111;0.0401;0,848206201611432
5;111;0.0451;0,849598190038397
5;111;0.0501;0,8498345164746
5;111;0.0601;0,846912817870453
5;111;0.0651;0,851802086924021
5;111;0.0701;0,850155207595673
5;111;0.0751;0,83132544941722
5;111;0.0801;0,850921330758155
5;111;0.0851;0,846957916884989
5;111;0.0901;0,787948598986385
5;111;0.0951;0,851436012160005
5;111;0.1051;0,826296634269559
5;111;0.1101;0,840989715396876
5;111;0.1151;0,844173057884439
5;116;0.0001;0,850668977342611
5;116;0.0051;0,832354749485323
5;116;0.0101;0,840644517994981
5;116;0.0151;0,830050928532199
5;116;0.0201;0,829020942447516
5;116;0.0301;0,846678813951972
5;116;0.0351;0,828333836284833
5;116;0.0401;0,847061683636165
5;116;0.0451;0,839513149252354
5;116;0.0501;0,848803701995462
5;116;0.0551;0,850952999386855
5;116;0.0601;0,851262916256873
5;116;0.0651;0,845501344753313
5;116;0.0751;0,851795821094361
5;116;0.0801;0,851625526444606
5;116;0.0851;0,851631046333907
5;116;0.0901;0,713075165258355
5;116;0.0951;0,713075040151218
5;116;0.1001;0,8470881852285
5;116;0.1051;0,847795917451328
5;116;0.1101;0,71307504018443
5;121;0.0001;0,850787739521107
5;121;0.0051;0,832151821117553
5;121;0.0101;0,850348355583129
5;121;0.0151;0,829695540671027
5;121;0.0201;0,842547307380062
5;121;0.0251;0,853246673067435
5;121;0.0301;0,848568301624718
5;121;0.0351;0,849585980014161
5;121;0.0451;0,848545207614843
5;121;0.0501;0,850771963827509
5;121;0.0551;0,851609307637118
5;121;0.0601;0,85177394629875
5;121;0.0651;0,843661740255808
5;121;0.0701;0,847313751592013
5;121;0.0751;0,842062188920827
5;121;0.0801;0,849789152126351
5;121;0.0901;0,851271424732181
5;121;0.0951;0,817051915077802
5;121;0.1001;0,770107910147463
5;121;0.1051;0,851166649239961
5;121;0.1101;0,851650891416863
5;121;0.1151;0,850553790980952
5;126;0.0001;0,850193758884618
5;126;0.0051;0,829410976342139
5;126;0.0151;0,829852882588433
5;126;0.0201;0,827315988508117
5;126;0.0251;0,851618050497661
5;126;0.0301;0,837341625231401
5;126;0.0351;0,839330902630993
5;126;0.0401;0,847482335833022
5;126;0.0451;0,850610464818069
5;126;0.0501;0,847792187067948
5;126;0.0601;0,833204238934269
5;126;0.0651;0,840090499422203
5;126;0.0701;0,848698358650317
5;126;0.0751;0,846789707140408
5;126;0.0801;0,851071917306105
5;126;0.0851;0,820293817472298
5;126;0.0901;0,848994886573197
5;126;0.0951;0,848407824986543
5;126;0.1051;0,847134148131714
5;126;0.1101;0,827004920114485
5;126;0.1151;0,81947678944086
5;131;0.0001;0,850797207804004
5;131;0.0051;0,827975692475138
5;131;0.0101;0,825819698931666
5;131;0.0151;0,834705091551543
5;131;0.0201;0,828836918311125
5;131;0.0301;0,834940415438278
5;131;0.0351;0,842486099807261
5;131;0.0401;0,851420014101818
5;131;0.0451;0,850287642631644
5;131;0.0501;0,851761130046642
5;131;0.0551;0,848646718043703
5;131;0.0601;0,850637351311517
5;131;0.0651;0,851619736432339
5;131;0.0751;0,851577871249762
5;131;0.0801;0,849719173976912
5;131;0.0851;0,850160173838073
5;131;0.0901;0,848173914284544
5;131;0.0951;0,8450421618587
5;131;0.1001;0,850092351282092
5;131;0.1051;0,849175657225946
5;131;0.1101;0,849942135193179
5;136;0.0001;0,850329408540032
5;136;0.0051;0,829271064339753
5;136;0.0101;0,822071711763918
5;136;0.0151;0,812448950259395
5;136;0.0201;0,850236454657462
5;136;0.0251;0,833838609485537
5;136;0.0301;0,836180826484748
5;136;0.0351;0,845105405228161
5;136;0.0451;0,846438884659219
5;136;0.0501;0,848697302322219
5;136;0.0551;0,851464379708701
5;136;0.0601;0,837435107512529
5;136;0.0651;0,851694906400649
5;136;0.0701;0,84966629618896
5;136;0.0751;0,845780746668789
5;136;0.0801;0,849978373942654
5;136;0.0901;0,851416632490991
5;136;0.0951;0,834454686155685
5;136;0.1001;0,8450436721758
5;136;0.1051;0,845872345494557
5;136;0.1101;0,842991577191451
5;136;0.1151;0,829554816463966
5;141;0.0001;0,850489260080381
5;141;0.0051;0,806387288606805
5;141;0.0151;0,831680371786027
5;141;0.0201;0,79951659391192
5;141;0.0251;0,839560556333641
5;141;0.0301;0,851162162564173
5;141;0.0351;0,85173805920419
5;141;0.0401;0,851238199288454
5;141;0.0451;0,844134141295583
5;141;0.0501;0,850512306522223
5;141;0.0601;0,843146936062995
5;141;0.0651;0,835770040519013
5;141;0.0701;0,847048234298112
5;141;0.0751;0,850411706446243
5;141;0.0801;0,851784989849157
5;141;0.0851;0,85146723668219
5;141;0.0901;0,713075066903423
5;141;0.0951;0,850721644939117
5;141;0.1051;0,828576562675755
5;141;0.1101;0,851460132068031
5;141;0.1151;0,851705216555488
5;146;0.0001;0,850466344652464
5;146;0.0051;0,827236547125446
5;146;0.0101;0,827460297075943
5;146;0.0151;0,823478435608706
5;146;0.0201;0,82655073408255
5;146;0.0301;0,825118458250772
5;146;0.0351;0,840658253478647
5;146;0.0401;0,851333073990687
5;146;0.0451;0,84982463349264
5;146;0.0501;0,849768681028432
5;146;0.0551;0,847220019489734
5;146;0.0601;0,85138495672462
5;146;0.0651;0,848815228426109
5;146;0.0751;0,839038204342128
5;146;0.0801;0,845316803257848
5;146;0.0851;0,813772014374487
5;146;0.0901;0,843965215734146
5;146;0.0951;0,844423293723584
5;146;0.1001;0,850402947454663
5;146;0.1051;0,832577276952932
5;146;0.1101;0,851284386562269
8;1;0.0001;0,849308842457989
8;1;0.0051;0,846244557268654
8;1;0.0101;0,851812607468452
8;1;0.0151;0,850010658381814
8;1;0.0201;0,850695532039197
8;1;0.0251;0,837019233780107
8;1;0.0301;0,721748027253148
8;1;0.0351;0,843267167164751
8;1;0.0451;0,851565875613084
8;1;0.0501;0,79868611948305
8;1;0.0551;0,84258218278515
8;1;0.0601;0,847771889482544
8;1;0.0651;0,749649007947223
8;1;0.0701;0,850228755429533
8;1;0.0751;0,73427074425445
8;1;0.0801;0,851126439174902
8;1;0.0901;0,826844460938039
8;1;0.0951;0,741250333939335
8;1;0.1001;0,812217494774481
8;1;0.1051;0,713081064448422
8;1;0.1101;0,835882537011697
8;1;0.1151;0,718875895874919
8;6;0.0001;0,850061073509664
8;6;0.0051;0,855122018097212
8;6;0.0151;0,851152072472177
8;6;0.0201;0,851222681422248
8;6;0.0251;0,853045869036776
8;6;0.0301;0,867313589809821
8;6;0.0351;0,871900825791567
8;6;0.0401;0,851078321294524
8;6;0.0451;0,848872113501528
8;6;0.0501;0,851785502631266
8;6;0.0601;0,84876523466539
8;6;0.0651;0,851637004893543
8;6;0.0701;0,837115617648145
8;6;0.0751;0,847869894479711
8;6;0.0801;0,8513590287637
8;6;0.0851;0,780425170788221
8;6;0.0901;0,851148749203534
8;6;0.0951;0,851677681796617
8;6;0.1051;0,848852322729811
8;6;0.1101;0,849672741881762
8;6;0.1151;0,849504431313438
8;11;0.0001;0,842141689767553
8;11;0.0051;0,859734573239379
8;11;0.0101;0,873054324183658
8;11;0.0151;0,868490368857842
8;11;0.0201;0,88194934387098
8;11;0.0301;0,889063285654996
8;11;0.0351;0,88910528540954
8;11;0.0401;0,846298136795975
8;11;0.0451;0,84469932016407
8;11;0.0501;0,851555312146633
8;11;0.0551;0,851411779960094
8;11;0.0601;0,8499192256366
8;11;0.0651;0,851756796034624
8;11;0.0751;0,835715689115647
8;11;0.0801;0,851729164777079
8;11;0.0851;0,838488467740439
8;11;0.0901;0,845022664039863
8;11;0.0951;0,846589976642862
8;11;0.1001;0,848100001225382
8;11;0.1051;0,82536851086849
8;11;0.1101;0,849331734578787
8;16;0.0001;0,848131412226768
8;16;0.0051;0,860947256461822
8;16;0.0101;0,861319221196479
8;16;0.0151;0,875562222828362
8;16;0.0201;0,862938703092685
8;16;0.0251;0,887371699366066
8;16;0.0301;0,851808364849702
8;16;0.0351;0,850437432417262
8;16;0.0451;0,850460700703718
8;16;0.0501;0,868190261816024
8;16;0.0551;0,851662859933045
8;16;0.0601;0,84776364775774
8;16;0.0651;0,85004618753613
8;16;0.0701;0,844951758100363
8;16;0.0751;0,848421304718402
8;16;0.0801;0,850369741686728
8;16;0.0901;0,836267144620838
8;16;0.0951;0,851368209699461
8;16;0.1001;0,845635880868519
8;16;0.1051;0,851704040925558
8;16;0.1101;0,845191862719536
8;16;0.1151;0,850864922917936
8;21;0.0001;0,847706942430431
8;21;0.0051;0,861187289918173
8;21;0.0151;0,884561799646047
8;21;0.0201;0,851629397895087
8;21;0.0251;0,888454886346479
8;21;0.0301;0,880893876721814
8;21;0.0351;0,851499940194587
8;21;0.0401;0,84905295812573
8;21;0.0451;0,847252095823129
8;21;0.0501;0,849971883596681
8;21;0.0601;0,849142092172049
8;21;0.0651;0,848442273796449
8;21;0.0701;0,851780191242168
8;21;0.0751;0,834343113772779
8;21;0.0801;0,851665925028776
8;21;0.0851;0,851524307756471
8;21;0.0901;0,848536680291974
8;21;0.0951;0,834106047681937
8;21;0.1051;0,8404250101407
8;21;0.1101;0,822672798497753
8;21;0.1151;0,847003373868369
8;26;0.0001;0,849666952134823
8;26;0.0051;0,865682450241144
8;26;0.0101;0,890950765862391
8;26;0.0151;0,887474083407985
8;26;0.0201;0,851795394352171
8;26;0.0301;0,851779829139025
8;26;0.0351;0,848461638146103
8;26;0.0401;0,880280857768526
8;26;0.0451;0,850234588406183
8;26;0.0501;0,847213229305741
8;26;0.0551;0,850324795761616
8;26;0.0601;0,851770890270924
8;26;0.0651;0,851203422685624
8;26;0.0751;0,713078691908747
8;26;0.0801;0,835667552439731
8;26;0.0851;0,851677442062514
8;26;0.0901;0,851795702936266
8;26;0.0951;0,842222286091052
8;26;0.1001;0,848807592208319
8;26;0.1051;0,839590810693952
8;26;0.1101;0,847104413382096
8;31;0.0001;0,849684919496049
8;31;0.0051;0,862300753445501
8;31;0.0101;0,878332203385095
8;31;0.0151;0,878110251526826
8;31;0.0201;0,837806867694916
8;31;0.0251;0,888118654906681
8;31;0.0301;0,850300950325331
8;31;0.0351;0,85019289514289
8;31;0.0451;0,851800969786557
8;31;0.0501;0,851189850551961
8;31;0.0551;0,845413704285286
8;31;0.0601;0,851555751672887
8;31;0.0651;0,850518120936649
8;31;0.0701;0,851796238753035
8;31;0.0751;0,835813383332117
8;31;0.0801;0,846380792211596
8;31;0.0901;0,834791936846547
8;31;0.0951;0,851791067081863
8;31;0.1001;0,849421207697672
8;31;0.1051;0,841976165836471
8;31;0.1101;0,849564249131416
8;31;0.1151;0,851396908763858
8;36;0.0001;0,861285846549695
8;36;0.0051;0,874943002304325
8;36;0.0151;0,87888562925685
8;36;0.0201;0,883660511079036
8;36;0.0251;0,879198072748693
8;36;0.0301;0,885527451384941
8;36;0.0351;0,856596386564459
8;36;0.0401;0,866975813962132
8;36;0.0451;0,844420709099653
8;36;0.0501;0,818900353388413
8;36;0.0601;0,851802458471154
8;36;0.0651;0,849630897335615
8;36;0.0701;0,851670216088215
8;36;0.0751;0,848140262218677
8;36;0.0801;0,84679799615151
8;36;0.0851;0,851735134961411
8;36;0.0901;0,825903497648337
8;36;0.0951;0,850925103429514
8;36;0.1051;0,845009243423519
8;36;0.1101;0,83425578242859
8;36;0.1151;0,847523919518842
8;41;0.0001;0,861852019198806
8;41;0.0051;0,883045494138606
8;41;0.0101;0,882738635781353
8;41;0.0151;0,879648583271636
8;41;0.0201;0,891543888677984
8;41;0.0301;0,891757613988258
8;41;0.0351;0,850082063889581
8;41;0.0401;0,888476090728245
8;41;0.0451;0,851718394914672
8;41;0.0501;0,847113367550255
8;41;0.0551;0,841838829792164
8;41;0.0601;0,847163696017647
8;41;0.0651;0,850852869335583
8;41;0.0751;0,849258681084984
8;41;0.0801;0,851781026939828
8;41;0.0851;0,843639106294783
8;41;0.0901;0,844545429682841
8;41;0.0951;0,844096098397786
8;41;0.1001;0,850362114127776
8;41;0.1051;0,814997271944105
8;41;0.1101;0,851146051032972
8;46;0.0001;0,862330749127592
8;46;0.0051;0,881673257232065
8;46;0.0101;0,882227807493341
8;46;0.0151;0,867568315609746
8;46;0.0201;0,850510347776433
8;46;0.0251;0,885071536396695
8;46;0.0301;0,886863101303506
8;46;0.0351;0,87803059627092
8;46;0.0451;0,849011373548216
8;46;0.0501;0,851262298164175
8;46;0.0551;0,828401120118804
8;46;0.0601;0,798103764311102
8;46;0.0651;0,849353027770607
8;46;0.0701;0,842367165878538
8;46;0.0751;0,84992585593821
8;46;0.0801;0,848130735817863
8;46;0.0901;0,811992005835619
8;46;0.0951;0,849725690636432
8;46;0.1001;0,851784479800882
8;46;0.1051;0,845691923733866
8;46;0.1101;0,850499394658404
8;46;0.1151;0,713075147912323
8;51;0.0001;0,862178416937144
8;51;0.0051;0,891838020789033
8;51;0.0151;0,883110095199387
8;51;0.0201;0,875030243561807
8;51;0.0251;0,873505326424502
8;51;0.0301;0,84660832486084
8;51;0.0351;0,838976554857802
8;51;0.0401;0,850404013887647
8;51;0.0451;0,851597479206009
8;51;0.0501;0,848045952125272
8;51;0.0601;0,851474893852236
8;51;0.0651;0,818924719892931
8;51;0.0701;0,844371582904054
8;51;0.0751;0,850256190330561
8;51;0.0801;0,842961837307158
8;51;0.0851;0,85174874021104
8;51;0.0901;0,850091882087293
8;51;0.0951;0,848459385955997
8;51;0.1051;0,82211589501269
8;51;0.1101;0,850017273540396
8;51;0.1151;0,840457662738555
8;56;0.0001;0,862273659399694
8;56;0.0051;0,886206061061919
8;56;0.0101;0,885844805315668
8;56;0.0151;0,866476446888277
8;56;0.0201;0,85171834838059
8;56;0.0301;0,851025559522739
8;56;0.0351;0,85168296383528
8;56;0.0401;0,851742747701463
8;56;0.0451;0,847228166447298
8;56;0.0501;0,837997660812321
8;56;0.0551;0,851588992578416
8;56;0.0601;0,848524504249897
8;56;0.0651;0,845862822936147
8;56;0.0751;0,850636441136241
8;56;0.0801;0,847921117704196
8;56;0.0851;0,835622220791252
8;56;0.0901;0,829301440139005
8;56;0.0951;0,849030102821974
8;56;0.1001;0,848303828080594
8;56;0.1051;0,851667414045296
8;56;0.1101;0,851799213685176
8;61;0.0001;0,859731215594629
8;61;0.0051;0,890882746407332
8;61;0.0101;0,879355106229282
8;61;0.0151;0,850721355447844
8;61;0.0201;0,887894910024314
8;61;0.0251;0,847168140785242
8;61;0.0301;0,847686920018061
8;61;0.0351;0,875430266016053
8;61;0.0451;0,851571364179062
8;61;0.0501;0,848999828682176
8;61;0.0551;0,846619187203243
8;61;0.0601;0,851081260611457
8;61;0.0651;0,851644525395664
8;61;0.0701;0,85175220864599
8;61;0.0751;0,841997971797514
8;61;0.0801;0,848949999586049
8;61;0.0901;0,848771609777143
8;61;0.0951;0,823553858730152
8;61;0.1001;0,718413431547021
8;61;0.1051;0,835277444387082
8;61;0.1101;0,827839561965795
8;61;0.1151;0,846097361113984
8;66;0.0001;0,862098316624775
8;66;0.0051;0,886165934039014
8;66;0.0151;0,879321441499824
8;66;0.0201;0,846337822166411
8;66;0.0251;0,873866332200937
8;66;0.0301;0,884192524762737
8;66;0.0351;0,878702060904912
8;66;0.0401;0,890218538187944
8;66;0.0451;0,840589372321919
8;66;0.0501;0,851724435940254
8;66;0.0601;0,848513023534164
8;66;0.0651;0,85098196621086
8;66;0.0701;0,850292013503755
8;66;0.0751;0,839022023125041
8;66;0.0801;0,849098826252593
8;66;0.0851;0,85113970310521
8;66;0.0901;0,851563266224029
8;66;0.0951;0,823140998959207
8;66;0.1051;0,851081600836945
8;66;0.1101;0,8437041068536
8;66;0.1151;0,851696808129369
8;71;0.0001;0,862083174198396
8;71;0.0051;0,878337284366677
8;71;0.0101;0,887759471841356
8;71;0.0151;0,882581627154071
8;71;0.0201;0,887490432136369
8;71;0.0301;0,883583744310078
8;71;0.0351;0,85178421328792
8;71;0.0401;0,850420114728447
8;71;0.0451;0,850749247696626
8;71;0.0501;0,849857408501628
8;71;0.0551;0,85137068843504
8;71;0.0601;0,851791663855591
8;71;0.0651;0,851386831716947
8;71;0.0751;0,851047218478504
8;71;0.0801;0,836724725832452
8;71;0.0851;0,849517569298678
8;71;0.0901;0,851792324803327
8;71;0.0951;0,799381231153723
8;71;0.1001;0,83238144998969
8;71;0.1051;0,846984664702611
8;71;0.1101;0,849634680324609
8;76;0.0001;0,861978878969254
8;76;0.0051;0,887763398358624
8;76;0.0101;0,887424654135363
8;76;0.0151;0,868131145686671
8;76;0.0201;0,850889250154732
8;76;0.0251;0,869507076332287
8;76;0.0301;0,851560783742606
8;76;0.0351;0,851576635697466
8;76;0.0451;0,837960853660485
8;76;0.0501;0,851713723965786
8;76;0.0551;0,851611436292957
8;76;0.0601;0,851730276416499
8;76;0.0651;0,843275147367266
8;76;0.0701;0,840265635510656
8;76;0.0751;0,851596870835299
8;76;0.0801;0,846668669052944
8;76;0.0901;0,839263160858918
8;76;0.0951;0,847096879651934
8;76;0.1001;0,85087692203014
8;76;0.1051;0,84824581392026
8;76;0.1101;0,713075041291215
8;76;0.1151;0,713075040408524
8;81;0.0001;0,862275679889469
8;81;0.0051;0,888180822417528
8;81;0.0151;0,886437014077102
8;81;0.0201;0,881860181890369
8;81;0.0251;0,880371122194133
8;81;0.0301;0,848459838664198
8;81;0.0351;0,851370052475053
8;81;0.0401;0,835959593506143
8;81;0.0451;0,842226128778377
8;81;0.0501;0,830584605704719
8;81;0.0601;0,850941447866321
8;81;0.0651;0,850749125556377
8;81;0.0701;0,850787188872989
8;81;0.0751;0,851603581819037
8;81;0.0801;0,851790240994557
8;81;0.0851;0,842885882940968
8;81;0.0901;0,850737711338924
8;81;0.0951;0,844494866331284
8;81;0.1051;0,8353753781926
