<DATE_TIME><bid_top>;<bid_quantity>;<bid_amount>;<ask_top>;<ask_quantity>;<ask_amount>;<action>;<BTC_balance>;<USD_balance>;
13.04.2020 1:32:12;13.04.2020 1:32:12;7237.000001;12198.85074421;1993145.82938085;7252.81999698;394.14596602;4314717.68659863;;0;100
13.04.2020 1:32:13;13.04.2020 1:32:13;7237.000001;12198.85072578;1993145.82951318;7252.81999294;394.14596605;4315077.6832789;;0.001996;85.49436000604
13.04.2020 1:32:14;13.04.2020 1:32:14;7237.000001;12200.06471599;2001849.86106887;7252.81979999;394.23878746;4315750.78332646;;-5.99999999999993E-06;99.909118016094
13.04.2020 1:32:16;13.04.2020 1:32:16;7237.000001;12200.06485575;2001867.88097027;7252.81979596;394.14596608;4315077.68341094;;-5.99999999999993E-06;99.909118016094
13.04.2020 1:32:17;13.04.2020 1:32:17;7237.000001;12200.06471599;2001868.82360339;7252.15819999;394.13078746;4314969.44676515;;-5.99999999999993E-06;99.909118016094
13.04.2020 1:32:18;13.04.2020 1:32:18;7237.000001;12200.06485576;2001869.83369182;7252.158;391.68081221;4297147.23033445;;0.004984;63.648327016144
13.04.2020 1:32:19;13.04.2020 1:32:19;7237.00000202;12198.85072576;1993165.26905204;7252.158;394.09428846;4314717.57792858;;-1.60000000000004E-05;99.760957021134
13.04.2020 1:32:20;13.04.2020 1:32:20;7237.00000605;12198.85072576;1993165.26900231;7251.42979999;394.09428846;4314731.42175849;;0.00198;85.256641021134
13.04.2020 1:32:21;13.04.2020 1:32:21;7237.00001009;12198.85072576;1993165.26900446;7251.42979999;393.35654975;4309378.07708288;;0.001974;85.1699296392777
13.04.2020 1:32:22;13.04.2020 1:32:22;7237.000001;12198.85072576;1993164.79199963;7251.42979999;394.17354218;4315304.07506246;;-2.60000000000008E-05;99.6149816594173
13.04.2020 1:32:23;13.04.2020 1:32:23;7237.000001;12198.85072576;1993164.79199963;7250.55279999;394.09428846;4314729.33305368;;-2.60000000000008E-05;99.6149816594173
13.04.2020 1:32:25;13.04.2020 1:32:25;7237.000001;12200.06558707;2001867.903206;7250.55279999;394.02527971;4314233.97417463;;-2.60000000000008E-05;99.6149816594173
13.04.2020 1:32:26;13.04.2020 1:32:26;7237.000001;12200.06558707;2001867.903206;7250.55279999;393.58406592;4311028.39876418;;-2.60000000000008E-05;99.6149816594173
13.04.2020 1:32:27;13.04.2020 1:32:27;7237.000001;12200.06558707;2001867.903206;7250.55279999;394.16664767;4315258.26009296;;-2.80000000000009E-05;99.5869548604253
13.04.2020 1:32:28;13.04.2020 1:32:28;7237.000001;12200.06558706;2001867.90324276;7254.94999697;393.22859021;4308444.20442642;;-3.00000000000009E-05;99.5589280614333
13.04.2020 1:32:29;13.04.2020 1:32:29;7237.7556;12198.87143386;1993312.88152929;7254.94999193;393.99606627;4314010.49374821;;0.000967999999999999;92.3039780644633
13.04.2020 1:32:30;13.04.2020 1:32:30;7237.755601;12198.87143385;1993313.16344447;7254.94979697;394.16500428;4315236.14395785;;-3.2000000000001E-05;99.5272581532633
13.04.2020 1:32:32;13.04.2020 1:32:32;7237.000001;12198.85070704;1993162.86583067;7254.20799797;393.34964884;4309326.8496007;;-3.2000000000001E-05;99.5272581532633
13.04.2020 1:32:33;13.04.2020 1:32:33;7238.417001;12198.84245105;1993117.79009354;7254.20799394;394.16664128;4315257.07473129;;-3.2000000000001E-05;99.5272581532633
