<DATE_TIME><bid_top>;<bid_quantity>;<bid_amount>;<ask_top>;<ask_quantity>;<ask_amount>;<action>;<BTC_balance>;<USD_balance>;
13.04.2020 1:39:10;13.04.2020 1:39:10;7250.000001;12052.23677293;1018997.50731959;7256.83519999;244.56011158;3141187.75350396;;0;100
13.04.2020 1:39:11;13.04.2020 1:39:11;7250.000001;12052.23677293;1018997.50731959;7256.83519999;244.56011158;3141186.05126765;;0;100
13.04.2020 1:39:12;13.04.2020 1:39:12;7250.000001;12053.44888292;1027702.56493085;7257.51899697;244.56011159;3141185.62698877;;0;100
13.04.2020 1:39:13;13.04.2020 1:39:13;7250.000001;12053.44888292;1027702.56493085;7257.51899393;244.56011159;3141185.62698734;;0.000998;92.74248100303
13.04.2020 1:39:14;13.04.2020 1:39:14;7250.000001;12053.44888293;1027702.56495574;7256.84069999;244.56011158;3141185.55631801;;0.000998;92.74248100303
13.04.2020 1:39:16;13.04.2020 1:39:16;7250.000001;12053.44888293;1027702.56495435;7256.8179;244.56011158;3141185.7194991;;0.000998;92.74248100303
13.04.2020 1:39:17;13.04.2020 1:39:17;7250.000001;12052.23677293;1018997.50731959;7256.8179;244.56011158;3141185.7194991;;-2.00000000000005E-06;99.977981004028
13.04.2020 1:39:18;13.04.2020 1:39:18;7250.000001;12052.23677293;1018997.50732098;7256.84069999;244.56011158;3141185.55799545;;-2.00000000000005E-06;99.977981004028
13.04.2020 1:39:19;13.04.2020 1:39:19;7250.000001;12052.23677293;1018997.50733075;7256.984299;244.56011158;3141185.44479116;;-2.00000000000005E-06;99.977981004028
13.04.2020 1:39:20;13.04.2020 1:39:20;7250.000001;12052.23677293;1018997.50733075;7256.98429697;244.41625119;3140135.95129672;;-2.00000000000005E-06;99.977981004028
13.04.2020 1:39:21;13.04.2020 1:39:21;7250.000001;12052.23677293;1018997.50733075;7256.98429999;244.55942775;3141180.57192025;;-2.00000000000005E-06;99.977981004028
13.04.2020 1:39:22;13.04.2020 1:39:22;7250.000001;12053.44888293;1027702.56496551;7256.98429696;244.55942775;3141180.37371019;;-2.00000000000005E-06;99.977981004028
