<DATE_TIME><bid_top>;<bid_quantity>;<bid_amount>;<ask_top>;<ask_quantity>;<ask_amount>;<action>;<BTC_balance>;<USD_balance>;
13.04.2020 1:35:31;13.04.2020 1:35:31;7250;12201.07149682;2010945.82267478;7258.10237445;393.38985514;4309543.9190433;;0;100
13.04.2020 1:35:32;13.04.2020 1:35:32;7250;12201.09984956;2011641.16555745;7258.10237445;393.38985514;4309543.91904154;;0.000998;92.74189762555
13.04.2020 1:35:33;13.04.2020 1:35:33;7250;12201.09984956;2011641.16555745;7258.10237445;393.38985514;4309543.91904011;;0.000998;92.74189762555
13.04.2020 1:35:34;13.04.2020 1:35:34;7250;12075.34423556;1182950.30140437;7258.10237445;393.39013217;4309545.96906047;;0.001996;85.4837952511
13.04.2020 1:35:36;13.04.2020 1:35:36;7250;12199.88483956;2003022.32853798;7258.10237445;393.39013217;4309545.96905871;;0.001996;85.4837952511
13.04.2020 1:35:37;13.04.2020 1:35:37;7250;12199.88483956;2003022.32853798;7258.10237445;393.39013217;4309545.96905739;;0.002994;78.22569287665
13.04.2020 1:35:38;13.04.2020 1:35:38;7250;12199.88483956;2003022.32853798;7258.10237445;393.39013217;4309545.96905564;;0.001994;85.46119287665
13.04.2020 1:35:39;13.04.2020 1:35:39;7250.000001;12199.88483956;2003027.1800333;7258.10237445;393.39013217;4309545.96905421;;0.000994;92.69669287665
13.04.2020 1:35:40;13.04.2020 1:35:40;7250.000001;12201.09984956;2011732.21370534;7258.10237445;393.39013217;4309545.96905256;;-5.99999999999993E-06;99.932192877648
13.04.2020 1:35:41;13.04.2020 1:35:41;7250.000001;12201.09984956;2011732.21370534;7258.10237445;393.38820963;4309526.76066286;;-5.99999999999993E-06;99.932192877648
13.04.2020 1:35:43;13.04.2020 1:35:43;7250.000001;12201.09984956;2011732.21370534;7258.10237445;393.3474015;4309227.79905703;;-5.99999999999993E-06;99.932192877648
13.04.2020 1:35:44;13.04.2020 1:35:44;7250.000001;12199.91928204;2003271.25753154;7258.10237445;393.30708211;4308935.48763887;;0.002986;78.135283380846
13.04.2020 1:35:45;13.04.2020 1:35:45;7250.000001;12199.91968204;2003274.14353154;7258.10237445;393.38556317;4309514.00550229;;-1.40000000000001E-05;99.84178338384
13.04.2020 1:35:46;13.04.2020 1:35:46;7250.000001;12199.91968204;2003274.14353154;7258.10237445;392.79608692;4305228.3769984;;0.00298;78.06747626049
13.04.2020 1:35:47;13.04.2020 1:35:47;7250.000001;12199.91968204;2003274.14353154;7258.10237445;393.38556317;4309514.0054992;;0.000975999999999999;92.493271515582
13.04.2020 1:35:48;13.04.2020 1:35:48;7250.000001;12199.91968204;2003274.14353154;7258.10237445;393.16956317;4307933.36245469;;-2.40000000000006E-05;99.72877151658
13.04.2020 1:35:50;13.04.2020 1:35:50;7250.000001;12201.13469204;2011979.17720358;7258.10237445;393.38556317;4309509.20961053;;0.003968;70.69636201878
13.04.2020 1:35:51;13.04.2020 1:35:51;7250.000001;12201.13469204;2011979.17720358;7258.10237445;393.38556317;4309509.20960888;;-3.20000000000008E-05;99.638362022772
13.04.2020 1:35:52;13.04.2020 1:35:52;7250.000001;12201.13483157;2011980.18725845;7258.10237445;393.44207082;4309919.84301175;;-3.20000000000008E-05;99.638362022772
13.04.2020 1:35:53;13.04.2020 1:35:53;7250.000001;12201.12747915;2011927.45248821;7258.10237445;393.32882039;4309093.35215848;;0.000965999999999999;92.380259648322
13.04.2020 1:35:54;13.04.2020 1:35:54;7250.000001;12199.91260869;2003223.4288946;7258.10237445;393.44207081;4309919.43029717;;0.00396;70.6059525249719
13.04.2020 1:35:55;13.04.2020 1:35:55;7250.000001;12199.91260869;2003223.42885273;7258.10237445;393.55007081;4310706.97991033;;-4.0000000000001E-05;99.5479525289639
13.04.2020 1:35:56;13.04.2020 1:35:56;7250.000001;12199.91260869;2003223.42885273;7258.10237445;393.44207081;4309922.54694319;;-4.0000000000001E-05;99.5479525289639
13.04.2020 1:35:58;13.04.2020 1:35:58;7250.000001;12199.91246915;2003222.41881617;7258.10237445;393.40621036;4309661.63722402;;-4.0000000000001E-05;99.5479525289639
13.04.2020 1:35:59;13.04.2020 1:35:59;7250.000001;12199.91246915;2003222.41881617;7258.10237445;393.40621036;4309661.63722259;;-4.0000000000001E-05;99.5479525289639
