<DATE_TIME><bid_top>;<bid_quantity>;<bid_amount>;<ask_top>;<ask_quantity>;<ask_amount>;<action>;<BTC_balance>;<USD_balance>;
13.04.2020 0:54:34;13.04.2020 0:54:34;7347.94390021;12204.7195432;2054731.5131315;7362.5295889;394.76171927;4339329.23429973;;0;100
13.04.2020 0:54:34;13.04.2020 0:54:34;7347.94490022;12205.9163732;2063436.53671819;7362.5295889;394.58839912;4338052.70020606;;0;100
13.04.2020 0:54:34;13.04.2020 0:54:34;7347.94490023;12204.3151732;2051671.01381506;7362.5295889;394.68705122;4338779.29067318;;0;100
13.04.2020 0:54:35;13.04.2020 0:54:35;7347.94490023;12205.9167732;2063439.47916402;7362.5295889;394.76171927;4339329.2342971;;0;100
13.04.2020 0:54:35;13.04.2020 0:54:35;7347.94490023;12205.9163732;2063436.53998646;7362.5295889;394.6138562;4338240.1961781;;0;100
13.04.2020 0:54:35;13.04.2020 0:54:35;7347.94590025;12205.9163732;2063436.54054747;7362.5295889;394.51373107;4337502.75657878;;0;100
13.04.2020 0:54:35;13.04.2020 0:54:35;7347.94590025;12205.9167732;2063439.47972543;7362.5295889;394.68705122;4338779.29066994;;0;100
13.04.2020 0:54:36;13.04.2020 0:54:36;7347.94590025;12205.9167732;2063439.47972543;7362.5295889;394.76171927;4339329.234293;;0;100
13.04.2020 0:54:36;13.04.2020 0:54:36;7347.94590025;12205.9167732;2063439.47972543;7362.5295889;394.6138562;4338240.19617516;;0;100
13.04.2020 0:54:36;13.04.2020 0:54:36;7347.94690027;12204.3151732;2051671.01493748;7362.5295889;394.6138562;4338240.19617496;;0;100
13.04.2020 0:54:36;13.04.2020 0:54:36;7347.94690027;12205.9163732;2063436.54431174;7362.5295889;394.66159414;4338591.79469163;;0;100
13.04.2020 0:54:37;13.04.2020 0:54:37;7347.9471;12205.92698013;2063514.48347219;7362.5295889;394.76171927;4339329.23428941;;0;100
13.04.2020 0:54:37;13.04.2020 0:54:37;7347.94710001;12205.92698013;2063514.48348518;7362.5295889;394.6138562;4338240.19617202;;0;100
13.04.2020 0:54:37;13.04.2020 0:54:37;7347.94790028;12205.92698013;2063514.48398119;7362.5295889;394.66159414;4338591.79468881;;0;100
13.04.2020 0:54:37;13.04.2020 0:54:37;7348.56790001;12205.92658013;2063511.59149089;7362.5295889;394.66159414;4338591.79468861;;0;100
13.04.2020 0:54:38;13.04.2020 0:54:38;7348.56790001;12205.92658013;2063511.59455089;7362.5295889;394.96171927;4340802.27585217;;0;100
13.04.2020 0:54:38;13.04.2020 0:54:38;7348.56790001;12205.92698013;2063514.53373005;7362.5295889;394.6138562;4338240.20174902;;0;100
13.04.2020 0:54:38;13.04.2020 0:54:38;7348.56890002;12205.89875917;2063310.74228275;7362.5295889;394.66159414;4338591.80026548;;0;100
13.04.2020 0:54:38;13.04.2020 0:54:38;7348.56890003;12204.6598768;2054301.58455425;7362.5295889;394.76171927;4339329.23986253;;0;100
