<DATE_TIME><bid_top>;<bid_quantity>;<bid_amount>;<ask_top>;<ask_quantity>;<ask_amount>;<action>;<BTC_balance>;<USD_balance>;
12.04.2020 22:49:34;12.04.2020 22:49:34;7375.97699833;12209.56137641;2069280.42894737;7386.80469999;390.67320616;4313325.91717216;;0;100
12.04.2020 22:49:35;12.04.2020 22:49:35;7375.97699833;12209.56137641;2069280.42300737;7386.14049999;390.69350662;4313475.81452887;;0;100
12.04.2020 22:49:36;12.04.2020 22:49:36;7370.99298991;12209.26147641;2067068.30252722;7386.14049999;390.01213273;4308424.24079101;;0;100
12.04.2020 22:49:36;12.04.2020 22:49:36;7370.99298991;12209.26147641;2067068.30252909;7386.14049999;390.78572878;4314141.88091305;;0;100
12.04.2020 22:49:37;12.04.2020 22:49:37;7370.99298991;12209.24347641;2065332.59309214;7385.29869999;390.76772878;4314008.45316612;;0;100
12.04.2020 22:49:38;12.04.2020 22:49:38;7370.99298991;12209.24347641;2065332.59309472;7385.29869999;390.76772878;4314008.45316612;;0;100
12.04.2020 22:49:39;12.04.2020 22:49:39;7370.99298992;12209.23628388;2065284.65298084;7385.29869999;390.74632859;4313845.43085451;;0;100
12.04.2020 22:49:39;12.04.2020 22:49:39;7370.99298991;12208.04414388;2056563.55639271;7384.57229999;390.76607918;4313989.58615209;;0;100
12.04.2020 22:49:40;12.04.2020 22:49:40;7370.99298993;12208.04314388;2056569.40108358;7384.57229999;390.76607918;4313989.58615209;;0;100
12.04.2020 22:49:41;12.04.2020 22:49:41;7370.99298993;12208.04314388;2056562.5646839;7384.57229999;390.76607918;4313989.58615209;;0;100
12.04.2020 22:49:42;12.04.2020 22:49:42;7370.99298991;12208.04414388;2056563.55589477;7383.76009999;390.76772774;4314008.31688008;;0;100
12.04.2020 22:49:42;12.04.2020 22:49:42;7370.99298991;12208.04414388;2056563.56029858;7383.76009999;390.76772774;4314008.31688008;;0;100
12.04.2020 22:49:43;12.04.2020 22:49:43;7370.99298991;12208.04414388;2056563.56029952;7383.76009999;390.76772774;4314008.31688008;;0;100
12.04.2020 22:49:44;12.04.2020 22:49:44;7370.99298991;12207.59214388;2053259.80515005;7382.94619999;390.74742309;4313858.33891874;;0;100
12.04.2020 22:49:45;12.04.2020 22:49:45;7370.99298991;12209.23428388;2065274.27922415;7382.94619999;390.76772774;4314008.2510898;;0;100
12.04.2020 22:49:45;12.04.2020 22:49:45;7370.99298991;12209.23428388;2065264.20822421;7382.94619999;390.76772774;4314008.2510898;;0;100
12.04.2020 22:49:46;12.04.2020 22:49:46;7370.99298991;12209.24147641;2065315.93290556;7382.11719999;390.76772774;4314008.19623574;;0;100
12.04.2020 22:49:47;12.04.2020 22:49:47;7370.99298991;12209.24147641;2065315.93290836;7381.35039999;390.76772774;4314008.13240147;;0;100
12.04.2020 22:49:48;12.04.2020 22:49:48;7370.99298991;12209.24147641;2065315.93291023;7381.35039999;390.76772774;4314008.13240147;;0;100
12.04.2020 22:49:48;12.04.2020 22:49:48;7370.99298991;12209.24147641;2065315.9329121;7380.7315;390.76772774;4314008.15127631;;0;100
12.04.2020 22:49:49;12.04.2020 22:49:49;7370.99298991;12209.24147641;2065315.9329149;7380.73149999;390.76772774;4314008.08097017;;0;100
12.04.2020 22:49:50;12.04.2020 22:49:50;7370.99298991;12208.04933641;2056610.92544463;7380.73149999;390.76772774;4314008.08097017;;0;100
12.04.2020 22:49:51;12.04.2020 22:49:51;7370.99298991;12208.04933641;2056610.92544742;7380.73149999;390.76772774;4314008.08097017;;0;100
12.04.2020 22:49:52;12.04.2020 22:49:52;7370.99298991;12206.85056459;2047796.60059732;7379.93269999;390.35535976;4310953.96683433;;0;100
12.04.2020 22:49:52;12.04.2020 22:49:52;7370.99298991;12206.89006967;2048086.62100105;7379.93269999;390.35535976;4310953.96683433;;0;100
12.04.2020 22:49:53;12.04.2020 22:49:53;7370.99298991;12206.89006967;2048086.62100293;7379.93269999;390.35535976;4310953.96683433;;0;100
12.04.2020 22:49:54;12.04.2020 22:49:54;7370.99298991;12206.89006967;2048086.6210055;7379.30499999;390.35535976;4310953.92250747;;0;100
12.04.2020 22:49:55;12.04.2020 22:49:55;7370.99298991;12208.08180967;2056788.68737838;7379.0931;390.76772774;4314005.43594202;;0;100
12.04.2020 22:49:56;12.04.2020 22:49:56;7370.99298991;12209.23495265;2065260.59325081;7378.0931;390.74812728;4313261.56394068;;0;100
12.04.2020 22:49:56;12.04.2020 22:49:56;7370.99298991;12209.23535265;2065263.53192622;7378.0931;390.6598512;4312609.29621172;;0;100
12.04.2020 22:49:57;12.04.2020 22:49:57;7370.99298991;12209.23535265;2065263.53192879;7378.0931;390.76842774;4313411.75284589;;0;100
12.04.2020 22:49:58;12.04.2020 22:49:58;7370.99298991;12209.23522265;2065262.58484637;7378.0931;390.76842774;4313411.75284589;;0;100
12.04.2020 22:49:59;12.04.2020 22:49:59;7370.99298991;12209.23522265;2065262.58484894;7378.0931;390.6598512;4312010.46704437;;0;100
12.04.2020 22:50:00;12.04.2020 22:50:00;7370.99298991;12209.23522265;2065262.58484988;7378.0931;390.68642774;4312204.67846164;;0;100
12.04.2020 22:50:00;12.04.2020 22:50:00;7370.99298991;12208.04308265;2056557.57737961;7378.0931;390.72742774;4312508.46673163;;0;100
12.04.2020 22:50:01;12.04.2020 22:50:01;7370.99298991;12208.03589012;2056505.85270294;7378.0931;390.74812728;4312534.59671902;;0;100
12.04.2020 22:50:02;12.04.2020 22:50:02;7370.99298991;12208.03589012;2056505.85270551;7378.0931;390.76842774;4312684.51301019;;0;100
12.04.2020 22:50:03;12.04.2020 22:50:03;7370.99298991;12208.03602012;2056506.80144905;7378.0931;390.76842774;4312684.51301019;;0;100
12.04.2020 22:50:03;12.04.2020 22:50:03;7370.99298991;12208.03602012;2056506.80145115;7378.0931;390.74812309;4312534.4732598;;0;100
12.04.2020 22:50:04;12.04.2020 22:50:04;7370.99298991;12208.03602012;2056506.80145372;7378.0931;390.76842774;4312684.37792121;;0;100
12.04.2020 22:50:05;12.04.2020 22:50:05;7370.99298991;12209.24616012;2065344.29774002;7378.0931;390.78642774;4312817.39702121;;0;100
12.04.2020 22:50:06;12.04.2020 22:50:06;7370.99298991;12209.24616012;2065344.29108283;7378.0931;390.78642774;4312817.34397119;;0;100
12.04.2020 22:50:07;12.04.2020 22:50:07;7370.99298991;12209.22816012;2065211.80982469;7378.0931;390.76842774;4312684.32811119;;0;100
12.04.2020 22:50:07;12.04.2020 22:50:07;7370.99298991;12209.24616012;2065344.29108678;7378.0931;390.76612728;4312667.41534606;;0;100
12.04.2020 22:50:08;12.04.2020 22:50:08;7370.99298991;12209.22816012;2065211.80982936;7378.0931;390.74812728;4312534.40326606;;0;100
12.04.2020 22:50:09;12.04.2020 22:50:09;7370.99298991;12209.22816012;2065211.80983123;7378.0931;390.74812728;4312534.40326606;;0;100
12.04.2020 22:50:10;12.04.2020 22:50:10;7363.76008682;12209.24573592;2065341.04983881;7370.99298991;390.85074205;4313291.30202491;;0;100
12.04.2020 22:50:10;12.04.2020 22:50:10;7363.76008884;12208.03559592;2056503.67558854;7370.99298991;390.83274205;4313156.78850421;;0;100
12.04.2020 22:50:11;12.04.2020 22:50:11;7363.76009087;12208.03559592;2056503.67559064;7370.99298991;390.79213694;4312856.84358887;;0;100
12.04.2020 22:50:12;12.04.2020 22:50:12;7363.76009389;12208.04278845;2056555.40027199;7370.99298991;390.6835604;4312054.81712982;;0;100
12.04.2020 22:50:13;12.04.2020 22:50:13;7363.7600959;12208.04278845;2056555.40027385;7370.99298991;390.20649398;4308530.00711499;;0;100
12.04.2020 22:50:13;12.04.2020 22:50:13;7363.76009893;12208.04278845;2056555.40042863;7370.99298991;390.20649398;4308530.00711499;;0;100
12.04.2020 22:50:14;12.04.2020 22:50:14;7363.76010095;12208.04278845;2056555.40043049;7370.99298991;390.12711743;4307943.53268155;;0;100
12.04.2020 22:50:15;12.04.2020 22:50:15;7363.76010196;12209.23492845;2065260.40790357;7388;390.03159715;4307238.91468987;;0;100
