<bid_top>;<bid_quantity>;<bid_amount>;<ask_top>;<ask_quantity>;<ask_amount>
0.49979432;0.68334646;0.60544026;0.00921556;0.69343175;0.54528374
0.27828055;0.38201962;0.25211547;0.00330536;0.86351603;0.71943832
0.3475567;0.79231266;0.72948727;0.00377641;1;0.87071947
0.40596894;0.77825487;0.71411315;0.00479902;0.85149227;0.71660387
0.40596894;0.50444512;0.39283819;0.00490369;1;0.87384202
0.34759784;0.38916773;0.26262322;0.0060954;0.67819419;0.54175701
1;0;0;0.05983472;0;0
0.99146781;0;0;0.05512428;0.32439148;0.43815903
0.99771088;0.84226493;0.88896997;0.0552974;0.89471546;1
0.99673973;0.75544644;0.79392125;0.0546009;0.8595547;0.95949862
0.96108491;0.71901794;0.74856343;0.05258789;0.81330046;1
0.94207825;0.79818605;0.84016042;0.05174242;1;1
0.95095727;0.85317859;0.90789555;0.05258789;0.96355723;0.96339054
0.95095727;0.76585232;0.80420429;0.05258789;1;0.99823107
0.90767203;0.813042;0.85935448;0.05202022;0.61872818;0.65824054
0.8550222;0.86023876;0.91001094;0.04766406;0.99213732;0.98830857
0.8070075;0.82696186;0.87035104;0.0440648;1;1
0.77289123;0.79875032;0.83742751;0.0440648;0.80591282;0.82280586
0.76803552;0.86299173;0.91561075;0.04222491;1;0.90213675
0.78766648;0.86437308;0.91811975;0.04489819;0.72474686;0.65948495
0.83254717;0.7796321;0.81763897;0.04534105;0.8507324;0.76920746
0.81340178;0.85034716;0.90275508;0.04453584;0.84851135;0.77651526
0.81340178;0.81170027;0.856506;0.04453584;0.8501923;0.77915213
0.81340178;0.84439097;0.89552531;0.04453584;0.83578457;0.76462101
0.81340178;0.90274032;0.96484235;0.04453584;0.76584654;0.7004361
0.80299667;0.88201439;0.9394112;0.04435467;0.76907991;0.69956706
0.76231226;0.81968805;0.86439952;0.04203569;0.80598652;0.73068053
0.76231226;0.77056045;0.80603057;0.04051788;0.75539953;0.68201601
0.73647337;0.88681498;0.94358891;0.0398254;0.75209298;0.6785135
0.75124861;0.84807009;0.89754465;0.04025618;0.7687287;0.69286521
0.75124862;0.79061473;0.83056094;0.04025618;0.76700309;0.69023148
0.74479745;0.8990753;0.95960803;0.04007099;0.76671557;0.69290824
0.74479745;0.86442548;0.91836272;0.04007099;0.76720799;0.69066922
0.75548002;0.77387048;0.81161492;0.04068697;0.72665599;0.65851578
0.80438402;0.8088564;0.85365021;0.04291336;0.80775631;0.73285685
0.80438402;0.82863558;0.87642297;0.04291336;0.7526569;0.68020439
0.80438403;0.86509441;0.92019921;0.04291336;0.80819937;0.73000476
0.80438403;0.7701469;0.80767927;0.04291336;0.80649138;0.72879777
0.80438403;0.77219514;0.81013503;0.04291336;0.70618734;0.63691083
0.80442287;0.91119864;0.9769107;0.04291336;0.68371906;0.66753035
0.75548002;0.84664633;0.89767516;0.04251881;0.68118971;0.61391912
0.70942009;0.82878474;0.8762476;0.03825928;0.81053858;0.72730283
0.70061043;0.89342291;0.95252193;0.03825928;0.70900027;0.63345627
0.71143174;0.92425444;0.98919981;0.04019177;0.70400708;0.62891366
0.70061043;0.84078348;0.89018371;0.03715615;0.82629805;0.74110891
0.70061043;0.79056124;0.83022393;0.03728567;0.72169207;0.64527016
0.70061043;0.85393304;0.90526782;0.03728567;0.81270841;0.72812181
0.7931465;0.89062058;0.94954889;0.04627911;0.59834348;0.53038217
0.80188679;0.82644255;0.87364427;0.04642405;0.60163343;0.53338828
0.78947003;0.78351045;0.82624719;0.04591677;0.5853697;0.51894317
0.79120422;0.7866164;0.83073705;0.04552222;0.59221183;0.52518802
0.75554939;0.77548629;0.81738682;0.04143178;0.72889172;0.65654836
0.79148169;0.77797444;0.82081369;0.04574365;0.80707144;0.72815423
0.77365427;0.8056304;0.85505403;0.04505923;0.6642659;0.59752551
0.81388735;0.77360692;0.81759535;0.04471702;0.68941364;0.6210886
0.81388735;0.79793108;0.84604082;0.04400038;0.77838157;0.70001735
0.81388735;0.80810825;0.85924106;0.04413324;0.80485802;0.72011479
0.81388735;0.74067963;0.7797902;0.04416142;0.80543267;0.72065969
0.81388735;0.84140354;0.89869079;0.04413324;0.77589619;0.69412393
0.81388735;0.81351035;0.86532616;0.04413324;0.80100253;0.71735055
0.81388735;0.77511061;0.82017172;0.0438635;0.90659444;0.8138584
0.80812986;0.85045293;0.9093229;0.04345755;0.42858613;0.37647431
0.76990844;0.83136509;0.88642653;0.04345755;0.89361853;0.80163036
0.80043008;0.81956104;0.87236577;0.04345755;0.78718602;0.70444098
0.78641787;0.84631615;0.90409481;0.04333206;0.89253288;0.80383663
0.79453385;0.78394035;0.8303484;0.04338843;0.73052576;0.65575917
0.79238346;0.82488557;0.87853682;0.04327973;0.83501006;0.75124627
0.77400111;0.76318385;0.8054662;0.04212023;0.7357647;0.66058426
0.77400111;0.77314712;0.81747359;0.04338843;0.7376787;0.66230269
0.77400111;0.77225678;0.81621415;0.04278855;0.73646022;0.66085196
0.77400111;0.85266257;0.91139198;0.04283284;0.73627171;0.66067436
0.74916759;0.72329868;0.72724548;0.04093823;0.74072021;0.66006521
0.74916759;0.76969425;0.78269562;0.04312674;0.73495953;0.65481428
0.70061043;0.80529823;0.82405034;0.04007501;0.75517314;0.67280829
0.70061043;0.75975986;0.7691764;0.03849681;0.76107661;0.67935851
0.70061043;0.80001912;0.81634688;0.03823915;0.77450951;0.69158483
0.69746442;0.84141147;0.86571981;0.0368864;0.90855409;0.81363655
0.67279412;0.76524151;0.77565082;0.03586782;0.90928457;0.81421598
0.67279412;0.85510346;0.88185227;0.03600068;0.89506093;0.80109113
0.67279412;0.85257867;0.87893808;0.03600471;0.88899031;0.79553598
0.67501387;0.77704648;0.78952559;0.03688238;0.88630396;0.79331707
0.68666759;0.72324054;0.72575212;0.03688238;0.88515388;0.7928404
0.7004717;0.8368333;0.86059812;0.0368864;0.88459549;0.79216933
0.67626249;0.74602416;0.75357348;0.0368864;0.90260286;0.80754027
0.67397336;0.84614595;0.87201229;0.0367616;0.90317789;0.80633436
0.67161487;0.7467178;0.75414192;0.03579202;0.90258768;0.80560983
0.67161487;0.84494071;0.87063727;0.03579202;0.90201265;0.80508345
0.67223918;0.83409993;0.8578708;0.0360651;0.91748186;0.82021781
0.69672586;0.76137971;0.77265699;0.0368864;0.88804729;0.7942827
0.67279412;0.81644496;0.83887952;0.0364838;0.9687793;0.86648453
0.67279412;0.70088787;0.70177133;0.0364838;0.96191587;0.86024392
0.67279412;0.83212868;0.85749063;0.0364838;0.97106021;0.86857104
0.67161487;0.75464924;0.76541269;0.0364838;0.96896688;0.86623151
0.67161487;0.76062004;0.77257335;0.0364838;0.97638962;0.80487014
0.67161487;0.79905065;0.81752726;0.0364838;0.9734194;0.80213737
0.67161487;0.75735949;0.76857895;0.0364838;0.97428195;0.80289391
0.67161487;0.83532453;0.86080652;0.0360812;0.97460607;0.80299956
0.67161487;0.74088773;0.74889492;0.0360812;0.97813853;0.80643745
0.67161487;0.75652428;0.76716538;0.0360812;0.97756188;0.80509653
0.67161487;0.83718651;0.86253452;0.03535652;0.97657804;0.80419835
0.67161487;0.83361989;0.85834152;0.03535652;0.97772812;0.80529413
0.67161487;0.75822544;0.76927802;0.0364838;0.97074504;0.80500439
0.67161487;0.83512554;0.86055317;0.0364838;0.97335169;0.80716164
0.67161487;0.83941425;0.86688983;0.0364838;0.94431071;0.77871609
0.69249445;0.71643898;0.72138399;0.0368864;0.90228924;0.74050718
0.70054107;0.77201329;0.78726836;0.0368864;0.9017142;0.74133381
0.70054107;0.8546508;0.88521601;0.0368864;0.89587323;0.73469007
0.70054107;0.8362887;0.83572849;0.0368864;0.89595547;0.73494766
0.70056326;0.86062602;0.86402662;0.0368864;0.8959539;0.73494615
0.70056326;0.8778879;0.88405094;0.0368864;0.98479719;0.81588176
0.70056326;0.75793865;0.74538309;0.0368864;0.95604532;0.78944924
0.70054107;0.79731106;0.7911112;0.0368864;0.98278301;0.8138037
0.70054107;0.76088194;0.74867321;0.0368864;0.98192045;0.81215986
0.69991676;0.76313126;0.75116337;0.0368864;0.98306898;0.81272221
0.70054107;0.86626828;0.87026504;0.0368864;0.98163139;0.81141074
0.67660932;0.86832085;0.87272294;0.0368864;0.98247704;0.81093282
0.68042453;0.78648183;0.77509224;0.0368864;0.98190047;0.81062171
0.68042453;0.89953664;0.90533333;0.0368864;0.98017729;0.80950638
0.6747364;0.85668917;0.85561053;0.0368864;0.97953881;0.80833902
0.6747364;0.77426794;0.76095753;0.0368864;0.98068888;0.80925799
0.6747364;0.8017021;0.7944924;0.0368864;1;0.91198486
0.7006098;0.8489421;0.83680818;0.0368864;0.95669033;0.86996867
0.70032319;0.79456743;0.77567356;0.0368864;1;0.96659763
0.68659822;0.753247;0.7283677;0.0368864;0.97574352;0.94140324
0.67626249;0.81862046;0.80395153;0.0368864;1;1
0.67626249;0.90120634;0.89795146;0.03668085;0.99506467;0.99561842
0.67391001;0.90136101;0.89818244;0.03651799;0.92613698;0.92297589
0.67057246;0.85948603;0.85010856;0.61400479;0.99657756;0.99710424
0.65447778;0.88563579;0.87764871;0.59722202;0.61552709;0.5871168
0.64713775;0.81305932;0.79508593;0.59645176;0.67737434;0.65185918
0.65518784;0.90773305;0.90270501;0.59638174;0.6160106;0.58697872
0.64713775;0.80568851;0.78653476;0.59617166;0.61636174;0.58730231
0.65854204;0.81002611;0.79155067;0.59631171;0.61622097;0.58714582
0.64713775;0.88630885;0.87819075;0.59603162;0.61075896;0.581396
0.64713775;0.90453727;0.89905608;0.59477118;0.67796281;0.65183556
0.63849135;0.79960413;0.7795297;0.58258701;0.68321227;0.65747692
0.64326178;0.90297942;0.89725001;0.58195679;0.62054843;0.59178657
0.64162194;0.82236114;0.80564148;0.58041627;0.62737569;0.60414491
0.63923673;0.86034512;0.84838366;0.5781755;0.62622164;0.60292905
0.6419201;0.86054825;0.84863053;0.58069636;0.62654723;0.60327902
0.6419201;0.79983543;0.77982307;0.58069636;0.62760304;0.60439178
0.6419201;0.86901584;0.85850526;0.58069636;0.62238325;0.59898291
0.62622622;0.81605751;0.79838694;0.57005272;0.6310754;0.60639131
0.62622622;0.81837279;0.80106096;0.56872226;0.61981343;0.59453692
0.602342;0.86496752;0.85350608;0.55499756;0.60116546;0.57497408
0.51978092;0.7872191;0.76318642;0.51043057;0.8793525;0.94851502
0.52775013;0.85362056;0.83820446;0.51324004;0.90612046;0.97659901
0.58447523;0.89769862;0.88893858;0.54142831;0.88804834;0.9577269
0.53326188;0.80397683;0.77565852;0.52104551;0.8939069;0.96401551
0.55308888;0.85223995;0.82980409;0.53393633;0.85439818;0.92150992
0.56097374;0.85760152;0.8370654;0.52852361;0.86049198;0.9287578
0.5898219;0.86159801;0.84149771;0.54409652;0.84614532;0.91351211
0.55767648;0.81362168;0.78215447;0.50453548;0.87491361;0.94353023
0.55893375;0.87389815;0.83317895;0.54976546;0.84980316;0.91722566
0.57496395;0.79965462;0.74988205;0.55086904;0.82838967;0.89479345
0.0261596;0.77577925;0.72367674;0.05954089;0.84050891;0.90708424
0;0.84625409;0.80101557;0;0.83876799;0.92130048
0;0.39773323;0.34101279;0;1;1
0;0.07500206;0.036904;0;0.65941659;0.66684729
0;0.08839997;0.04779191;0;0.66640393;0.67320819
0;0.18854262;0.14171845;0.05933316;0.65263138;0.66067113
0.10273278;0.19962057;0.15230268;0.1388816;0.65651693;0.66473046
0.14192617;0.279184;0.22395207;0.15292728;0.65784181;0.66580306
0.0430068;0.43943361;0.37108382;0.11394944;0.65245486;0.66030041
0.06048981;0.10774443;0.06793192;0.13698202;0.74871529;0.75290896
0.14600663;0.54436355;0.46881487;0.21471989;0.75146124;0.75578541
0.00000001;0.14697311;0.1053891;0.07704945;0.74882419;0.75183681
0;0.48909673;0.41875562;0;0.73445803;0.7322624
0.09791801;0.54457675;0.47012493;0.19726899;0.72973943;0.72780773
0.22183869;0.54696813;0.47317996;0.32308059;0.73574465;0.73383465
0.22283803;0.54343949;0.46938719;0.26383845;0.72570356;0.72400222
0.22283803;0.18056478;0.13739611;0.26337075;0.73409945;0.73036319
0.22283803;0.32322955;0.26647247;0.25822604;0.73689836;0.73352429
0.17825222;0.20721637;0.16131203;0.27693408;0.72083769;0.71801704
0.17825222;0.60470636;0.52575093;0.25822604;0.71746626;0.71479848
0.17825222;0.53594261;0.46296088;0.28831481;0.7203066;0.71754392
0.03722082;0;0;0.286444;0.71757798;0.71507047
0.09921063;0.20558096;0.18489083;0.24933972;0.7087947;0.71071692
0.1175258;0.55045714;0.49109304;0.23094347;0.71973531;0.72111711
0.1365454;0.57674103;0.51425757;0.22439566;0.74758461;0.74780844
0.1365454;0.2079195;0.18685912;0.22439566;0.7476031;0.74783148
0.13777815;0.19863553;0.17886822;0.23047577;0.67857389;0.68143107
0.21297601;0.55418223;0.49505933;0.2409211;0.67899767;0.68182748
0.1698297;0.20491343;0.18472938;0.24014159;0.68984925;0.69321826
0.15891104;0.22476014;0.20203738;0.23795899;0.68984854;0.69322816
0.25453736;0.49746984;0.44580442;0.25649554;0.7035602;0.70728954
0.25453736;0.02544705;0.02509558;0.25167822;0.70336894;0.70713944
0.16912527;0.043613;0.04220171;0.23998569;0.70317685;0.70695043
0.17123856;0.34534092;0.31024476;0.20334911;0.70497927;0.70866317
0.25295239;0.54764462;0.49188014;0.25510803;0.70330189;0.70706016
0.24499699;0.24179624;0.21947792;0.25651113;0.67268813;0.6776812
0.27267642;0.573549;0.51486546;0.35428538;0.65616273;0.65894862
0.34171052;0.02356937;0.02514394;0.4124115;0.66493235;0.66812112
0.32040153;0.53703834;0.46890017;0.4124115;0.71474513;0.71590963
0.3174077;0.25674212;0.23021888;0.4124115;0.70282783;0.7044899
0.26193387;0.22431629;0.2016539;0.4124115;0.58156386;0.58679096
0.24499699;0.55522785;0.49095595;0.27864898;0.65297246;0.65515829
0.10783989;0.3139995;0.28538868;0.21688538;0.6451694;0.64761359
0.10783989;0.14566129;0.13552739;0.22123112;0.6558975;0.6581383
0.10783989;0.66460265;0.59432439;0.22275433;0.64201729;0.64492295
0.10396553;0.16079429;0.14881825;0.22275433;0.68046715;0.68177999
0.1127709;0.19699607;0.18120465;0.1646589;0.6714877;0.67313022
0;0.19086935;0.17514587;0.15280642;0.65643451;0.6586357
0.01415075;0.79758026;0.69994006;0.20622373;0.63991314;0.64279496
0.07842995;0.10393288;0.08526688;0.13180219;0.66723221;0.66863182
0;0.81385811;0.71456072;0.10036184;0.6507962;0.65299507
0.06878833;0.31819131;0.27464299;0.10531712;0.65692458;0.65950376
0.21133764;0.76783726;0.6756859;0.19645571;0.68587587;0.68735135
0.19757998;0;0;0.17800924;0.66359647;0.66674016
0.231394;0.59736035;0.5331613;0.23576838;0.67411699;0.67668062
0.03799381;0.42344246;0.3809739;0.1446675;0.75840156;0.75762643
0.11388936;0.41671416;0.37826947;0.1478379;0.70224799;0.70299726
0.18650454;0.35134443;0.31766318;0.19997331;0.64796434;0.65210861
0.07942301;0.56590813;0.51000541;0.15429302;0.64597363;0.65026546
0.13103928;0.45424533;0.41169097;0.18379648;0.65507487;0.65870749
0.13349642;0.3834311;0.34914349;0.20078726;0.64846162;0.65380498
0.22315867;0.37596905;0.34319673;0.24068339;0.56964593;0.57868774
0.28984976;0.00971716;0.01513654;0.24068339;0.60837831;0.61538847
0.28930011;0.41650765;0.38024974;0.24347936;0.59155829;0.59944092
0.25650421;0.87707854;0.78965746;0.30942694;0.61462259;0.62170424
0.32941176;0.72320238;0.69959225;0.31246518;0.60584626;0.61352449
0.28784314;0.233992;0.23008421;0.31389493;1;1
0.465;0.6880118;0.66627589;0.46975132;0.6301928;0.63857554
0.44204545;0.56405908;0.54671698;0.50127694;0.58814839;0.59880019
0.50272727;0.21740628;0.21521575;0.56497456;0.52123848;0.53492993
0.55318296;0;0;0.67320527;0.51220717;0.55303605
0.50659195;0.08527221;0.0833833;0.71932605;0.49474996;0.53960096
0.42795543;0.74168692;0.7230551;0.56864085;0.53504042;0.57591384
0.207169;0.49381809;0.4828859;0.4040075;0.51693674;0.55986077
0.221685;0.33849488;0.33114859;0.38447892;0.61435814;0.65017149
0.4909101;0.31799959;0.31140501;0.62697939;0.61254286;0.64793306
0.48886465;0.78760108;0.77180008;0.65244071;0.51321631;0.55847635
0.55159205;0.48574284;0.47862083;0.69718341;0.51202838;0.5587698
0.60250124;0.49465266;0.48705834;0.70806008;0.45962557;0.51159909
0.53068291;0.49478375;0.48544109;0.56472838;0.5245824;0.56906612
0.46000095;0.44803787;0.43913239;0.56472838;0.5258858;0.57060873
0.53022837;0.69140358;0.67594386;0.56472838;0.50985662;0.55625075
0.74195035;0.83582562;0.82029078;0.74365648;1;1
0.67681958;0.29853433;0.29536164;0.79111835;0.95820769;0.96299497
0.74863791;0.84526276;0.82981804;0.84129938;0.96578455;0.96970316
0.62477402;0.77718348;0.76222376;0.77480333;0.94231714;0.94507904
0.69841053;0.45963531;0.45285613;0.86972706;0.95326313;0.95482799
0.72068331;0.47661308;0.47030886;0.81682686;0.96838116;0.96881054
0.72068331;0.28408372;0.28078485;0.80372541;0.95269276;0.95431449
0.53000109;0.53822255;0.52244822;0.81707406;0.9598508;0.96088292
0.55272841;0.59824667;0.58094721;0.71201524;0.99629446;0.99412607
0.55272841;0.64729894;0.63262757;0.60448445;1;1
0.62700753;0.50715285;0.49917744;0.60448445;0.99112936;0.99239162
0.62700754;0.39888733;0.39353378;0.60201248;0.95404512;0.9590959
0.53000109;0.33807507;0.33289647;0.54837068;1;1
0.53000109;0.43414757;0.42728235;0.52266217;0.91335499;0.92182057
0.53000109;0.24590165;0.24398596;0.60448445;0.9877779;0.98930414
0.5045465;0.28051029;0.27800747;0.47746785;0.88726149;0.89842482
0.50341013;0.84357583;0.82794015;0.47746785;0.91523757;0.92373395
0.50341013;0.88746075;0.86980296;0.47746785;0.93982883;0.94589692
0.50341013;0.54741214;0.53907856;0.47746785;0.9413029;0.94738917
0.50341013;0.55983053;0.54920955;0.47746785;0.94106523;0.94488244
0.39772809;0.39627934;0.38501938;0.45966966;0.94247008;0.94649102
0.44977366;0.4911207;0.47784011;0.57976473;0.94124697;0.94561826
0.4536373;0.37153078;0.36035887;0.57976473;0.99968725;0.99838848
0.3972341;0.73411705;0.7131352;0.5735848;0.97772166;0.97829226
0.46727369;0.50859401;0.49527626;0.57976473;1;1
0.47522825;0.26696044;0.25743675;0.57976473;1;1
0.48068281;0.85408382;0.83076855;0.56344971;0.86804806;0.8810247
0.46022822;0.46073596;0.44679409;0.56740486;0.86034961;0.87416127
0.45045548;0.86863603;0.84438686;0.55850576;0.99973108;0.99980694
0.44841002;0.91857486;0.8926863;0.55380902;0.95947577;0.96350099
0.45386457;0.35404557;0.34202271;0.5557866;1;1
0.49477375;0.60910154;0.59305281;0.54762909;0.99820704;0.99873972
0.50431922;0.79033555;0.76959953;0.5557866;0.92141043;0.93519854
0.49000101;0.84564475;0.82382837;0.48088584;0.91400024;0.92919678
0.40469906;0.56629619;0.55131432;0.48088584;0.90549817;0.92217652
0.44449738;0.60379253;0.58795382;0.48088584;0.91998341;0.93412513
0.4623942;0.83225268;0.81063364;0.48088584;0.9031219;0.92019355
0.09402788;0.40624192;0.39226268;0.00948074;0.98119708;0.98179832
0.09402788;0.78663545;0.76303786;0.00948074;0.9524534;0.9578552
0.09402788;0.57978278;0.56248578;0.00948074;0.51742206;0.5898695
0.09402788;0.71721102;0.69665699;0.00960419;0.50041964;0.57584736
0.2261185;0.38503987;0.37297832;0.17666118;0.4807865;0.56052585
0.23845224;0.55496092;0.54030526;0.17670555;0.49891039;0.57550947
0.36106409;0.57993216;0.56626795;0.4887388;0.48671613;0.56568644
0.32285369;0.41782146;0.40768252;0.57943428;0.44256159;0.52911885
0.5876444;0.79987084;0.77934585;0.75857274;0.43699134;0.52446305
0.26594677;0.6449699;0.62624363;0.37499257;0.89017694;0.90588945
0.26946566;0.48176017;0.46814643;0.41601641;0.838192;0.86298881
0.29491094;0.32853107;0.31673562;0.42018666;0.93472938;0.94264181
0.29626789;0.90018353;0.88296803;0.42699021;0.93166546;0.93982379
0.49739945;0.86812023;0.85382001;0.63511546;0.87632061;0.89378452
0.49739945;0.52123426;0.51000296;0.58880626;0.94760721;0.9522923
0.48875256;0.879671;0.86315202;0.47809002;1;1
0.29243354;0.50258298;0.49078678;0.33889628;1;1
0.31538638;0.87471072;0.85701314;0.34459502;0.99740801;0.99711414
0.31669071;0.86566352;0.84809374;0.32619675;0.99771305;0.99735851
0.32146365;0.84047894;0.82424704;0.22700608;0.98812929;0.98877269
0.32379863;0.77800367;0.75757527;0.35712717;0.97640347;0.97526388
0.34982838;0.83886276;0.81597458;0.28486731;0.98693815;0.98537572
0.34668192;0.4851924;0.46869787;0.29313319;0.98352812;0.98240242
0.33867277;0.52861875;0.51845722;0.31686429;1;0.99869303
0.34897025;0.87135022;0.86204923;0.33739569;0.97173352;0.97393912
0.3521167;0.51709747;0.50729745;0.31526444;1;0.99910446
0.32379863;0.85123154;0.84177643;0.22545266;0.97750632;0.97978472
0.36498337;0.51625417;0.50642038;0.32113056;0.96003527;0.96485661
0.3423042;0.81030932;0.7996408;0.24860405;1;1
0.05654672;0.63028413;0.61867246;0.15767928;0.96751518;0.97198632
0.278332;0.83723478;0.82552214;0.43297332;1;1
0.278332;0.79841773;0.78657619;0.3519695;0.93089354;0.93946016
0.09775349;0.29014653;0.27596889;0.21923694;0.92077368;0.93054104
0.03005464;0.83305108;0.82009418;0.12231659;0.85369684;0.87201425
0.11778992;0.59357574;0.57998345;0.33093693;1;1
0;0.43170488;0.41935811;0.3519695;0.93379716;0.94161009
0.11141469;0.45147713;0.43956711;0.22918478;0.95806009;0.96553904
0.16727383;0.81621099;0.80427496;0.18882498;0.9792327;0.98262494
0.14268367;0.48884285;0.47560339;0.16324483;1;1
0.13995143;0.86102701;0.84653525;0.3019461;0.87528137;0.88903507
0;0.83729647;0.82331902;0.1390858;0.85606115;0.87029337
0.03005464;0.52055412;0.50730042;0.15500234;0.99363171;0.99271752
0.03005464;0.83386519;0.82067604;0.18456162;0.90371043;0.91301184
0.15816636;0.2785877;0.26364162;0.1341954;0.95807904;0.96160542
0.19247116;0.66863781;0.65409273;0.22183908;0.79004174;0.81244392
0.24281284;0.64454594;0.63463037;0.18247126;0.83074023;0.85171748
0.24281284;0.61814586;0.60783738;0.15574713;0.90473441;0.91740592
0.15452338;0.6569638;0.64552585;0.10862069;0.97937109;0.98489255
0.16545234;0.658767;0.64749553;0.08936782;0.98898933;0.99341899
0.13327262;0.64699665;0.63682849;0.08218391;0.98898933;0.99442196
0.32240437;0.29166879;0.2849253;0.20311078;0.94881383;0.95881067
0.26320583;0.66883463;0.661762;0.19367816;0.94677433;0.95717641
0.30935033;0.64274063;0.63631439;0.20311078;0.91987273;0.93330418
0.30935033;0.30525637;0.29842102;0.20311078;0.91625568;0.93009151
0.28476017;0.08438802;0.07354496;0.17988506;0.99611165;1
0.28476017;0.64578777;0.63557475;0.17988506;0.99526956;0.99925331
0.21129326;0.62338501;0.61292967;0.17988506;0.98575278;0.98996206
0.2944748;0.65261296;0.64220344;0.17988506;0.92904699;0.93955606
0.2944748;0.65721401;0.64358096;0.17988506;1;1
0.17789921;0.69358626;0.67881958;0.15114943;0.99893714;0.99877135
0.19763206;1;1;0.15114943;0.99893656;0.99875865
0.16545234;0.65317114;0.64849458;0.15114943;0.99893549;0.99875679
0.20400729;1;1;0.15114943;0.9997852;0.99952986
0.10807529;0.9864383;0.98615589;0.15114943;0.98681831;0.9877439
0;0.67318418;0.66794146;0.10431034;0.9997852;0.99948896
0;0.57326885;0.39535933;0;0.68011193;0.70918996
0.02368739;0.81990419;0.64207747;0;0.95469063;0.86680952
0.04209415;0.63719498;0.45777083;0.00780487;0.99159489;0.9027034
0.10787568;1;1;0.0596748;0.9903846;0.90121441
0.1071213;0.918738;0.92019423;0.0702439;0.95271116;0.86658439
0.02368739;0.71858295;0.68731055;0.01788618;1;0.91267103
0.02368739;0.60914999;0.55834786;0.03073171;0.88308537;0.8017085
0.05009053;0.85016464;0.83958134;0.00829268;0.87499497;0.79430311
0.06231141;1;1;0.01528455;0.93585117;0.84985087
0.02368739;0.5875907;0.52508095;0;1;0.90936237
0.01056126;0.87242837;0.85131225;0;0.98721068;0.8979163
0.01056126;0.61362078;0.54750264;0;0.98402528;0.89553216
0;0.58613841;0.5165848;0;0.98993052;0.90063003
0.00820335;0.97640598;0.9643084;0.10282062;0.86670832;0.78938671
0.00865172;0.8659336;0.83626229;0.00333472;0.97792521;0.88839247
0;0.59037122;0.52015423;0;0.99763637;0.90626088
0.01778884;0.71126013;0.66046014;0.10493657;0.92688112;0.84154332
0.2042996;0.4495219;0.35839889;0.32115278;0.96549881;0.87771647
0.29297349;0.83907192;0.81699787;0.42374517;0.87007227;0.79113267
0.25262687;0.4838513;0.40575115;0.37065637;0.97159305;0.88033111
0.32504388;0.68818517;0.64249431;0.30228578;0.92282514;0.83642096
0.28528842;0.96081633;0.96597546;0.3465251;0.95066605;0.86299159
0.26193763;0.95748689;0.96189396;0.32239382;0.98485405;0.89413102
0.27021386;0.68226816;0.64557101;0.31384446;1;0.9080274
0.27479534;0.94926765;0.9522486;0.30570877;0.99947893;0.90751031
0.21937416;0.94796253;0.95063718;0.23140885;1;0.91013066
0.06508158;0.64883532;0.60711784;0.19125758;0.99611741;0.90608491
0.16350961;0.83148544;0.81518792;0.19442912;0.98887693;0.89953837
0.16247508;0.64451016;0.60192358;0.23140885;0.96503765;0.87810697
0.16616982;0.66816438;0.62867457;0.19332598;0.98659481;0.89766907
0.09803871;0.5551906;0.49707173;0.15250965;0.86923078;0.79065514
0.07394897;0.83099955;0.81352816;0.17429675;0.96844913;0.88112729
0.03596699;0.94854516;0.95040298;0.11982901;0.98903468;0.89969328
0.04468659;0.82310719;0.80517039;0.11279647;0.98319923;0.89450018
0.01483304;0.54965489;0.4901335;0.10728075;0.9211199;0.83783931
0.03641036;0.44672086;0.3720838;0.09804192;0.97346223;0.88562425
0.08281636;0.36669456;0.28149041;0.16188638;0.92181622;0.83898908
0.17695848;0.64064535;0.59590552;0.20201324;0.95395886;0.86843168
0.15183421;0.63316872;0.5868306;0.19387755;0.93803774;0.85375184
0.12626657;0.31476757;0.2214756;0.2244898;0.96924241;0.88235543
0.1243453;0.21340433;0.10475207;0.20325427;0.92528288;0.84224909
0.11148759;0.58786352;0.53553307;0.15319912;0.94604459;0.85889419
0;0.60845839;0.55886937;0.10907336;1;0.91380528
0.10129009;0.32436736;0.23308351;0.17402096;1;0.91716603
0.10129009;0.29899372;0.20411439;0.18243243;1;0.91389755
0.10129009;0.30682743;0.21297463;0.1811914;0.9261111;0.84599656
0.01483304;0.75115676;0.72306148;0.11720905;0.97912507;0.89422414
0.01483304;0.47562922;0.39977312;0.10011031;0.95692518;0.85700877
0;0.45040781;0.36927174;0.05501931;1;0.92395221
0;0.47824052;0.40139991;0.01613348;1;0.92270622
0;0.78672079;0.75556859;0.0176503;1;0.9275466
0;0.49215595;0.40246997;0.06563707;0.98518523;0.91958442
0;0.79813875;0.75296229;0.06108822;0.9848912;0.91929018
0;0.90676985;0.87918523;0.07842023;1;0.94892911
0.09289612;0.8088098;0.76931801;0.12260264;0.9083071;0.8523157
0.07741343;0.48365591;0.4078771;0.18607407;0.96124628;0.90821137
0.20375215;0.80416484;0.77530273;0.20488889;0.99519382;0.94395036
0.20421663;0.50889352;0.436506;0.24222222;0.8920796;0.83523867
0.20421663;0.50875739;0.43607341;0.23866667;0.92789315;0.87305867
0.09933775;0.9286338;0.91913586;0.152;0.82300374;0.76270506
0.10927152;0.8266486;0.80034652;0.16977778;0.98608953;0.93403828
