<bid_top>;<bid_quantity>;<bid_amount>;<ask_top>;<ask_quantity>;<ask_amount>
0.9958382;0.98209918;0.97710811;0.64806716;0.9901082;0.98992746
0.99583888;0.98169218;0.97664213;0.68985296;0.9909216;0.99061208
0.99583888;0.96731977;0.95935565;0.67715355;0.99106245;0.99073014
0.99583888;0.98147276;0.97634848;0.6775484;0.99091737;0.99188375
0.99583888;0.96280917;0.95387687;0.71120536;0.99021434;0.99144642
0.99583888;0.97180902;0.96478212;0.72669685;0.99184115;0.99294185
0.99583888;0.96707367;0.95902161;0.74115746;0.9919836;0.99306606
0.97820697;0.96479416;0.95641675;0.7415017;0.99887302;0.99883337
0.97820697;0.98035295;0.97509305;0.74189122;0.99882174;0.99878845
0.97820697;0.96992207;0.96255578;0.61511903;0.9988029;0.99877116
0.94009069;0.96987578;0.9624637;0.6441466;1;1
0.94007989;0.98412946;0.97960499;0.68248966;1;1
0.94007989;0.96550327;0.95720472;0.68301057;0.99589573;0.99655172
0.94007989;0.98839096;0.98461361;0.68317927;0.99852902;0.99874282
0.94007989;0.97299717;0.96603867;0.73309477;1;1
0.94227561;0.97315472;0.96622502;0.55557795;0.99386729;0.99484959
0.94227561;0.98330025;0.97838572;0.55557795;0.99385605;0.99484016
0.94227561;0.97353441;0.96667213;0.55557795;0.99969853;0.99963976
0.94227561;0.97355664;0.96668767;0.55557795;1;1
0.94227561;0.9731944;0.9662596;0.82573837;0.9950874;0.99587476
0.94227561;0.96944744;0.96168601;0.82516648;0.99331786;0.99438692
0.94227561;0.96783207;0.9597686;0.8245946;0.99331469;0.99438469
0.94227561;0.99868241;0.99827296;0.82375038;0.99324075;0.99396837
0.55979644;0.98335275;0.97981062;0.82320573;0.98953527;0.99085617
0.55979644;0.98031627;0.97608646;0.82252491;0.9887897;0.99022775
0.55979644;0.97974002;0.97538278;0.58844959;0.99208689;0.99299746
0.55979644;0.98001647;0.9754282;0.58844959;0.98561226;0.98751053
0.55979644;0.98392782;0.98014396;0.58844959;0.98607477;0.98789773
0.55979644;0.99752014;0.99658456;0.58844959;0.98604177;0.98787074
0.55979644;0.97889641;0.97407876;0.58844959;0.98604177;0.98789656
0.55979644;0.97954435;0.97488974;0.58844959;0.98599035;0.98785475
0.55979644;0.99365143;0.99198485;0.62404168;0.9860632;0.98802821
0.55979644;0.97917901;0.97453635;0.62404168;0.99536803;0.99586241
0.46684002;0.99690878;0.99612012;0.6213457;0.98890391;0.99050332
0.27989556;0.97990383;0.97556045;0.62129124;0.98973352;0.99118986
0.27989556;0.97911776;0.97467155;0.62104614;0.992488;0.99350733
0.25445518;0.99360677;0.99226405;0.59151838;0.99580807;0.99632809
0.23498926;0.98100802;0.97711937;0.37522137;0.99580193;0.9963451
0.23498927;0.98171177;0.97803332;0.33356947;0.99910977;0.99917685
0.23498928;0.97845526;0.97406428;0.00035429;0.99506582;0.99578401
0.23498928;0.97379382;0.96842606;0.00035429;0.99713527;0.99751518
0.23498928;0.97851923;0.97417453;0.00035429;0.99476617;0.99552751
0.39186699;0.97816388;0.97370831;0.04200619;0.99466248;0.99538749
0.39186699;0.97915875;0.97487512;0.08365809;0.99789898;0.99810931
0.23498923;0.97838292;0.97400754;0.08365809;0.99793198;0.99814597
0.23498923;0.9782699;0.97386108;0.08365809;0.99793198;0.99814605
0.28742824;0.97816733;0.97376404;0.08365809;0.99783298;0.99806259
0.28742824;0.97932316;0.97510943;0.08365809;0.99758869;0.99785774
0.28742825;0.98063499;0.9767634;0.41687326;0.98990738;0.99148954
0.28742829;0.98063777;0.97676114;0.41687326;0.98990747;0.99140859
0.28742835;0.97925653;0.97507489;0.41687326;0.98997137;0.99146169
0.28742836;0.9806432;0.9767084;0.41687326;0.98985407;0.99131278
0.28742836;0.98094194;0.97710181;0.41687326;0.99183419;0.99334249
0.28742836;0.97951431;0.97531545;0.16696188;0.9923472;0.99381578
0.28742836;0.9782675;0.97389727;0.16696188;0.9923802;0.99383138
0.23498923;0.97911369;0.97488081;0.16696188;0.99250069;0.99391721
0.23498923;0.98523441;0.98225522;0.16696188;0.99239289;0.99378005
0.23498694;0.98574924;0.98285766;0.16696188;0.99241256;0.99379229
0.23498694;0.98537607;0.9824276;0.41687326;0.99223229;0.99363969
0.23498695;0.98164022;0.9778488;0.41687326;0.99223234;0.99362656
0.23498703;0.98166584;0.97780537;0.41687326;0.99217957;0.99357016
0.23498694;0.98759499;0.98502224;0.40712238;0.99380014;0.9949077
0.23498694;0.98774928;0.98512493;0.40591445;0.99472305;0.99561889
0.23498694;0.98867688;0.986175;0.40474811;1;1
0.23498695;0.98556464;0.98242005;0.40358182;0.99153497;0.9928923
0.23498694;0.59203914;0.58889809;0.04162049;0.94410429;0.9439985
0.23498694;0.69428489;0.6886612;0.04162049;0.95519485;0.95641809
0.23498694;0.61272325;0.61232193;0.04162049;0.94708645;0.94726162
0.23498694;0.65206145;0.64989063;0.04166214;0.97750755;0.97737077
0.23498694;0.66475792;0.66110636;0.04166214;0.9420682;0.94207773
0.23498694;0.67071602;0.66699395;0.04166214;0.95355745;0.95349093
0.23498694;0.56095122;0.55859589;0.04166214;1;1
0.23498694;0.66992984;0.66614834;0.04166214;0.96443734;0.96465583
0.23498694;0.62321639;0.61931322;0.04166214;0.95073346;0.95101942
0.23498694;0.67056149;0.66642042;0.04166214;0.94115528;0.94149575
0.23498694;0.5595112;0.55694965;0.04166214;0.93024644;0.93067333
0.23498694;0.59851766;0.59261359;0.04166214;0.86499783;0.86513867
0.23498694;0.49539869;0.4895165;0.04166214;0.88274439;0.88277678
0.23498694;0.65136425;0.64546359;0.41420747;0.90194436;0.90186403
0.23498695;0.55701604;0.55146103;0.41333276;0.89712377;0.89707587
0.23498697;0.59101311;0.58750942;0.41299953;0.88466154;0.88421366
0.23498697;0.47872788;0.47587579;0.41229143;0.89355722;0.89306252
0.23498696;0.55773761;0.55461621;0.41095854;0.90457848;0.90401458
0.23498693;0.52987812;0.52681188;0.40950087;0.87487123;0.8743627
0.00000006;0.50648187;0.50328125;0;0.90175618;0.90108141
0.00000006;0.49077326;0.48659523;0.52310168;0.88062564;0.88008057
0.00000007;0.47911139;0.47236788;0.52216859;0.88319206;0.88293351
0.00000007;0.48770239;0.48151657;0.52133547;0.89808483;0.89872529
0;0.42350881;0.41774402;0.16690264;0.86826385;0.86902933
0;0.20436791;0.18946841;0.16690264;0.88330918;0.88399147
0;0.2316983;0.21658593;0.16690264;0.86868336;0.86945311
0;0.22084528;0.20557322;0.16690264;0.87935449;0.88006077
0;0.19061465;0.17587234;0.16690264;0.87642503;0.87698947
0;0.20111599;0.18633442;0.16690264;0.8780855;0.87863582
0;0.23023228;0.21405311;0.16690264;0.87829537;0.87853984
0;0.20416921;0.18771346;0.16690264;0.8782952;0.87818542
0;0;0;0.16690264;0.87840013;0.87779599
0;0.03201388;0.01220341;0.16686932;0.87875714;0.87798364
0;0;0;0;0.86946108;0.86776756
0.0001221;0;0;0.08346581;0.83964712;0.83777448
0.00024419;0.30712007;0.26958073;0.08284698;0.8477187;0.8496756
0.00024419;0.36514176;0.32218846;0.08268195;0.84799403;0.85020909
0.0002442;0;0.00766761;0.08268193;0.87226188;0.87391832
0.18041943;0.00901401;0.01547794;0.07163623;0.89257181;0.89402968
0.0002442;0;0.00520919;0.07163623;0.87166406;0.87267723
0.00024423;0.01753986;0.02134889;0.07139872;0.89075506;0.8918387
0.00040301;0;0;0.02065329;0.85494072;0.85802469
0.01459833;0.04256379;0.03817168;0.02034834;0.83307545;0.83637471
0.4055226;0.15017761;0.06486435;0.48433954;0.89232194;0.89806134
0.78900743;0.24853797;0.31419179;0.8660288;0.89178958;0.90409493
1;0;0;1;0.87717329;1
0.94399006;0;0;1;0.95326658;1
0.79865232;0.22014837;0.23482625;0.82527252;1;1
1;0.05867474;0.06128935;0.88189361;0.96828064;0.97504347
0.78285622;0.05741763;0.06109781;0.95879373;0.92890812;0.94054221
0.88708907;0.0431827;0.04773587;0.92944747;0.97909017;0.98198794
0.78465583;0.23913511;0.25512616;0.89003077;1;1
0.74812798;0.04649373;0.04654844;0.84215477;0.92837972;0.9352124
0.74812798;0.02847347;0.02639622;0.74943143;0.54914492;0.67171032
0.72578774;0.05424223;0.05468895;0.74368293;0.49189969;0.54493348
0.72578775;0.1965885;0.21069158;0.73527461;0.54340058;0.58101944
0.79629713;0.01678498;0.01728344;0.76697737;0.54738274;0.58905338
0.79629713;0.06082108;0.06512081;0.76697737;0.56504837;0.6003833
0.79629714;0.17675732;0.18969038;0.76697737;0.56967571;0.60175737
0.72578774;0.01808978;0.01811058;0.76697737;0.6441756;0.65303037
0.72578774;0.0387376;0.04036263;0.76697737;0.59681594;0.61905267
0.72578775;0.17440207;0.21511114;0.71554927;0.55229358;0.58514823
0.72578775;0.23518994;0.23640293;0.75812316;0.75751699;0.72970333
0.72578775;0.04570808;0.0326254;0.75788315;0.75536848;0.73300481
0.72578777;0.03313272;0.01920431;0.74126332;0.83893222;0.7900361
0.72578778;0.24220571;0.24306164;0.75788315;0.79570276;0.76012504
0.72578778;0.26741537;0.27058113;0.75788315;0.79406919;0.75913803
0.72578779;0.29774532;0.30596953;0.75788314;0.94062856;0.86548343
0.72591683;0.06446081;0.05504703;0.75788314;0.55989387;0.5957096
0.7869206;0.12025914;0.11593343;0.71554927;0.68890828;0.6869336
0.79034218;0.34637331;0.36056684;0.74983467;1;1
0.87945994;0.31148532;0.32746141;0.75840602;1;1
0.88329849;0.29576804;0.31400444;0.75840602;0.95957437;0.96792999
0.88329849;0.13442212;0.13822847;0.75840602;0.97395205;0.98056077
0.88329849;0.30218936;0.31912417;0.75840602;0.94240993;0.95430609
0.88330655;0.13641659;0.13971433;0.75840602;0.97672906;0.98287276
0.7869206;0.10761165;0.10800331;0.86945543;0.97164558;0.97797054
0.78708225;0.26266962;0.27363875;0.86945543;1;1
0.78708225;0.26366555;0.2746116;0.86945541;1;1
0.80382721;0.10503553;0.10003781;0.91256332;0.96470506;0.96908844
0.78708225;0.11342476;0.10856156;0.91233188;1;1
0.78708225;0.4018608;0.42006406;0.89730388;0.97853219;0.9817092
0.78708225;0.36783809;0.38307099;0.85912534;1;1
0.78708225;0.29710236;0.30961981;0.85893676;0.92417424;0.93649372
0.79030827;0.37200409;0.39060191;0.85873105;0.96749855;0.97265762
0.88708907;0.18241272;0.18650245;0.8584739;1;1
0.96773973;0.40506449;0.42917863;0.91220331;1;1
0.96773973;0.3228855;0.33979845;0.91220331;0.98000033;0.9816799
0.96773973;0.18047938;0.18477394;0.91220331;1;1
0.96773973;0.4061767;0.4296664;0.94697571;0.8623753;0.88144078
0.96773973;0.13487783;0.13537665;0.92983301;0.84806257;0.86858789
0.96773973;0.37024027;0.39049475;0.92983301;0.87470403;0.89162927
0.96773973;0.41268738;0.43668418;0.92594374;0.88996305;0.90304507
0.96773973;0.16445886;0.16811108;0.89461032;0.88552112;0.89946062
0.82554094;0.21580703;0.22356077;0.84411951;0.90323463;0.91382982
0.83063361;0.15236668;0.15319623;0.81556512;0.89380785;0.9058278
0.82554094;0.37206251;0.39016007;0.81539369;0.9280279;0.93514383
0.80772882;0.16151876;0.16070915;0.81534225;0.91181984;0.91906724
0.80772882;0.17938272;0.17995126;0.81534223;0.84347236;0.86030522
0.80772882;0.38468652;0.40237506;0.88428508;0.80587545;0.82720597
0.80772882;0.16414117;0.16588211;0.86063357;0.92784893;0.9324703
0.80772882;0.41067938;0.43059915;0.81800101;0.906988;0.9141832
0.80772882;0.1893094;0.19097754;0.81745405;0.94699607;0.94936024
0.80772882;0.18270109;0.18382087;0.81722261;0.81980384;0.83988796
0.80772882;0.142067;0.14159676;0.80983412;0.86424981;0.87814909
0.80772882;0.37322633;0.39254641;0.80983412;0.91462716;0.92208837
0.80772883;0.15505967;0.15605647;0.80983412;0.98974434;0.98676666
0.80772883;0.1595342;0.16171733;0.80983412;0.94743102;0.95044839
0.80772884;0.34870948;0.3671446;0.80983412;0.94599154;0.94877322
0.80772884;0.19329179;0.19874811;0.80983412;1;0.99648319
0.80772884;0.37911681;0.39833635;0.80126277;0.99432736;0.99019242
0.80772884;0.40223347;0.42392984;0.80126277;0.98154151;0.97896291
0.80772884;0.20813444;0.21300131;0.80126277;0.97972863;0.97771698
0.7869206;0.14053353;0.13819779;0.80126277;0.93601473;0.93998494
0.835311;0.37550296;0.39371771;0.80126277;0.98666817;0.98402323
0.835311;0.17687556;0.17810324;0.80126277;1;1
0.835311;0.4313292;0.45716865;0.80983412;1;1
0.835311;0.16937804;0.17273702;0.75840602;0.83252777;0.84881031
0.835311;0.18138644;0.18233377;0.75840602;0.76016321;0.78406297
0.835311;0.16507394;0.16483067;0.75840602;0.84203942;0.85645668
0.835311;0.3948118;0.41453238;0.75840602;0.75806681;0.7825229
0.72578776;0.39348912;0.41560547;0.74091704;0.89903303;0.90680367
0.72578776;0.39873027;0.42077779;0.80126277;0.96404802;0.96445078
0.68546241;0.39743694;0.4196509;0.80126272;0.89058869;0.89897053
0.68546241;0.17958151;0.18085015;0.80126266;0.86531431;0.87648323
0.72578774;0.40355169;0.42560106;0.67269253;0.89354035;0.9016857
0.72578774;0.16401356;0.16623067;0.67269253;0.83926707;0.85302859
0.68546241;0.20491042;0.20907896;0.79269139;0.90559599;0.91258199
0.68569631;0.42581201;0.45139848;0.79269133;0.83257225;0.84764365
0.68594633;0.40711172;0.43046493;0.79269127;0.930094;0.9344359
0.68613183;0.16509374;0.16841963;0.79269121;0.83108876;0.84588369
0.6861641;0.17202792;0.17577215;0.79269116;0.89754605;0.90488906
0.6861641;0.42112245;0.44863642;0.7926911;0.95376109;0.96015326
0.68616411;0.39905942;0.42462177;0.79269104;0.93615123;0.94448111
0.68616411;0.4023261;0.42470393;0.79269098;0.91853766;0.92827578
0.68616412;0.16416877;0.16117758;0.79269092;0.94051105;0.9478987
0.80272848;0.16975238;0.1706705;0.79269142;0.86215912;0.87789601
0.86103891;0.17976749;0.18148332;0.79269142;0.92782539;0.93653905
0.86103891;0.179098;0.18060666;0.79269142;0.93650479;0.94423936
0.68616412;0.39880651;0.42423315;0.79269142;0.94576816;0.95302354
0.68616412;0.18135257;0.18535461;0.79269141;0.9637496;0.96887333
0.68616413;0.41902164;0.44561361;0.7926057;0.88485565;0.89881934
0.68616414;0.17165151;0.1749058;0.79260566;0.89691615;0.90950493
0.68616415;0.17216474;0.17530213;0.79260571;0.86608887;0.88206867
0.68616417;0.41180788;0.43792877;0.79260565;0.87489848;0.88988303
0.7091133;0.34080084;0.35930303;0.79260562;0.91125317;0.92383705
0.70911332;0.18583886;0.19030647;0.79260561;0.91546822;0.9277361
0.70911333;0.23469846;0.24483198;0.79260562;0.89858653;0.9126024
0.70911334;0.55099998;0.5942301;0.84411862;0.86397811;0.88181642
0.70911335;0.45904857;0.49383725;0.84411858;0.69392748;0.72973475
0.70911335;0.28677822;0.30422832;0.84411866;0.88137044;0.89706305
0.70911336;0.52524017;0.56736929;0.70672078;0.86974745;0.88634414
0.70911337;0.27848873;0.2888468;0.70672078;0.86860266;0.88527445
0.70911337;0.54636775;0.58941236;0.70672078;0.86205854;0.8783801
0.70911337;0.5367037;0.5777585;0.70672078;0.86389499;0.87950467
0.70911338;0.39022459;0.41707581;0.70672078;0.86399149;0.87958173
0.70911338;0.59573122;0.6412565;0.70672078;0.83736292;0.85608767
0.70911339;0.35455425;0.37505547;0.70672078;0.86573079;0.88128745
0.72751125;0.33154749;0.34749563;0.70672078;0.87824522;0.89468255
0.72751126;0.61298628;0.6629575;0.70672078;0.87895601;0.89607188
0.72751127;0.62720105;0.67901976;0.70672078;0.87747298;0.89473453
0.72751127;0.3727502;0.39799751;0.70672078;0.87644762;0.89385091
0.72751127;0.55642777;0.60054313;0.70672078;0.87808382;0.89545284
0.72751128;0.69631355;0.75964063;0.70672078;0.87929347;0.89670664
0.72751128;0.52012717;0.56564546;0.70672078;0.88257225;0.89963353
0.72751128;0.39223482;0.42594248;0.70672078;0.88250727;0.89940157
0.72751129;0.43224383;0.46882928;0.70672078;0.88117763;0.89860872
0.72751129;0.31476299;0.33733029;0.70672078;0.8810246;0.89847122
0.7275113;0.31762731;0.34276218;0.70672078;0.74258669;0.77483435
0.7275113;0.60161192;0.66088243;0.70672078;0.88163675;0.89930485
0.72764841;0.47562201;0.52316318;0.70672078;0.87764724;0.89693286
0.72791457;0.69098057;0.7632623;0.83553958;0.86849744;0.88909088
0.96780813;0.7585635;0.84201382;0.88697626;0.8386471;0.86309783
0.96780813;0.34603018;0.38082719;0.86554789;0.80488033;0.83203022
0.96780813;0.48101383;0.53372533;0.86554789;0.85337448;0.87520242
0.96780813;0.49917459;0.5539894;0.86554789;0.85509789;0.87712141
0.96780813;0.96769752;1;0.86554789;0.84720852;0.87855664
0.96780813;0.54597677;0.55725313;0.86554789;0.84797371;0.87948761
0.98273673;0.69713842;0.71529082;0.86554789;0.84973364;0.8812255
0.98273673;0.60052631;0.6063451;0.86554789;0.84866238;0.87983454
0.98273673;0.87523813;0.87187449;0.86554789;0.8487389;0.87590552
0.98273673;0.59682534;0.58926531;0.86554789;0.82993056;0.85856276
0.98273673;0.58099243;0.57785671;0.86554789;0.84144391;0.8676458
0.98273555;0.61714919;0.61175071;0.88601241;0.84039839;0.86422268
0.98273437;0.62140728;0.61186868;0.88601241;0.83932713;0.86004647
0.98273437;0.83034126;0.82309611;0.86007907;0.83763451;0.85849762
0.98273437;0.89030945;0.88428872;0.88601241;0.7593983;0.7882702
0.98273437;0.61414283;0.60448996;0.88601241;0.76934575;0.79726827
0.98273437;0.59933751;0.59053876;0.88601241;0.76512475;0.79298306
0.98273437;0.90787922;0.90369337;0.88601241;0.82132752;0.84676484
0.98273284;0.59939563;0.59106195;0.86007907;0.75141657;0.78346456
0.96754334;0.92120438;0.91752662;0.85886453;0.76369313;0.79460566
0.95837495;0.74216507;0.73518853;0.82479466;0.72255358;0.75418167
0.45011099;0.47941653;0.46927488;0.7813815;0.77298527;0.79906308
0.02260756;0.76225876;0.75439102;0.57244447;0.769718;0.76265597
0.0226076;0.70797848;0.69869922;0.57244427;0.74356128;0.73044381
0.04271344;0.41665381;0.4053177;0.65489143;0.75604608;0.74396257
0.04663235;0.43576612;0.427392;0.65489122;0.75870246;0.74406043
0.04955707;0.85122867;0.84776612;0.65489099;0.76035757;0.74484024
0.04986069;0.48563357;0.48075;0.68310814;0.71727761;0.72103205
0.05015811;0.76076244;0.75710906;0.68310789;0.69479963;0.69899971
0.05015813;0.75367026;0.75019864;0.68124984;0.71356341;0.7177014
0.05036432;0.41675964;0.40935889;0.68124955;0.69603266;0.70014618
0.05036434;0.52613332;0.51627337;0.375;0.66719862;0.67061305
0.05036436;0.66027315;0.65276505;0.375;0.68349446;0.68595614
0.05057051;0.48733912;0.47998693;0.375;0.69011672;0.69304733
0.05057052;0.8622968;0.85625524;0.68124997;0.66413333;0.66790816
0.05077671;0.54971548;0.54154142;0.68124983;0.70370714;0.70741906
0.05428212;0.48777795;0.47876324;0.68124963;0.68843553;0.69246031
0.0568868;0.93490745;0.93441466;0.62499992;0.74844434;0.75354591
0.05718843;0.55346128;0.55839963;0.62499974;0.74958365;0.75447934
0.05734096;0.76425912;0.76408201;0.62499955;0.74593049;0.74940395
0.05734097;0.59497531;0.59579946;0.62437492;0.74842714;0.75190446
0.05743378;0.37733101;0.38208933;0.62343733;0.74850585;0.75224993
0.06232135;0.81519926;0.81509693;0.62343712;0.74618886;0.74979352
0.06232137;0.50810939;0.51148298;0.28125;0.73784172;0.74135642
0.06232138;0.20716135;0.21049214;0.28125;0.73707109;0.74058507
0.0623214;0.81458006;0.81419312;0.28125;0.73146528;0.73475832
0.06232142;0.40609379;0.40805059;0.28125;0.69925067;0.70266019
0.06232144;0.7199375;0.7149648;0.28125;0.55228778;0.54662974
0.65112115;0.49655208;0.49543369;0.62343678;0.52165566;0.51522729
0.65112115;0.84635781;0.84249297;0.62343676;0.53504017;0.52895859
0.06239911;0.49192323;0.48920582;0.3125;0.56195532;0.55264755
0.06239914;0.63342328;0.62829057;0.31249997;0.58930953;0.5802046
0.06239915;0.79442916;0.78745576;0.31249988;0.50296236;0.49154925
0.06239915;0.43645435;0.43353283;0.3124998;0.53556062;0.5249865
0.06239915;0.44568322;0.44253833;0.3124997;0.52828613;0.5219718
0.06239915;0.43639541;0.43302722;0.3124996;0.54296399;0.53421058
0.06239915;0.43281721;0.42955367;0.31249953;0.55424229;0.5457096
0.06239915;0.47500338;0.47329059;0.31249948;0.48178008;0.48168876
0.06239916;0.45206323;0.45152681;0.31249947;0.53838365;0.54042764
0.06239918;0.20218655;0.20183434;0.31249946;0.56139253;0.56379288
0.0623992;0.59953689;0.59589627;0.31249945;0.49983071;0.50120792
0.20950638;0.42796528;0.42801344;0.31249944;0.45933572;0.46021224
0.2095064;0.56572336;0.56187762;0.31249942;0.50723648;0.51114446
0.44384758;0.8239144;0.82009925;0.3125;0.47437696;0.47513123
0.44384758;0.47916392;0.48122505;0.3125;0.40729148;0.40426522
0.44384758;0.83974641;0.83736258;0.3125;0.44198831;0.43994349
0.44384758;0.83011962;0.82862205;0.3125;0.44760268;0.44606267
0.44384758;0.84944969;0.84637755;0.33333333;0.44282482;0.43978552
0.44384758;0.83349138;0.8308686;0.33333333;0.42315778;0.41973142
0.44384758;0.51126863;0.5116621;0.33845245;0.47780294;0.47509443
0.44384758;0.83220493;0.82967881;0.38623984;0.4927899;0.49031764
0.2095064;0.49224702;0.49299382;0.39999993;0.44277617;0.44001956
0.20950641;0.83239402;0.83120238;0.39999987;0;0
0.20950642;0.50115914;0.50227326;0.39999986;0.54723498;0.54995622
0.20950643;0.45164158;0.45228413;0.39999982;0.55344055;0.55581892
0.20950644;0.7320196;0.72892177;0.39999978;0.52809;0.53030261
0.20950645;0.5393853;0.54020471;0.39999971;0.5853482;0.58774672
0.20950646;0.7068622;0.70434747;0.39999968;0.58666256;0.58910482
0.20952211;0.44276181;0.44404946;0.39999965;0.58906489;0.59146564
0.20952212;0.68925676;0.68640854;0.39999959;0.589894;0.5922983
0.20952213;0.34183097;0.33904998;0.39999954;0.59910257;0.59966964
0.20952213;0.45172116;0.44906713;0.39999962;0.5928258;0.59337398
0.2095064;0.79930249;0.79298253;0.0544;0.5858363;0.58644267
0.2095064;0.42894663;0.42661484;0.0544;0.59253024;0.59353482
0.2095064;0.79015656;0.78407408;0.0544;0.54526353;0.5452118
0.2095064;0.79970505;0.79321661;0.0544;0.58524311;0.58542515
0.2095064;0.78988339;0.78394204;0.0544;0.58662904;0.58638635
0.2095064;0.79321137;0.78902997;0.0544;0.58777789;0.58664018
0.2095064;0.76921006;0.76516654;0.0544;0.58775812;0.58664725
0.2095064;0.68276891;0.67912621;0.0544;0.58775812;0.58664726
0.44384758;0.41409994;0.41318638;0.39999962;0.59936286;0.59683834
0.44384758;0.65428315;0.65212527;0.39999962;0.5990074;0.59725771
0.67825094;0.46540585;0.46659889;0.4;0.45411186;0.45088182
0.20950643;0.77958897;0.77677697;0.7991998;0.49197268;0.48921346
0.21106379;0.41047793;0.41238731;0.79919882;0.54488808;0.54051344
0.20961877;0.77134261;0.76863991;0.79919876;0.47106218;0.46696519
0.20961877;0.83662929;0.83304845;0.79919869;0.44028784;0.43741774
0.20961878;0.77628876;0.77371096;0.79919868;0.48348639;0.48068657
0.20974908;0.76648314;0.76392587;0.79919865;0.48063086;0.47784695
0.20987937;0.84451982;0.84045774;0.79919863;0.57134669;0.57003245
0.20995637;0.47951193;0.48047733;0.7991986;0.51436464;0.51251461
0.20995638;0.67875955;0.67647149;0.79919856;0.57235101;0.57055321
0.21011681;0.66888862;0.66623625;0.79919853;0.57892325;0.57712867
0.21011682;0.50008025;0.50070842;0.79919851;0.51022724;0.50799474
0.21027727;0.44015721;0.44131072;0.53468696;0.59307062;0.59046221
0.20965544;0.62814688;0.62457552;0.53468687;0.51170631;0.50775199
0.20898965;0.35369949;0.35542994;0.53468673;0.51026691;0.50635522
0.21796794;0.79414308;0.79094228;0.53468662;0.51439818;0.5113208
0.21788286;0.47181463;0.47373803;0.53468651;0.51217221;0.50911514
0.21788285;0.50246218;0.50399424;0.36548223;0.69472869;0.69165173
0.21788284;0.80433061;0.80229902;0.36548223;0.66867277;0.66615841
0.21788282;0.45733133;0.45865912;0.36548223;0.69211769;0.68957431
0.21788281;0.72677304;0.72363783;0.36548223;0.69081475;0.68769188
0.21788281;0.76025284;0.75612862;0.36548223;0.74834958;0.74604365
0.21788281;0.81561382;0.81124504;0.36548223;0.69299116;0.69154852
0.21788282;0.84367531;0.84158159;0.36548223;0.69374733;0.70128819
0.4476986;0.81167255;0.80895377;0.36548223;0.68070379;0.68820923
0.44769859;0.75324385;0.75275322;0.36548223;0.28326422;0.28417619
0.44769857;0.39330334;0.39414084;0.36548223;0.78337459;0.78095224
0.44769856;0.44136466;0.44175129;0.36548223;0.73109797;0.72717999
0.24238201;0.76902863;0.75604979;0.36548223;0.7388748;0.73323975
0;0.35497198;0.15726177;0;0.01941075;0.00339505
0.01861251;0.52701181;0.3287924;0.27345244;0.02016482;0
0;0.55242028;0.37411991;0.15279146;0;0
0;0.48483368;0.2951458;0.15258062;0.09936528;0.07399512
0;0.61067213;0.4279834;0.15258055;0.0703941;0.05237188
0;0.63799886;0.45623523;0.14270457;0;0
0.00000001;0.65179728;0.47152196;0.14270448;0.22463271;0.18138487
0.00000002;0.54367824;0.36551518;0.1427044;0.15194388;0.12336231
0.00150276;0.63844445;0.460278;0.14270461;0.07970071;0.06515788
0.00731398;0.67001359;0.4908655;0.08648855;0.11395477;0.09295141
0.00731401;0.658176;0.49294561;0.08648855;0.24388443;0.19784687
0.00731405;0.65729946;0.4920893;0.08648855;0.24431262;0.19823231
0.00733668;0.54664767;0.38122944;0.40001966;0.19229357;0.15652944
0.0414572;0.69877544;0.53437462;0.13295483;0.06950675;0.05752569
0.04175098;0.89498453;0.7339049;0.13295483;0.13423724;0.1129642
0.052576;0.75588131;0.59618016;0.50753296;0.30976666;0.25557612
0.05294887;0.69515471;0.53613519;0.5081092;0.17995225;0.16162555
0.05331045;0.64025339;0.49181368;0.50810905;0.16875657;0.15241109
0.05369462;1;1;0.50810921;0.01794166;0.03014387
0.05411268;0.66377145;0.61153155;0.50810905;0;0
0.05470014;0.82298557;0.79558449;0.50810888;0.16403938;0.13567809
0.12256828;0.76699008;0.72904661;0.50810869;0.07429986;0.06385355
0.27079417;0.87324414;0.85421975;0.5081085;0.2108481;0.1769037
0.27136877;0.83996313;0.81898282;0.78918966;0.11601376;0.10638421
0.27217217;1;1;0.78911938;0.28753671;0.24799847
0.27294065;0.75298396;0.72325279;0.78903503;0.17203382;0.15248552
0.47057043;1;1;0.75718852;0;0
0.47057043;0.55523927;0.51782863;0.75718849;0.14029148;0.11923164
0.47061926;0.54694153;0.50783454;0.7571744;0.04535255;0.03824387
0.47065787;0.81333248;0.79866508;0.75717426;0.01813149;0.01490773
0.48198076;0.55177042;0.51429389;0.75717409;0.09379213;0.07902745
0.49320675;0.8053605;0.78960066;0.75717349;0.19220659;0.16254927
0.49323719;0.7412342;0.71969694;0.75717273;0.00176175;0.00091409
0.49323719;0.56266278;0.52625619;0.75717199;0.14900775;0.12433406
0.63393223;0.60295828;0.56885842;0.70322866;0.15330025;0.12687426
0.63393223;0.60916748;0.57309927;0.58027886;0.03653291;0.02216759
0.32806188;0.61149914;0.57492081;0.5802784;0.20236325;0.16223202
0.32806188;0.82614659;0.80802365;0.58027756;0.00682899;0
0.32808869;0.8146025;0.79595318;0.58027694;0.15374797;0.12411334
0.32808869;0.77173095;0.75016222;0.58027658;0.10357255;0.08200574
0.32820426;0.79335678;0.77394699;0.58027588;0.09977234;0.07887035
