<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
31/12/14;14360,0000000;14373,0000000;14290,0000000;14291,0000000;2942,9100000;2944,6000000;2912,4300000;2917,2100000;7,4566000;7,4618000;7,4566000;7,4618000;28,9690000;29,0195000;28,8218000;28,9791000;22,6200000;22,6280000;22,4040000;22,4330000;379,8900000;380,6100000;379,4000000;379,5600000;0,0136310;0,0136770;0,0134890;0,0136340;7,3050000;7,3479000;7,3046000;7,3217000;313,8900000;314,0000000;313,6400000;313,6500000;1,5941000;1,6025200;1,5931000;1,5969000;8,7516000;8,7567000;8,7491000;8,7547000;73,0050000;73,4570000;73,0050000;73,0440000;1,5215000;1,5215000;1,5182000;1,5190000;0,7852000;0,7856000;0,7847500;0,7848000;1,0817500;1,0824500;1,0806000;1,0821500;1,1205000;1,1298600;1,1188000;1,1258800;9,3921000;9,4010000;9,3752000;9,3922900;1,5256000;1,5256000;1,5191300;1,5191700;9,4231000;9,4271900;9,4109000;9,4271500;1,4532000;1,4565500;1,4504200;1,4546500;117,6700000;118,7000000;117,6130000;118,6020000
01/01/15;14290,0000000;14296,0000000;14289,0000000;14289,0000000;2942,1100000;2943,6700000;2933,8100000;2934,3200000;7,4609000;7,4609000;7,4529000;7,4536000;28,9726000;29,0530000;28,9026000;28,9026000;22,4330000;22,5630000;22,4210000;22,4850000;379,5700000;381,2300000;379,4900000;380,6100000;0,0136450;0,0136450;0,0135610;0,0136380;7,3215000;7,3738000;7,3150000;7,3737000;313,9600000;314,3400000;313,5900000;313,9600000;1,6011600;1,6038900;1,5843000;1,5881800;8,7530000;8,7982000;8,7503000;8,7920000;73,0820000;74,5880000;73,0820000;74,1880000;1,5215000;1,5278000;1,5183000;1,5234000;0,7855000;0,7863000;0,7826000;0,7827600;1,0818200;1,0880400;1,0818200;1,0874700;1,1259700;1,1294900;1,1128900;1,1224000;9,3955000;9,3955000;9,3438000;9,3557000;1,5250900;1,5263100;1,5207800;1,5228500;9,4100000;9,4180000;9,3930000;9,4017900;1,4551400;1,4607100;1,4464400;1,4481400;118,5980000;119,1410000;117,3200000;117,5490000
02/01/15;14297,0000000;14327,0000000;14208,0000000;14298,0000000;2968,7000000;2970,8400000;2929,4000000;2929,9100000;7,4447000;7,4463000;7,4447000;7,4463000;28,8838000;29,0645000;28,8366000;28,9916000;22,4840000;22,4840000;22,4840000;22,4840000;380,6300000;380,6700000;375,2200000;375,3400000;0,0136310;0,0136310;0,0133550;0,0134270;7,3533000;7,3780000;7,3227000;7,3393000;314,2700000;314,4000000;311,9200000;312,4600000;1,5882900;1,5955600;1,5709000;1,5775300;8,7935000;8,8320000;8,7700000;8,7731000;74,1340000;74,3100000;72,2570000;72,6299000;1,5250000;1,5296000;1,5170000;1,5188000;0,7830000;0,7834400;0,7689700;0,7695000;1,0879600;1,0909200;1,0858000;1,0881600;1,1224600;1,1296300;1,1219000;1,1276100;9,3530000;9,3728800;9,3190000;9,3257200;1,5236000;1,5298900;1,5153200;1,5159600;9,4018000;9,4350000;9,3356000;9,3638900;1,4482400;1,4516800;1,4394700;1,4408800;117,5780000;118,6880000;117,2960000;117,7510000
03/01/15;14298,0000000;14301,0000000;14292,0000000;14293,0000000;2957,2000000;2957,9500000;2954,8800000;2955,0900000;7,4721000;7,4735000;7,4721000;7,4735000;28,9897000;29,0010000;28,7653000;28,8027000;22,4710000;22,4910000;22,4060000;22,4130000;375,3200000;375,4900000;371,2800000;371,9200000;0,0134370;0,0137610;0,0134050;0,0136970;7,3382000;7,4685000;7,3322000;7,4576000;312,8700000;314,9600000;312,2600000;314,3200000;1,5778300;1,5804200;1,5687000;1,5761600;8,7810000;8,8068000;8,7213000;8,7220000;72,6940000;74,0556000;71,5990000;71,7759000;1,5190000;1,5239000;1,5081000;1,5093000;0,7699000;0,7744400;0,7653500;0,7670000;1,0882000;1,0904100;1,0790000;1,0816200;1,1275000;1,1281000;1,1273100;1,1279000;9,3233000;9,3439700;9,2927000;9,3070800;1,5167000;1,5189800;1,5051600;1,5081400;9,3641000;9,3932300;9,3316000;9,3444000;1,4409100;1,4523100;1,4376000;1,4504500;117,7440000;118,6080000;117,4170000;117,9010000
05/01/15;14218,0000000;14352,0000000;14187,0000000;14347,0000000;2949,1800000;2950,7500000;2946,8400000;2949,8600000;7,4753000;7,4753000;7,4740000;7,4745000;28,8023000;28,9255000;28,7877000;28,8412000;22,4100000;22,4530000;22,3810000;22,3900000;372,1100000;372,1100000;371,9900000;371,9900000;0,0137040;0,0138730;0,0135660;0,0138660;7,4733000;7,4806000;7,4718000;7,4790000;314,4800000;315,3900000;313,4000000;314,0200000;1,5750300;1,5819100;1,5620000;1,5688000;8,7237000;8,7942000;8,7183000;8,7631000;71,6670000;73,5780000;70,3650000;73,1260000;1,5090000;1,5157000;1,5075000;1,5114000;0,7671600;0,7717200;0,7653000;0,7679500;1,0818500;1,0851100;1,0797400;1,0820000;1,1281000;1,1338000;1,1279000;1,1329000;9,3061500;9,3521000;9,2973000;9,3323600;1,5085700;1,5109900;1,5027000;1,5056100;9,3461000;9,3798100;9,3285000;9,3523000;1,4499700;1,4572000;1,4450000;1,4514600;117,9000000;120,9520000;117,8520000;120,7810000
06/01/15;14338,0000000;14602,0000000;14335,0000000;14530,0000000;2946,6900000;2970,6000000;2946,6900000;2970,5700000;7,3265000;7,3313000;7,3265000;7,3291000;28,8404000;28,8404000;28,8404000;28,8404000;22,3910000;22,5100000;22,3860000;22,4730000;371,8900000;371,9600000;371,8000000;371,9600000;0,0139010;0,0141590;0,0135470;0,0136230;7,4780000;7,4858000;7,4309000;7,4548000;314,2400000;314,7500000;312,9600000;313,7100000;1,5677000;1,5866300;1,5411000;1,5593400;8,7629000;8,8581000;8,7610000;8,8251000;73,2240000;74,7450000;72,3585000;72,3585000;1,5109000;1,5265000;1,5070000;1,5220000;0,7678000;0,7707600;0,7621000;0,7652100;1,0824900;1,0921600;1,0820700;1,0908000;1,1331700;1,1382500;1,1300000;1,1313500;9,3332000;9,3400000;9,2718000;9,2780000;1,5054700;1,5092700;1,4925800;1,4945000;9,3589900;9,3762100;9,2497000;9,2497000;1,4532200;1,4579800;1,4246500;1,4452300;120,7690000;122,0010000;109,4820000;113,5050000
07/01/15;14530,0000000;14596,0000000;14373,0000000;14569,0000000;2980,1100000;2980,9400000;2979,3400000;2980,9400000;7,2878000;7,2905000;7,2878000;7,2899000;28,8237000;28,8528000;28,7838000;28,7934000;22,4750000;22,4770000;22,3330000;22,3400000;372,1100000;373,1200000;371,3200000;372,3700000;0,0136040;0,0137420;0,0133270;0,0137360;7,4531000;7,4756000;7,4485000;7,4623000;313,7100000;321,9700000;311,7200000;317,0700000;1,5590400;1,5595400;1,5590400;1,5595400;8,8319000;8,8645000;8,4651000;8,6182000;72,4760000;74,6210000;71,0760000;72,4230000;1,5215000;1,5273000;1,4888000;1,5024000;0,7656000;0,8314900;0,7597600;0,8125700;1,0911100;1,1012500;1,0620100;1,0796300;1,1312500;1,1350000;1,1239500;1,1242600;9,2868000;9,5912000;9,2428000;9,4031000;1,4940800;1,5140900;1,4800400;1,4859500;9,2811300;9,5747000;9,2403000;9,3572000;1,4449400;1,4449400;1,4421300;1,4426800;113,6100000;113,6500000;113,4960000;113,6500000
08/01/15;14568,0000000;16274,0000000;14504,0000000;16236,0000000;3012,1800000;3012,1800000;3010,2500000;3010,5700000;7,2996000;7,3025000;7,2996000;7,3025000;28,7895000;28,8213000;28,7299000;28,7414000;22,3380000;22,3490000;22,2120000;22,2600000;372,4200000;373,0900000;371,9700000;372,1900000;0,0137450;0,0140170;0,0132360;0,0137410;7,4621000;7,4935000;7,4542000;7,4836000;317,6000000;318,7600000;317,0200000;317,2600000;1,5551400;1,5590200;1,5489000;1,5537000;8,6257000;8,6285000;8,6257000;8,6269000;72,2730000;72,5320000;72,2730000;72,5320000;1,5021000;1,5039000;1,5006000;1,5019000;0,8128000;0,8129000;0,8126000;0,8129000;1,0810400;1,0810400;1,0810400;1,0810400;1,1242400;1,1337700;1,1235000;1,1295800;9,3976000;9,3976000;9,3976000;9,3976000;1,4864500;1,4869500;1,4804000;1,4806900;9,3668000;9,3697900;9,3668000;9,3697900;1,4368700;1,4386000;1,4307200;1,4356800;113,0000000;113,0000000;111,6500000;111,7350000
09/01/15;16235,0000000;16307,0000000;16214,0000000;16307,0000000;3016,3800000;3016,8600000;3014,5500000;3016,4600000;7,2297000;7,2346000;7,2293000;7,2346000;28,7424000;29,1306000;28,7362000;29,0829000;22,2710000;22,2710000;22,2640000;22,2640000;372,1500000;372,2200000;369,7900000;369,8600000;0,0137840;0,0137840;0,0137350;0,0137350;7,4842000;7,4968000;7,4151000;7,4220000;317,4100000;317,4800000;316,3200000;317,2100000;1,5556400;1,5764000;1,5484000;1,5756300;8,5857000;8,5895000;8,5330000;8,5380000;72,4730000;72,4730000;71,7890000;71,7960000;1,4925000;1,4934000;1,4857000;1,4905000;0,8179000;0,8200000;0,8152800;0,8193500;1,0768900;1,0768900;1,0727100;1,0728500;1,1294800;1,1421300;1,1293900;1,1384000;9,4053000;9,4300000;9,3878000;9,4200000;1,4827000;1,4864400;1,4807200;1,4839200;9,4113200;9,4206000;9,3828000;9,3974000;1,4350500;1,4451200;1,4290000;1,4409600;111,7400000;113,2550000;111,3620000;112,4070000
10/01/15;16307,0000000;16307,0000000;16298,0000000;16303,0000000;3038,7100000;3044,4100000;3037,6400000;3040,8300000;7,2657000;7,2679000;7,2657000;7,2667000;29,0848000;29,0880000;28,9680000;28,9769000;22,2580000;22,2620000;22,2520000;22,2620000;369,8200000;376,5600000;368,6600000;375,7900000;0,0138110;0,0138770;0,0138110;0,0138760;7,4208000;7,4290000;7,3779000;7,3823000;317,2600000;318,7200000;316,4800000;317,9100000;1,5754000;1,5775100;1,5582000;1,5693700;8,5406000;8,5966000;8,5103000;8,5548000;72,8860000;74,0780000;71,4370000;72,2294000;1,4925000;1,5039000;1,4897000;1,5007000;0,8197000;0,8379700;0,8179000;0,8331800;1,0725800;1,0805600;1,0710000;1,0786000;1,1384800;1,1428000;1,0910800;1,1111800;9,3966000;9,4574800;9,3580000;9,4267000;1,4840600;1,5047100;1,4823100;1,5033900;9,3972900;9,4726200;9,3474500;9,4482400;1,4407900;1,4484600;1,4340000;1,4409700;112,4160000;113,8580000;111,9000000;113,6720000
11/01/15;16309,0000000;16323,0000000;16309,0000000;16320,0000000;3017,3100000;3023,7600000;3010,9600000;3013,0900000;7,3009000;7,3014000;7,3007000;7,3007000;28,9750000;28,9885000;28,8120000;28,9136000;22,2710000;22,3320000;22,2540000;22,2870000;375,8100000;376,3700000;375,4300000;375,8400000;0,0136680;0,0139200;0,0134470;0,0137870;7,3791000;7,3791000;7,3791000;7,3791000;318,3400000;318,4800000;315,9700000;316,4300000;1,5691900;1,5730100;1,5508000;1,5636300;8,5490000;8,6213000;8,5439000;8,5828000;72,4230000;73,0110000;70,7746000;70,8670000;1,5023000;1,5025000;1,4957000;1,4959000;0,8330600;0,8344200;0,8255500;0,8290100;1,0785500;1,0873700;1,0768300;1,0862600;1,1115900;1,1116800;1,1114800;1,1114800;9,4269000;9,4573300;9,3870000;9,4085300;1,5037000;1,5048600;1,4922500;1,4975600;9,4491000;9,4510000;9,3573000;9,3735000;1,4408800;1,4471700;1,4360000;1,4382700;113,6800000;114,5000000;112,9300000;114,4120000
12/01/15;16320,0000000;16964,0000000;16273,0000000;16950,0000000;3016,1600000;3017,0600000;3005,1900000;3005,1900000;7,2893000;7,2911000;7,2893000;7,2905000;28,9283000;28,9283000;28,9190000;28,9190000;22,2900000;22,3890000;22,2770000;22,3320000;376,0000000;376,0200000;375,9600000;375,9600000;0,0137550;0,0140610;0,0136440;0,0140610;7,3950000;7,4410000;7,3716000;7,4305000;316,4300000;317,6100000;315,6500000;316,9200000;1,5636700;1,5710300;1,5452000;1,5558300;8,5848000;8,6358000;8,5729000;8,6312000;71,0680000;71,4390000;70,5050000;70,7380000;1,4971000;1,5001000;1,4900000;1,4992000;0,8291600;0,8321000;0,8203500;0,8285200;1,0862600;1,0899100;1,0830000;1,0898800;1,1056600;1,1056600;1,0997600;1,1002100;9,4076000;9,4464300;9,3945000;9,4011000;1,4971600;1,5006100;1,4890400;1,4925800;9,3761800;9,3976000;9,2977000;9,3332300;1,4383600;1,4445100;1,4321700;1,4348600;114,3630000;114,7990000;113,3110000;114,5660000
13/01/15;16949,0000000;16984,0000000;16861,0000000;16883,0000000;3029,4600000;3029,4600000;3008,0500000;3008,2700000;7,2009000;7,2009000;7,1981000;7,1981000;28,9113000;28,9164000;28,9036000;28,9164000;22,3300000;22,3340000;22,1400000;22,1440000;375,7400000;375,7400000;375,5500000;375,5500000;0,0140190;0,0141040;0,0139530;0,0140350;7,4324000;7,4400000;7,3738000;7,3879000;316,7800000;317,1800000;314,5700000;315,3200000;1,5556000;1,5600200;1,5433000;1,5486500;8,6314000;8,6544000;8,5537000;8,6164000;70,8370000;73,4790000;70,3590000;70,8040000;1,4993000;1,5032000;1,4877000;1,4958000;0,8284100;0,8382600;0,8239000;0,8341900;1,0898700;1,0899100;1,0796200;1,0838700;1,1011900;1,1083600;1,0969900;1,1023800;9,4046000;9,4403800;9,3802000;9,3830900;1,4925900;1,5042200;1,4833500;1,4902000;9,3343000;9,3486000;9,2700000;9,2777500;1,4349800;1,4418100;1,4328400;1,4372400;114,5460000;114,8000000;113,6500000;114,1140000
14/01/15;16882,0000000;17751,0000000;16877,0000000;16909,0000000;3009,3700000;3015,9100000;3009,2500000;3011,2900000;7,1264000;7,1274000;7,1253000;7,1274000;28,9279000;29,0066000;28,9054000;28,9485000;22,1420000;22,1640000;22,0730000;22,1010000;375,7800000;377,6500000;374,9900000;377,3400000;0,0140640;0,0141600;0,0135570;0,0140710;7,3904000;7,4252000;7,3609000;7,4083000;315,4700000;317,3100000;314,8500000;316,4500000;1,5525500;1,5525500;1,5474000;1,5525500;8,6175000;8,6645000;8,5880000;8,6335000;70,8090000;71,5080000;69,3180000;70,5909000;1,4958000;1,5010000;1,4880000;1,4965000;0,8342500;0,8405800;0,8312000;0,8387100;1,0839000;1,0858400;1,0814900;1,0836800;1,1022800;1,1111600;1,1007800;1,1063500;9,3826600;9,4212000;9,3745000;9,4011000;1,4894900;1,4923700;1,4836900;1,4843600;9,2880400;9,3214100;9,2652000;9,2966000;1,4376400;1,4394500;1,4339400;1,4339400;114,2000000;114,2050000;114,1040000;114,1800000
15/01/15;16908,0000000;17522,0000000;16756,0000000;17442,0000000;3017,0300000;3021,0500000;3016,3100000;3020,7000000;7,1354000;7,1413000;7,1354000;7,1410000;28,9525000;28,9543000;28,6904000;28,7071000;22,1020000;22,3780000;22,0910000;22,3460000;377,3900000;377,4300000;374,6500000;374,8000000;0,0140700;0,0143780;0,0139330;0,0140230;7,4078000;7,4220000;7,3309000;7,3937000;316,7200000;316,7200000;315,9300000;316,6100000;1,5528000;1,5541900;1,5466000;1,5490000;8,6417000;8,6417000;8,6337000;8,6394000;70,6080000;71,0540000;70,6080000;71,0540000;1,4983000;1,4983000;1,4956000;1,4961000;0,8390000;0,8392000;0,8389700;0,8391000;1,0836200;1,0840500;1,0825800;1,0836200;1,1063500;1,1130800;1,1047000;1,1122300;9,3897000;9,4007000;9,3677000;9,3677000;1,4848600;1,4852900;1,4807900;1,4810300;9,2998000;9,2998000;9,2610000;9,2930800;1,4363900;1,4381900;1,4332700;1,4368600;114,2140000;114,2500000;113,8790000;114,2100000
16/01/15;17441,0000000;17482,0000000;17198,0000000;17316,0000000;3019,2000000;3020,7700000;2950,9400000;2951,1500000;7,1472000;7,1483000;7,1450000;7,1451000;28,7042000;28,7095000;28,4358000;28,4408000;22,3560000;22,3570000;22,3530000;22,3530000;374,8500000;375,4200000;374,2100000;374,7200000;0,0141100;0,0141100;0,0140210;0,0140210;7,3986000;7,4366000;7,3922000;7,4318000;316,8700000;317,0700000;316,3400000;316,7500000;1,5532300;1,5541900;1,5347000;1,5422300;8,6389000;8,6407000;8,6199000;8,6296000;71,0070000;71,0480000;70,9910000;71,0480000;1,4968000;1,4989000;1,4934000;1,4961000;0,8400000;0,8406000;0,8391000;0,8405000;1,0836200;1,0842900;1,0827700;1,0829400;1,1123100;1,1154600;1,1023100;1,1106400;9,3828000;9,3952000;9,3828000;9,3928000;1,4920800;1,4948400;1,4914000;1,4937100;9,2678000;9,2980000;9,2678000;9,2708100;1,4375900;1,4385700;1,4288200;1,4324600;114,2400000;114,5070000;113,9100000;114,3460000
17/01/15;17321,0000000;17326,0000000;17304,0000000;17322,0000000;2944,9100000;2953,0000000;2923,2900000;2924,5500000;7,1569000;7,1595000;7,1563000;7,1563000;28,4379000;28,4656000;28,3489000;28,3682000;22,3400000;22,3400000;22,3290000;22,3290000;374,7600000;375,8100000;373,0600000;373,6800000;0,0140330;0,0140340;0,0140220;0,0140220;7,4295000;7,4295000;7,4295000;7,4295000;316,7000000;317,0900000;316,0800000;316,6100000;1,5422300;1,5555800;1,5371000;1,5475700;8,6363000;8,6574000;8,6070000;8,6505000;71,0090000;72,8870000;70,6820000;71,2190000;1,4980000;1,5017000;1,4920000;1,4998000;0,8404000;0,8404000;0,8352000;0,8386200;1,0827900;1,0853000;1,0810000;1,0824600;1,1107000;1,1169900;1,1070000;1,1136500;9,3908000;9,4122200;9,3820000;9,3828500;1,4937800;1,4942600;1,4758800;1,4789600;9,2702300;9,2957700;9,2377000;9,2419400;1,4324500;1,4466200;1,4310000;1,4376400;114,3810000;114,4200000;112,3640000;112,6460000
18/01/15;17301,0000000;17304,0000000;17291,0000000;17300,0000000;2953,6100000;2953,8800000;2934,6100000;2934,9900000;7,1098000;7,1127000;7,1098000;7,1112000;28,3697000;28,3819000;28,1548000;28,1854000;22,3430000;22,3910000;22,1760000;22,2330000;373,8100000;375,5300000;372,8700000;373,5700000;0,0140300;0,0140840;0,0136680;0,0139750;7,4578000;7,4882000;7,4258000;7,4414000;316,6300000;317,2600000;315,5900000;316,5500000;1,5476900;1,5600800;1,5427000;1,5560000;8,6509000;8,6768000;8,5814000;8,5917000;71,2660000;72,3420000;70,5900000;71,2290000;1,4998000;1,5066000;1,4926000;1,4968000;0,8390300;0,8547800;0,8383000;0,8503800;1,0825300;1,0849500;1,0800000;1,0817700;1,1133300;1,1135000;1,1133300;1,1135000;9,3829600;9,4562100;9,3770000;9,4358000;1,4788500;1,4938900;1,4751500;1,4838600;9,2416600;9,3391700;9,2330000;9,3027000;1,4372200;1,4455600;1,4334000;1,4385400;112,6460000;112,7200000;110,7950000;112,4410000
19/01/15;17291,0000000;17395,0000000;17158,0000000;17166,0000000;2955,5000000;2956,5100000;2949,5400000;2951,0400000;7,0832000;7,0840000;7,0779000;7,0779000;28,1979000;28,1991000;28,1943000;28,1943000;22,2360000;22,2390000;22,0410000;22,0500000;373,5300000;373,5300000;373,5300000;373,5300000;0,0139800;0,0141140;0,0137710;0,0139740;7,4411000;7,4646000;7,3915000;7,4179000;316,6100000;316,9800000;315,7700000;315,9200000;1,5555100;1,5585600;1,5252000;1,5296600;8,5925000;8,6201000;8,5569000;8,6103000;71,1460000;71,7300000;71,0150000;71,3070000;1,4968000;1,5005000;1,4916000;1,4986000;0,8504700;0,8627000;0,8493000;0,8584800;1,0819500;1,0840500;1,0789300;1,0820600;1,1140000;1,1140000;1,1113200;1,1129000;9,4350000;9,4980000;9,4122300;9,4623600;1,4839200;1,4903500;1,4737700;1,4752800;9,3094800;9,4034100;9,2965000;9,3512900;1,4384700;1,4397900;1,4280000;1,4381400;112,4420000;112,5210000;111,1800000;111,4490000
20/01/15;17166,0000000;17167,0000000;17068,0000000;17135,0000000;2950,0000000;2962,8000000;2918,0200000;2919,5100000;7,0668000;7,0687000;7,0663000;7,0680000;28,1779000;28,1779000;28,1639000;28,1639000;22,0520000;22,3520000;22,0430000;22,3280000;373,2100000;374,5800000;373,1200000;374,4600000;0,0140030;0,0140050;0,0138940;0,0139660;7,4072000;7,4530000;7,3969000;7,4281000;316,1900000;316,6600000;314,1900000;315,0400000;1,5298700;1,5337700;1,5072000;1,5116300;8,6117000;8,6169000;8,5728000;8,5800000;71,4560000;71,6860000;70,5130000;71,3600000;1,4981000;1,4990000;1,4890000;1,4927000;0,8585000;0,8613600;0,8488700;0,8566000;1,0821600;1,0837000;1,0800000;1,0823600;1,1129800;1,1163000;1,1096000;1,1153300;9,4606700;9,5011800;9,4500000;9,4816800;1,4753100;1,4832900;1,4695800;1,4785400;9,3572600;9,4257800;9,3433000;9,3948000;1,4380600;1,4467400;1,4337000;1,4411900;111,4470000;111,8610000;110,8280000;111,0230000
21/01/15;17132,0000000;17295,0000000;17132,0000000;17283,0000000;2935,4300000;2941,6200000;2933,5500000;2940,3100000;7,1241000;7,1260000;7,1205000;7,1260000;28,1813000;28,3196000;28,1218000;28,2968000;22,3310000;22,4360000;22,3220000;22,3890000;374,3400000;375,7100000;374,1400000;374,3400000;0,0139420;0,0141120;0,0138970;0,0139590;7,4259000;7,5031000;7,4259000;7,4877000;315,1700000;315,7400000;313,0900000;313,9600000;1,5105000;1,5124300;1,5079000;1,5124300;8,5828000;8,6258000;8,5340000;8,5699000;71,3670000;72,3541000;70,0234000;70,4550000;1,4932000;1,4967000;1,4830000;1,4859000;0,8565000;0,8586000;0,8501800;0,8527000;1,0820500;1,0874200;1,0819500;1,0861700;1,1152600;1,1186500;1,1060400;1,1074600;9,4901000;9,5167300;9,4558000;9,4809000;1,4788000;1,4810500;1,4583900;1,4593700;9,4088000;9,4423000;9,3685000;9,4137000;1,4416900;1,4416900;1,4362500;1,4367500;111,1100000;111,1400000;111,0460000;111,1000000
22/01/15;17286,0000000;20062,0000000;16926,0000000;16931,0000000;2953,9700000;2953,9700000;2944,3800000;2944,9800000;7,1419000;7,1450000;7,1403000;7,1450000;28,3003000;28,3035000;28,0978000;28,1093000;22,3960000;22,4060000;22,2120000;22,2130000;374,3300000;377,1900000;373,7800000;377,1100000;0,0139600;0,0141620;0,0139200;0,0141180;7,4845000;7,5108000;7,2096000;7,3479000;313,8900000;314,0600000;313,3400000;313,5400000;1,5092000;1,5145200;1,5080000;1,5109000;8,5737000;8,5757000;8,5698000;8,5739000;70,3570000;70,5580000;70,0170000;70,5430000;1,4865000;1,4869000;1,4832000;1,4832000;0,8533000;0,8536000;0,8527000;0,8533000;1,0861900;1,0864300;1,0857000;1,0864300;1,1075700;1,1111600;1,1028300;1,1099900;9,4801000;9,4810000;9,4801000;9,4810000;1,4596800;1,4599700;1,4526700;1,4529100;9,4182400;9,4274800;9,4157000;9,4176200;1,4414500;1,4415600;1,4391100;1,4406700;110,9760000;111,2400000;110,9310000;111,1320000
23/01/15;16935,0000000;16951,0000000;16674,0000000;16730,0000000;2968,4100000;2968,9700000;2940,9100000;2941,0700000;7,0787000;7,0797000;7,0763000;7,0797000;28,1126000;28,1558000;28,0508000;28,0890000;22,2110000;22,2110000;22,2110000;22,2110000;376,9000000;377,8000000;375,6600000;375,8000000;0,0141610;0,0141610;0,0141200;0,0141230;7,3514000;7,3537000;7,3514000;7,3537000;314,1000000;314,1800000;313,6900000;314,0800000;1,5136000;1,5323100;1,5081000;1,5310800;8,5676000;8,5735000;8,5632000;8,5669000;70,5510000;70,6110000;70,5510000;70,6080000;1,4855000;1,4876000;1,4841000;1,4852000;0,8529000;0,8537500;0,8522000;0,8533000;1,0860000;1,0860000;1,0844000;1,0846700;1,1101200;1,1107200;1,1050000;1,1061100;9,4817000;9,4842000;9,4722000;9,4803000;1,4586200;1,4601500;1,4570900;1,4591500;9,4087000;9,4222100;9,3953000;9,4014000;1,4412000;1,4536700;1,4387000;1,4502200;111,1900000;113,7790000;111,0300000;113,6480000
24/01/15;16741,0000000;16775,0000000;16718,0000000;16721,0000000;2941,4500000;2949,1900000;2940,5200000;2948,9000000;7,1077000;7,1087000;7,1063000;7,1069000;28,0922000;28,2832000;28,0810000;28,2239000;22,1920000;22,2730000;22,1860000;22,2660000;375,7400000;383,7400000;375,5100000;383,6200000;0,0141120;0,0141170;0,0141100;0,0141100;7,3130000;7,3130000;7,2784000;7,2791000;313,9500000;314,2600000;312,3900000;313,3300000;1,5311900;1,5335900;1,5083000;1,5144600;8,5715000;8,5912000;8,5438000;8,5766000;70,6080000;71,2830000;70,5370000;70,9930000;1,4863000;1,4948000;1,4840000;1,4933000;0,8533000;0,8580000;0,8483000;0,8509000;1,0846700;1,0874200;1,0840000;1,0865000;1,1061200;1,1120500;1,1000800;1,1049300;9,4815000;9,4906300;9,4625000;9,4797000;1,4600000;1,4696300;1,4578500;1,4679300;9,4024000;9,4295300;9,3652000;9,4018000;1,4501200;1,4529000;1,4380000;1,4423700;113,6420000;116,4250000;113,2490000;115,7530000
26/01/15;16647,0000000;17037,0000000;16569,0000000;16996,0000000;2929,9100000;2929,9100000;2926,7900000;2928,3900000;7,1435000;7,1455000;7,1413000;7,1425000;28,2331000;28,2465000;28,0733000;28,0749000;22,2590000;22,3120000;22,0730000;22,0860000;383,1700000;383,5500000;383,0900000;383,4600000;0,0141100;0,0141130;0,0139980;0,0140380;7,3068000;7,3528000;7,2791000;7,3268000;313,3400000;314,2900000;312,4400000;313,4500000;1,5142100;1,5277200;1,5096000;1,5238800;8,5782000;8,6313000;8,5721000;8,5794000;71,0060000;71,1880000;70,3170000;70,4409000;1,4931000;1,4995000;1,4876000;1,4881000;0,8507000;0,8523900;0,8333800;0,8348300;1,0863600;1,0945000;1,0857500;1,0935600;1,1051500;1,1052600;1,1049000;1,1049000;9,4774700;9,4883300;9,4228000;9,4436700;1,4678400;1,4686000;1,4476300;1,4505900;9,4010500;9,4062300;9,3069000;9,3218000;1,4419900;1,4504100;1,4360000;1,4390400;115,7590000;116,2290000;114,8780000;115,8520000
