<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
10/09/13;11975,0000000;12013,0000000;11967,0000000;12009,0000000;2987,8600000;3004,4300000;2987,8600000;3003,0600000;6,5609000;6,5901000;6,5609000;6,5868000;18,6503000;18,6898000;18,5424000;18,5663000;19,9780000;20,1070000;19,4040000;19,4100000;207,5900000;210,6100000;207,0400000;209,8600000;0,0190300;0,0190300;0,0183800;0,0186200;7,1231000;7,1231000;7,1210000;7,1225000;300,5100000;301,7500000;297,3600000;297,8800000;1,3992500;1,4015800;1,3890000;1,3988300;8,3211000;8,3550000;8,2600000;8,3190000;56,2055000;57,7700000;55,1720000;56,9140000;1,4474000;1,4549000;1,4400000;1,4502000;0,7203000;0,7211000;0,7167000;0,7189600;1,0262900;1,0274900;1,0230000;1,0248200;1,0804300;1,0805100;1,0802800;1,0805100;9,3590000;9,3590000;9,3363000;9,3454700;1,3966600;1,4017100;1,3878600;1,3906800;8,4589900;8,4729000;8,4181000;8,4591000;1,3182000;1,3201200;1,3105000;1,3123300;128,4400000;128,9680000;128,1700000;128,6000000
11/09/13;12009,0000000;12043,0000000;11992,0000000;12036,0000000;3003,0600000;3007,0800000;3003,0600000;3007,0800000;6,5868000;6,5868000;6,5868000;6,5868000;18,5657000;18,6739000;18,5605000;18,5987000;19,4150000;19,7780000;19,0960000;19,6480000;209,8800000;210,0000000;208,2100000;208,4600000;0,0186100;0,0186900;0,0175500;0,0177200;7,1206000;7,1414000;7,0739000;7,0803000;297,8100000;298,9700000;296,7300000;298,5100000;1,3988300;1,4291500;1,3967000;1,4244500;8,3199000;8,3703000;8,2968000;8,3104000;57,2550000;57,8270000;56,2880000;57,3101000;1,4502000;1,4528000;1,4400000;1,4452000;0,7191100;0,7206200;0,7120000;0,7132000;1,0248000;1,0427200;1,0234800;1,0417600;1,0830000;1,0830000;1,0809900;1,0817800;9,3503000;9,3800000;9,3085000;9,3174000;1,3905300;1,3934500;1,3695000;1,3788800;8,4601000;8,4983500;8,4028500;8,4753700;1,3121100;1,3185300;1,3070000;1,3142800;128,5880000;129,6770000;127,8480000;129,3580000
12/09/13;12037,0000000;12046,0000000;11986,0000000;12012,0000000;3007,0800000;3007,0800000;3007,0800000;3007,0800000;6,5191000;6,5221000;6,5189000;6,5189000;18,5980000;18,5987000;18,2647000;18,3353000;19,6610000;19,7010000;19,6340000;19,6370000;208,3000000;209,6000000;207,8700000;208,8300000;0,0177100;0,0177200;0,0177100;0,0177200;7,0919000;7,1538000;7,0338000;7,1375000;298,6700000;302,0200000;297,6400000;300,1300000;1,4247900;1,4394400;1,4230300;1,4279000;8,3119000;8,4048000;8,2641000;8,3871000;57,6070000;58,0420000;55,1990000;55,2500000;1,4452000;1,4564000;1,4362000;1,4514000;0,7132000;0,7198200;0,7113000;0,7187000;1,0418100;1,0418900;1,0310000;1,0331000;1,0818500;1,0821200;1,0711500;1,0737400;9,3174000;9,3583000;9,2998000;9,3359000;1,3788200;1,3904800;1,3779700;1,3876000;8,4726900;8,5367500;8,4560000;8,4781100;1,3143700;1,3249100;1,3103100;1,3234800;129,3630000;130,1140000;128,7900000;129,3050000
13/09/13;12010,0000000;12015,0000000;11962,0000000;12001,0000000;3010,5700000;3010,8900000;3009,4300000;3009,4300000;6,5189000;6,5189000;6,5189000;6,5189000;18,3339000;18,3767000;18,1516000;18,2764000;19,5500000;20,0260000;19,4590000;19,9770000;208,9000000;209,1500000;207,9500000;208,3700000;0,0175900;0,0175900;0,0175000;0,0175000;7,1409000;7,1411000;7,0895000;7,1316000;300,2900000;302,4200000;299,3900000;299,9100000;1,4275800;1,4302200;1,4265000;1,4265000;8,3878000;8,4473000;8,3570000;8,4247000;56,0080000;56,3100000;54,4750000;54,9840000;1,4518000;1,4564000;1,4410000;1,4468000;0,7186000;0,7212200;0,7144200;0,7153600;1,0327900;1,0380600;1,0314800;1,0372300;1,0736500;1,0781300;1,0658000;1,0735100;9,3360000;9,3576300;9,3027000;9,3182000;1,3881300;1,3881300;1,3838100;1,3839200;8,4800400;8,4960000;8,4333000;8,4473000;1,3236600;1,3242700;1,3203400;1,3204800;129,2500000;129,3820000;129,2500000;129,3700000
14/09/13;11991,0000000;11992,0000000;11991,0000000;11992,0000000;3023,3700000;3035,1600000;3023,3700000;3028,6400000;6,4848000;6,4848000;6,4821000;6,4842000;18,2807000;18,2866000;18,2630000;18,2822000;19,9790000;20,1570000;19,9010000;19,9480000;208,2700000;208,2700000;207,8400000;208,0300000;0,0176900;0,0180700;0,0172700;0,0174100;7,1288000;7,1592000;7,1037000;7,1038000;299,9100000;303,7100000;299,4900000;302,9200000;1,4271700;1,4302100;1,4240000;1,4284000;8,4254000;8,4263000;8,4234000;8,4234000;54,9680000;55,7850000;54,1530000;55,2800000;1,4480000;1,4480000;1,4459000;1,4459000;0,7153600;0,7159400;0,7153600;0,7157000;1,0369100;1,0376300;1,0366800;1,0372500;1,0735100;1,0800900;1,0706000;1,0724000;9,3230000;9,3250200;9,2214000;9,2402000;1,3792500;1,3831100;1,3787900;1,3816200;8,4503000;8,4727000;8,4496000;8,4506900;1,3258800;1,3258800;1,3230000;1,3238100;129,3200000;129,3800000;128,9790000;129,1250000
16/09/13;12056,0000000;12061,0000000;12014,0000000;12019,0000000;3028,3000000;3038,4100000;3028,0900000;3037,0400000;6,4842000;6,5060000;6,4842000;6,5051000;18,2605000;18,2629000;18,2491000;18,2586000;19,9500000;20,2470000;19,8450000;20,1030000;208,4000000;209,5800000;208,3700000;209,1600000;0,0174100;0,0175400;0,0172400;0,0173600;7,1042000;7,1359000;7,0601000;7,1156000;303,0900000;303,0900000;301,8100000;302,7900000;1,4297500;1,4312300;1,4200000;1,4238800;8,4125000;8,4221000;8,4105000;8,4172000;55,2580000;55,2580000;55,2290000;55,2290000;1,4464000;1,4469000;1,4444000;1,4448000;0,7157000;0,7161000;0,7154000;0,7156500;1,0369000;1,0370400;1,0356000;1,0368200;1,0723400;1,0845800;1,0665000;1,0822100;9,2396000;9,3457000;9,2238000;9,3249000;1,3817500;1,3941600;1,3767000;1,3898800;8,4440000;8,4501000;8,4440000;8,4450000;1,3239500;1,3252600;1,3120000;1,3159700;129,1800000;129,9830000;128,9900000;129,6390000
17/09/13;12017,0000000;12059,0000000;12008,0000000;12047,0000000;3034,3900000;3034,3900000;3025,1700000;3025,8500000;6,5051000;6,5055000;6,5046000;6,5047000;18,2497000;18,3985000;18,2487000;18,3560000;20,0880000;20,3040000;20,0470000;20,2320000;209,1500000;212,1200000;208,9300000;211,8600000;0,0173100;0,0178300;0,0172000;0,0178100;7,1162000;7,1188000;7,1134000;7,1188000;303,2700000;303,3700000;302,7500000;302,8400000;1,4239700;1,4275800;1,4160000;1,4215300;8,4200000;8,4674000;8,3830000;8,4382000;55,5460000;55,5460000;54,7489000;55,3753000;1,4467000;1,4498000;1,4410000;1,4458000;0,7158000;0,7171400;0,7139700;0,7146500;1,0369100;1,0414900;1,0338700;1,0397900;1,0821900;1,0900200;1,0782000;1,0868500;9,3251000;9,3251000;9,3251000;9,3251000;1,3900000;1,3962200;1,3799000;1,3918800;8,4475000;8,4729400;8,3799000;8,4085000;1,3160600;1,3224800;1,3140900;1,3208300;129,5940000;130,6810000;129,3300000;130,4940000
18/09/13;12050,0000000;12196,0000000;12034,0000000;12194,0000000;3025,8500000;3025,8500000;3025,8500000;3025,8500000;6,5047000;6,5047000;6,4790000;6,4799000;18,3560000;18,3571000;18,2511000;18,2667000;20,2390000;20,2950000;20,2030000;20,2630000;211,8100000;211,9500000;210,3800000;210,3800000;0,0178000;0,0182400;0,0177900;0,0181300;7,1272000;7,1365000;7,1272000;7,1304000;303,0600000;303,8800000;299,0900000;299,8700000;1,4228500;1,4489800;1,4177000;1,4474800;8,4406000;8,5177000;8,4156000;8,5093000;55,3727000;56,7330000;54,2080000;56,7330000;1,4459000;1,4489000;1,4410000;1,4459000;0,7144200;0,7171600;0,7130000;0,7157400;1,0397400;1,0497700;1,0375600;1,0491000;1,0868500;1,0873400;1,0868500;1,0869500;9,3305000;9,3473000;9,3279000;9,3385000;1,3918300;1,3931700;1,3773000;1,3822800;8,4090000;8,4266600;8,3754000;8,3850000;1,3211500;1,3389400;1,3180000;1,3373500;130,5120000;132,8970000;130,2300000;132,4120000
19/09/13;12199,0000000;12232,0000000;12185,0000000;12203,0000000;3029,8900000;3029,8900000;3028,8200000;3028,8200000;6,4799000;6,4956000;6,4799000;6,4940000;18,2641000;18,4174000;18,2633000;18,2929000;20,2540000;20,2540000;20,2110000;20,2310000;210,5100000;212,2600000;208,9500000;211,8800000;0,0181400;0,0183000;0,0178000;0,0180400;7,1249000;7,1266000;7,0549000;7,0872000;299,8700000;301,8300000;299,5300000;300,4800000;1,4472900;1,4773000;1,4441000;1,4731700;8,5131000;8,6708000;8,4930000;8,6231000;56,7540000;57,2720000;55,5830000;56,2210000;1,4468000;1,4727000;1,4432000;1,4678000;0,7155000;0,7224600;0,7135000;0,7205900;1,0495000;1,0508100;1,0424200;1,0448000;1,0860000;1,0868100;1,0855700;1,0863000;9,3173800;9,3500600;9,2810000;9,3352000;1,3823300;1,3950200;1,3788000;1,3911700;8,3906400;8,4150700;8,3408100;8,3665200;1,3370100;1,3619700;1,3322000;1,3549100;132,4190000;134,5200000;131,2800000;133,9400000
20/09/13;12208,0000000;12225,0000000;12193,0000000;12208,0000000;3028,8200000;3031,8600000;3028,8200000;3030,8700000;6,4940000;6,4940000;6,4940000;6,4940000;18,2963000;18,3588000;17,9080000;17,9132000;20,2660000;20,3470000;20,2630000;20,2950000;211,9700000;211,9700000;209,2500000;209,4200000;0,0180400;0,0180500;0,0180400;0,0180500;7,0874000;7,1110000;7,0684000;7,0945000;300,7700000;303,1800000;300,3800000;302,1300000;1,4731700;1,4899000;1,4693000;1,4854500;8,6245000;8,7309000;8,5790000;8,6965000;56,5440000;57,3520000;55,6760000;56,4470000;1,4688000;1,4911000;1,4661000;1,4852000;0,7206000;0,7335100;0,7186000;0,7309300;1,0453900;1,0523800;1,0420000;1,0463000;1,0862400;1,0926600;1,0818000;1,0889800;9,3369000;9,3558200;9,2747000;9,2997000;1,3909300;1,3977100;1,3851000;1,3891200;8,3738800;8,4660500;8,3496000;8,4495000;1,3546900;1,3703900;1,3522000;1,3613700;133,9710000;135,2880000;133,8700000;134,4870000
23/09/13;12217,0000000;12220,0000000;12185,0000000;12203,0000000;3030,8700000;3039,4400000;3030,8700000;3037,8000000;6,5291000;6,5305000;6,5286000;6,5305000;17,9180000;17,9349000;17,6515000;17,7102000;20,2950000;20,7600000;20,2730000;20,7350000;209,3600000;209,4400000;209,2500000;209,2500000;0,0181500;0,0182400;0,0175700;0,0175700;7,0939000;7,1235000;7,0428000;7,1107000;301,9500000;304,2700000;301,5700000;303,4600000;1,4849500;1,4850800;1,4809000;1,4809000;8,6989000;8,7497000;8,6603000;8,6774000;56,6340000;58,1331000;55,8780000;57,6160000;1,4852000;1,4969000;1,4810000;1,4871000;0,7309900;0,7419800;0,7297000;0,7387100;1,0462900;1,0503900;1,0437500;1,0439600;1,0889300;1,0991100;1,0859000;1,0980200;9,2998000;9,3693100;9,2786000;9,3614000;1,3896200;1,3900500;1,3830800;1,3834000;8,4521700;8,5372000;8,4392900;8,5092400;1,3615900;1,3616100;1,3579300;1,3579900;134,5700000;134,6100000;134,5340000;134,5900000
24/09/13;12201,0000000;12202,0000000;12168,0000000;12168,0000000;3037,8000000;3037,8000000;3037,8000000;3037,8000000;6,5305000;6,5305000;6,5201000;6,5202000;17,7220000;17,7582000;17,6977000;17,7006000;20,7310000;20,7960000;20,6440000;20,6650000;208,9400000;210,0000000;208,9100000;209,6700000;0,0175700;0,0177900;0,0174400;0,0176400;7,1124000;7,1311000;7,0005000;7,0069000;303,3500000;304,6200000;302,7100000;303,3200000;1,4843300;1,4870200;1,4809000;1,4859300;8,6828000;8,6828000;8,6769000;8,6817000;57,9910000;58,4600000;57,4000000;58,0610000;1,4890000;1,4900000;1,4873000;1,4874000;0,7399000;0,7399000;0,7392000;0,7398000;1,0438900;1,0442000;1,0437600;1,0437600;1,0979900;1,1187900;1,0957000;1,1127500;9,3612000;9,3940900;9,3258000;9,3414600;1,3894400;1,3894400;1,3867000;1,3879800;8,5101900;8,5150000;8,5100000;8,5100000;1,3608700;1,3612200;1,3576000;1,3600000;134,5900000;134,6700000;134,3600000;134,5510000
25/09/13;12167,0000000;12252,0000000;12160,0000000;12237,0000000;3010,7800000;3014,0400000;3010,1000000;3012,3900000;6,5202000;6,5202000;6,5202000;6,5202000;17,6224000;17,8524000;17,5404000;17,8095000;20,6780000;20,8550000;20,5250000;20,8180000;209,6200000;209,9400000;208,8500000;209,2900000;0,0176300;0,0177500;0,0174200;0,0175800;7,0076000;7,0463000;6,9561000;7,0048000;303,5300000;303,5800000;303,0700000;303,2400000;1,4863000;1,4903500;1,4740000;1,4785700;8,6803000;8,6842000;8,6614000;8,6740000;57,9350000;57,9990000;57,9350000;57,9990000;1,4907000;1,4907000;1,4844000;1,4861000;0,7397000;0,7397000;0,7379300;0,7384400;1,0484000;1,0484000;1,0434300;1,0451200;1,1127600;1,1266200;1,1069000;1,1223600;9,3372000;9,3956500;9,3329000;9,3780000;1,3881600;1,3918200;1,3812800;1,3856100;8,5154000;8,5201800;8,5025000;8,5110000;1,3604500;1,3638900;1,3461000;1,3479900;134,6000000;134,7260000;133,6700000;133,8230000
26/09/13;12240,0000000;12254,0000000;12209,0000000;12232,0000000;3012,3900000;3012,3900000;3012,3900000;3012,3900000;6,5017000;6,5017000;6,4994000;6,4994000;17,8109000;18,1525000;17,7635000;18,0880000;20,8270000;21,1010000;20,6080000;20,9670000;209,2600000;209,5400000;208,8200000;209,0700000;0,0176000;0,0176700;0,0171600;0,0172100;7,0057000;7,0057000;7,0057000;7,0057000;303,2200000;303,5500000;302,6200000;303,3400000;1,4779700;1,4876800;1,4700000;1,4794400;8,6757000;8,7022000;8,6203000;8,6404000;57,6110000;57,9740000;57,6110000;57,7537000;1,4881000;1,4931000;1,4790000;1,4838000;0,7389000;0,7397500;0,7350000;0,7368700;1,0453600;1,0480000;1,0400000;1,0409000;1,1223000;1,1290000;1,1173800;1,1198000;9,3783000;9,3783000;9,3551000;9,3551000;1,3856600;1,3872300;1,3671000;1,3682400;8,5135000;8,5260300;8,4417000;8,4621800;1,3476300;1,3520000;1,3396000;1,3497500;133,9000000;134,4930000;133,0800000;134,0380000
27/09/13;12233,0000000;12318,0000000;12224,0000000;12280,0000000;3014,5300000;3014,5300000;3013,8100000;3013,8100000;6,4994000;6,4994000;6,4971000;6,4990000;18,0897000;18,1001000;17,9114000;17,9329000;20,9620000;20,9700000;20,9510000;20,9510000;209,0500000;211,6400000;209,0500000;211,5200000;0,0171900;0,0173500;0,0170700;0,0171700;6,9986000;6,9990000;6,9957000;6,9966000;303,3500000;303,8100000;302,2500000;302,9900000;1,4792700;1,5149400;1,4760000;1,5127400;8,6410000;8,6988000;8,5772000;8,6679000;57,9700000;58,4480000;56,5431000;57,8440000;1,4840000;1,4934000;1,4790000;1,4896000;0,7371000;0,7383100;0,7312000;0,7367300;1,0404400;1,0425400;1,0340000;1,0359400;1,1200000;1,1201600;1,1195800;1,1195800;9,3819000;9,3820000;9,3740000;9,3740000;1,3681200;1,3897600;1,3668000;1,3895600;8,4640200;8,4991000;8,4099000;8,4796000;1,3495100;1,3689200;1,3463000;1,3666900;134,0110000;135,6920000;133,9530000;135,4870000
28/09/13;12280,0000000;12281,0000000;12279,0000000;12281,0000000;2745,8100000;2745,9500000;2742,8000000;2744,3100000;6,4990000;6,4990000;6,4990000;6,4990000;17,9195000;18,0307000;17,8827000;17,9671000;20,9200000;21,0090000;20,9050000;20,9750000;211,4900000;211,9400000;211,1100000;211,3500000;0,0172100;0,0172100;0,0171900;0,0171900;7,0001000;7,0488000;6,9841000;7,0152000;303,2100000;304,2600000;300,6500000;303,3100000;1,5128500;1,5246700;1,5033300;1,5117500;8,6704000;8,8132000;8,6614000;8,7942000;58,3290000;58,3290000;56,1190000;56,5620000;1,4896000;1,5051000;1,4866000;1,5014000;0,7367600;0,7450000;0,7363400;0,7439500;1,0360800;1,0398200;1,0354100;1,0393000;1,1200000;1,1200000;1,1178000;1,1190100;9,3767000;9,3924700;9,3291000;9,3628000;1,3890800;1,4231900;1,3856700;1,4196700;8,4765900;8,4971000;8,3747000;8,4347000;1,3667000;1,3767200;1,3606200;1,3662700;135,5400000;135,9950000;134,1800000;134,8810000
30/09/13;12256,0000000;12319,0000000;12256,0000000;12292,0000000;2744,3100000;2744,3100000;2744,3100000;2744,3100000;6,4600000;6,4614000;6,4580000;6,4589000;17,9731000;18,2995000;17,9417000;18,2707000;20,9700000;21,0030000;20,9050000;20,9260000;211,2900000;211,3000000;210,9700000;210,9700000;0,0172300;0,0172500;0,0171900;0,0171900;7,0135000;7,0390000;6,9993000;7,0100000;303,2900000;306,1600000;303,0100000;305,3200000;1,5121200;1,5172100;1,4929500;1,4949500;8,7941000;8,8315000;8,7123000;8,7343000;56,5660000;57,9210000;55,8260000;57,2890000;1,5013000;1,5148000;1,4960000;1,5001000;0,7439400;0,7483200;0,7377000;0,7383300;1,0390600;1,0403100;1,0300000;1,0383200;1,1196600;1,1224600;1,1120000;1,1145100;9,3631000;9,3938300;9,3450000;9,3465400;1,4197400;1,4354900;1,4164000;1,4263400;8,4336900;8,4512700;8,3090000;8,3868000;1,3662300;1,3668900;1,3515200;1,3525200;134,7900000;135,3520000;134,0600000;134,1130000
01/10/13;12296,0000000;12314,0000000;12277,0000000;12288,0000000;2995,8200000;2997,6400000;2995,8200000;2997,5300000;6,4589000;6,4715000;6,4589000;6,4697000;18,2619000;18,2619000;18,2240000;18,2413000;20,9230000;20,9850000;20,9080000;20,9380000;211,6200000;211,6200000;211,5600000;211,6000000;0,0172000;0,0174000;0,0170600;0,0171700;7,0108000;7,0194000;6,9385000;6,9437000;305,3100000;307,5900000;302,8200000;303,2200000;1,4953700;1,4957000;1,4943900;1,4943900;8,7350000;8,7514000;8,6659000;8,6833000;57,2910000;57,8830000;56,3381000;56,5486000;1,5009000;1,5021000;1,4854000;1,4860000;0,7386600;0,7389000;0,7223000;0,7246900;1,0382900;1,0450600;1,0329300;1,0437700;1,1144900;1,1223100;1,1064000;1,1185100;9,3454000;9,3715500;9,2360000;9,2654000;1,4270900;1,4270900;1,4217500;1,4217500;8,3901300;8,4131000;8,3363000;8,3781000;1,3520400;1,3537300;1,3503700;1,3537300;134,1700000;134,2600000;134,1400000;134,2600000
02/10/13;12291,0000000;12392,0000000;12268,0000000;12380,0000000;2997,5300000;2997,5300000;2732,8100000;2732,8100000;6,4697000;6,4773000;6,4697000;6,4754000;18,2730000;18,3444000;18,2682000;18,3075000;20,9360000;21,1460000;20,9360000;21,1340000;211,5500000;211,7100000;209,4800000;209,6800000;0,0170900;0,0177200;0,0170900;0,0176300;6,9436000;6,9520000;6,8890000;6,9082000;302,9500000;304,4600000;301,8400000;302,4100000;1,4871600;1,4980400;1,4868800;1,4974000;8,6858000;8,6896000;8,6803000;8,6896000;56,4000000;57,5460000;55,9018000;57,2160000;1,4875000;1,4889000;1,4845000;1,4870000;0,7248000;0,7262300;0,7246400;0,7262200;1,0420100;1,0443400;1,0416000;1,0443100;1,1184700;1,1370100;1,1173000;1,1346500;9,2653000;9,3695900;9,2430000;9,3483700;1,4288800;1,4297200;1,4251500;1,4281000;8,3709000;8,3805900;8,3709000;8,3805900;1,3517000;1,3531800;1,3508100;1,3518000;134,1000000;134,1620000;133,8100000;133,9600000
03/10/13;12372,0000000;12416,0000000;12372,0000000;12396,0000000;3003,0800000;3003,5600000;3003,0800000;3003,1100000;6,4754000;6,4754000;6,4670000;6,4689000;18,3069000;18,6804000;18,2873000;18,6579000;21,1310000;21,1760000;21,0570000;21,0810000;210,0200000;211,5100000;209,5900000;211,2100000;0,0176200;0,0178300;0,0172100;0,0174000;6,9093000;6,9187000;6,7892000;6,7950000;302,2200000;302,2200000;301,8300000;302,0800000;1,4976600;1,5209100;1,4961200;1,5205600;8,6802000;8,6867000;8,6767000;8,6810000;57,1750000;57,1750000;57,1590000;57,1590000;1,4856000;1,4879000;1,4836000;1,4844000;0,7253000;0,7253000;0,7243000;0,7251000;1,0425800;1,0437800;1,0422700;1,0432000;1,1345600;1,1391700;1,1236000;1,1264100;9,3478000;9,3485000;9,3376000;9,3457000;1,4283000;1,4346400;1,4187500;1,4215600;8,3815600;8,3913800;8,3725000;8,3760400;1,3521700;1,3571300;1,3450000;1,3499700;134,0000000;134,2360000;133,4500000;133,9150000
04/10/13;12395,0000000;12405,0000000;12339,0000000;12349,0000000;3013,3500000;3013,3500000;3010,3600000;3010,3600000;6,4689000;6,5346000;6,4689000;6,5346000;18,6539000;19,1670000;18,5916000;19,0472000;21,0750000;21,0750000;21,0430000;21,0430000;211,3100000;211,3200000;209,8500000;211,1000000;0,0174000;0,0176700;0,0172300;0,0175900;6,7935000;6,7935000;6,7895000;6,7931000;302,6400000;302,6400000;302,0100000;302,3200000;1,5206000;1,5317400;1,5129000;1,5221900;8,6820000;8,6903000;8,6270000;8,6466000;57,1530000;57,1530000;56,9410000;56,9470000;1,4861000;1,4944000;1,4841000;1,4912000;0,7249000;0,7256800;0,7138000;0,7155900;1,0431000;1,0437000;1,0380000;1,0421000;1,1266000;1,1288700;1,1177000;1,1201500;9,3940000;9,4019000;9,3037000;9,3290000;1,4220700;1,4287000;1,4052000;1,4082900;8,3741000;8,4576000;8,3642000;8,4407000;1,3497600;1,3600900;1,3444000;1,3473200;133,9470000;135,2940000;133,7200000;134,3660000
