<DATEandTIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
0.5;0.488;0.501000;0.503;0.502999
0.5;0.512999;0.506;0.502000;0.506
0.5;0.506;0.515999;0.507999;0.514000
0.5;0.514000;0.503999;0.509;0.503999
0.5;0.503999;0.503;0.507000;0.504000
0.5;0.504000;0.505000;0.503999;0.506999
0.5;0.506999;0.515000;0.511000;0.515000
0.5;0.515000;0.5;0.494999;0.476399
0.5;0.482999;0.485999;0.494999;0.504600
0.5;0.498000;0.495000;0.484000;0.480999
0.5;0.480999;0.482999;0.494;0.498000
0.5;0.498000;0.511000;0.503;0.515000
0.5;0.515000;0.5;0.509999;0.494999
0.5;0.494999;0.498999;0.503;0.502000
0.5;0.502000;0.504000;0.505000;0.504999
0.5;0.504999;0.506;0.497999;0.506
0.5;0.506;0.504999;0.496000;0.502000
0.5;0.502000;0.506;0.521999;0.503999
0.5;0.503999;0.494;0.478999;0.484000
0.5;0.483000;0.503;0.497;0.517000
0.5;0.518000;0.511000;0.521000;0.510999
0.5;0.510999;0.527000;0.513000;0.527000
0.5;0.527000;0.497999;0.507999;0.480000
0.5;0.478999;0.481000;0.489000;0.494999
0.5;0.496000;0.494;0.495999;0.494999
0.5;0.494999;0.497999;0.504000;0.501000
0.5;0.501000;0.505000;0.504999;0.504999
0.5;0.504999;0.500999;0.498000;0.491
0.5;0.487000;0.490000;0.486999;0.5
0.5;0.503999;0.499000;0.501000;0.493000
0.5;0.493000;0.491999;0.494999;0.497999
0.5;0.497999;0.500999;0.497;0.503
0.5;0.503;0.502000;0.503;0.496000
0.5;0.496000;0.499000;0.494999;0.503
0.5;0.503;0.500999;0.506;0.503
0.5;0.503;0.502000;0.503;0.499000
0.5;0.499000;0.497;0.495000;0.494
0.5;0.494;0.494999;0.494999;0.497
0.5;0.495999;0.531999;0.5;0.5259
0.5;0.533999;0.499000;0.533000;0.503099
0.5;0.496000;0.497999;0.497;0.502000
0.5;0.502000;0.502000;0.503999;0.503999
0.5;0.503999;0.500999;0.554000;0.499000
0.5;0.499000;0.507000;0.448999;0.506999
0.5;0.506999;0.497999;0.503;0.499000
0.5;0.499000;0.503999;0.502000;0.503
0.5;0.503;0.504000;0.506;0.503999
0.5;0.503999;0.509999;0.507999;0.503999
0.5;0.503999;0.494;0.492000;0.496000
0.5;0.496000;0.5;0.498999;0.5
0.5;0.5;0.500999;0.508000;0.503
0.5;0.503;0.497;0.491999;0.494999
0.5;0.494;0.497;0.501000;0.491
0.5;0.491;0.489000;0.479999;0.494000
0.5;0.495000;0.493000;0.496000;0.5
0.5;0.5;0.500999;0.503999;0.5
0.5;0.5;0.503;0.494;0.495999
0.5;0.495999;0.506;0.518999;0.512
0.5;0.514000;0.501999;0.501000;0.492000
0.5;0.490000;0.502000;0.485999;0.510999
0.5;0.510999;0.515999;0.512;0.515000
0.5;0.515000;0.498000;0.517000;0.497999
0.5;0.499000;0.504999;0.507999;0.501000
0.5;0.498999;0.494;0.484000;0.500999
0.5;0.502000;0.503;0.508000;0.487000
0.5;0.487000;0.484999;0.482999;0.494
0.5;0.494;0.493000;0.494999;0.497999
0.5;0.498999;0.499000;0.499000;0.495000
0.5;0.501000;0.5;0.493000;0.495999
0.5;0.488999;0.493000;0.503;0.502000
0.5;0.502000;0.498999;0.493000;0.494
0.5;0.494;0.497;0.555299;0.503
0.5;0.503;0.5;0.442700;0.497
0.5;0.497;0.496000;0.491;0.494
0.5;0.494;0.494;0.491999;0.491
0.5;0.491;0.494;0.503;0.5
0.5;0.5;0.499000;0.554100;0.496000
0.5;0.496000;0.497999;0.439899;0.501999
0.5;0.437999;0.5;0.502000;0.5
0.5;0.564;0.499000;0.497999;0.496000
0.5;0.496000;0.494999;0.481000;0.485999
0.5;0.485999;0.499000;0.502000;0.511000
0.5;0.511000;0.518999;0.516999;0.517000
0.5;0.517000;0.502000;0.513000;0.506
0.5;0.506;0.509;0.509;0.504999
0.5;0.504999;0.506999;0.495999;0.511000
0.5;0.511000;0.500999;0.517000;0.436
0.5;0.491999;0.492000;0.554299;0.555
0.5;0.442;0.497999;0.429700;0.491
0.5;0.548000;0.494;0.5;0.499000
0.5;0.499000;0.496000;0.497;0.495999
0.5;0.497;0.498999;0.497999;0.5
0.5;0.498999;0.499000;0.488999;0.427
0.5;0.493000;0.491999;0.498000;0.563000
0.5;0.497;0.498000;0.5;0.502000
0.5;0.502000;0.5;0.503;0.495999
0.5;0.495999;0.495999;0.497;0.495000
0.5;0.495000;0.496000;0.497999;0.5
0.5;0.501999;0.500999;0.551699;0.5
0.5;0.498000;0.5;0.445300;0.501999
0.5;0.501999;0.506;0.5;0.499000
0.5;0.499000;0.494;0.556899;0.5
0.5;0.5;0.5;0.499400;0.5
0.5;0.5;0.499000;0.500599;0.496000
0.5;0.496000;0.502000;0.445100;0.503
0.5;0.503;0.497999;0.497;0.492999
0.5;0.492999;0.494;0.497999;0.5
0.5;0.5;0.499000;0.5565;0.499000
0.5;0.502000;0.500999;0.499499;0.499000
0.5;0.496000;0.498899;0.447000;0.501999
0.5;0.501999;0.517099;0.505000;0.516000
0.5;0.516000;0.505000;0.506999;0.501999
0.5;0.501999;0.509999;0.506;0.505000
0.5;0.520000;0.5075;0.505000;0.497
0.5;0.481999;0.479500;0.497;0.494
0.5;0.493000;0.496000;0.497;0.497999
0.5;0.498999;0.495999;0.495999;0.495000
0.5;0.495000;0.495000;0.495000;0.497
0.5;0.500999;0.500999;0.497;0.495999
0.5;0.491999;0.494199;0.503;0.497
0.5;0.497;0.497599;0.544999;0.501000
0.5;0.501000;0.5045;0.457000;0.500999
0.5;0.500999;0.500300;0.450000;0.423999
0.5;0.472000;0.4664;0.539999;0.521000
0.5;0.535600;0.535600;0.506999;0.509
0.5;0.501099;0.509599;0.504000;0.563200
0.5;0.505700;0.497199;0.558399;0.497199
0.5;0.511600;0.511600;0.439599;0.462600
0.5;0.451000;0.469299;0.502000;0.497999
0.5;0.497999;0.503300;0.501999;0.502000
0.5;0.502000;0.498899;0.501000;0.5
0.5;0.5;0.498799;0.497;0.497
0.5;0.541999;0.5227;0.498999;0.501999
0.5;0.457000;0.475300;0.497;0.496000
0.5;0.496000;0.487899;0.490000;0.491
0.5;0.494;0.502200;0.503;0.503999
0.5;0.500999;0.5;0.521000;0.5
0.5;0.541000;0.523600;0.481999;0.511000
0.5;0.469999;0.484899;0.527999;0.500999
0.5;0.5;0.509399;0.502000;0.509999
0.5;0.509999;0.511600;0.469000;0.484000
0.5;0.474000;0.474800;0.504999;0.501000
0.5;0.512;0.522300;0.504000;0.494999
0.5;0.494999;0.475699;0.481999;0.502000
0.5;0.502000;0.512500;0.503;0.514999
0.5;0.516999;0.553699;0.519999;0.498000
0.5;0.483000;0.489800;0.495000;0.490000
0.5;0.567;0.507899;0.501999;0.508999
0.5;0.444999;0.496600;0.523000;0.501000
0.5;0.501000;0.5;0.501999;0.563200
0.5;0.498999;0.502799;0.486000;0.424799
0.5;0.494000;0.488100;0.496000;0.503999
0.5;0.473999;0.507899;0.483999;0.505000
0.5;0.530000;0.497799;0.532000;0.509999
0.5;0.566899;0.504100;0.488;0.478000
0.5;0.421100;0.491100;0.5;0.508000
0.5;0.508000;0.503399;0.506999;0.500999
0.5;0.565999;0.500599;0.496000;0.499000
0.5;0.433;0.502900;0.493000;0.535999
0.5;0.5;0.4983;0.507999;0.466000
0.5;0.503999;0.499399;0.502000;0.498000
0.5;0.493000;0.500600;0.497;0.497999
0.5;0.569000;0.499399;0.497999;0.5
0.5;0.43;0.499500;0.501000;0.500999
0.5;0.499000;0.499699;0.5;0.502000
0.5;0.506;0.500300;0.503;0.499000
0.5;0.5;0.501100;0.5;0.502999
0.5;0.568999;0.501799;0.494999;0.493000
0.5;0.427;0.504200;0.497999;0.508000
0.5;0.509999;0.497799;0.487000;0.490000
0.5;0.488000;0.497099;0.499000;0.481999
0.5;0.488;0.496100;0.497;0.532999
0.5;0.590999;0.509;0.518000;0.488000
0.5;0.424000;0.496099;0.491;0.497999
0.5;0.500999;0.502199;0.501999;0.503999
0.5;0.503;0.4938;0.5;0.486000
0.5;0.487000;0.503400;0.5;0.504999
0.5;0.580999;0.503899;0.502000;0.499000
0.5;0.420000;0.496500;0.497;0.497999
0.5;0.497999;0.499399;0.5;0.5
0.5;0.498000;0.499400;0.491999;0.542000
0.5;0.488;0.505900;0.498000;0.463999
0.5;0.519999;0.5002;0.509999;0.505000
0.5;0.505000;0.504899;0.511000;0.5809
0.5;0.503999;0.497199;0.503999;0.496600
0.5;0.506999;0.502200;0.510999;0.436499
0.5;0.5687;0.502199;0.503;0.501000
0.5;0.491300;0.500600;0.501000;0.503999
0.5;0.448;0.498899;0.495999;0.5
0.5;0.5;0.500499;0.504000;0.496000
0.5;0.496000;0.494400;0.497999;0.497999
0.5;0.497999;0.500499;0.5;0.5
0.5;0.561999;0.499500;0.5;0.505000
0.5;0.443000;0.464099;0.502000;0.497
0.5;0.497;0.497;0.475999;0.478999
0.5;0.478999;0.502000;0.502000;0.500999
0.5;0.502000;0.476999;0.503;0.520000
0.5;0.518999;0.561;0.518999;0.501999
0.5;0.501999;0.462000;0.5;0.499000
0.5;0.499000;0.5;0.5;0.499000
0.5;0.499000;0.497999;0.495999;0.498999
0.5;0.498999;0.497;0.498000;0.498000
0.5;0.552000;0.531000;0.498999;0.495999
0.5;0.441999;0.468999;0.5;0.503
0.5;0.503;0.537100;0.501000;0.498000
0.5;0.498000;0.500300;0.5;0.501999
0.5;0.564299;0.503499;0.501999;0.504000
0.5;0.493700;0.500300;0.5;0.497
0.5;0.445;0.500500;0.501000;0.5
0.5;0.5;0.497799;0.5;0.5
0.5;0.5;0.5017;0.5;0.501999
0.5;0.501999;0.501100;0.500999;0.5
0.5;0.553000;0.498899;0.497999;0.499000
0.5;0.445999;0.499400;0.498000;0.497
0.5;0.497;0.499499;0.500999;0.503
0.5;0.503;0.501100;0.500999;0.5
0.5;0.5;0.4983;0.499000;0.497
0.5;0.550000;0.497199;0.499000;0.499000
0.5;0.445999;0.5;0.475000;0.475000
0.5;0.475000;0.500500;0.5;0.500999
0.5;0.501999;0.502299;0.501999;0.525999
0.5;0.524999;0.5;0.524999;0.5
0.5;0.5;0.5;0.5;0.5
0.5;0.5;0.495999;0.497;0.497
0.5;0.560100;0.500600;0.475000;0.501000
0.5;0.437899;0.5;0.524999;0.5
0.5;0.5;0.5017;0.5;0.498999
0.5;0.552;0.4983;0.475000;0.497
0.5;0.469000;0.496899;0.521999;0.501000
0.5;0.475999;0.496900;0.491000;0.490000
0.5;0.490000;0.492599;0.497999;0.522999
0.5;0.522999;0.501100;0.522999;0.5
0.5;0.551000;0.515599;0.487000;0.527999
0.5;0.476999;0.505400;0.530000;0.502000
0.5;0.502000;0.518500;0.514000;0.499000
0.5;0.499000;0.499499;0.497;0.497
0.5;0.497;0.5002;0.492999;0.494
0.5;0.555;0.502200;0.501000;0.503
0.5;0.442;0.495599;0.492999;0.497999
0.5;0.497999;0.495699;0.497;0.499000
0.5;0.499000;0.498600;0.510000;0.5
0.5;0.5;0.449100;0.5;0.5
0.5;0.5;0.555;0.463000;0.492999
0.5;0.492999;0.487099;0.510999;0.493000
0.5;0.493000;0.496299;0.500999;0.493000
0.5;0.493000;0.496400;0.5;0.497999
0.5;0.497999;0.4422;0.502000;0.5
0.5;0.555;0.561700;0.486000;0.491999
0.5;0.438000;0.500299;0.500999;0.511000
0.5;0.509999;0.499700;0.512999;0.557600
0.5;0.497;0.497999;0.5;0.439399
0.5;0.560000;0.500300;0.494999;0.5
0.5;0.492999;0.497199;0.502000;0.497
0.5;0.444000;0.498100;0.491999;0.496000
0.5;0.496000;0.499400;0.503;0.498999
0.5;0.497999;0.499699;0.495000;0.502000
0.5;0.497;0.492800;0.497;0.493000
0.5;0.552;0.503;0.502000;0.563200
0.5;0.448999;0.494899;0.497999;0.437799
0.5;0.499000;0.505100;0.503999;0.500999
0.5;0.561700;0.503399;0.5;0.499000
0.5;0.438299;0.497999;0.499000;0.500999
0.5;0.500999;0.500300;0.499000;0.5
0.5;0.501000;0.497399;0.500999;0.501000
0.5;0.5;0.502600;0.497999;0.494999
0.5;0.494;0.495999;0.499000;0.506999
0.5;0.503;0.501400;0.502000;0.494000
0.5;0.555;0.499499;0.498999;0.5
0.5;0.444000;0.500300;0.501000;0.562799
0.5;0.5;0.5002;0.5;0.440199
0.5;0.502999;0.5077;0.502999;0.512
0.5;0.512;0.505899;0.498000;0.491
0.5;0.491;0.4876;0.501999;0.498000
0.5;0.498000;0.497700;0.499000;0.497999
0.5;0.497999;0.4998;0.5;0.5
0.5;0.559699;0.499699;0.483000;0.484000
0.5;0.424300;0.485500;0.500999;0.502000
0.5;0.552;0.504199;0.503;0.507999
0.5;0.457999;0.505500;0.506;0.504000
0.5;0.509;0.502499;0.503;0.497999
0.5;0.493000;0.497700;0.494;0.494
0.5;0.494;0.497999;0.494999;0.494999
0.5;0.552;0.494;0.499000;0.5
0.5;0.442999;0.5017;0.500999;0.501000
0.5;0.501000;0.501100;0.501000;0.500999
0.5;0.501999;0.502000;0.501999;0.503999
0.5;0.503;0.498399;0.5;0.5593
0.5;0.544000;0.5;0.497;0.435700
0.5;0.451000;0.4968;0.499000;0.497999
0.5;0.561;0.499900;0.497;0.497999
0.5;0.434999;0.499499;0.497;0.497
0.5;0.497;0.494900;0.5;0.5
0.5;0.563000;0.500599;0.496000;0.502000
0.5;0.433;0.494700;0.498999;0.494999
0.5;0.502000;0.506999;0.504000;0.508000
0.5;0.506999;0.499600;0.506999;0.5
0.5;0.5;0.500599;0.494999;0.5
0.5;0.5;0.505800;0.502000;0.506
0.5;0.506;0.5;0.506999;0.499000
0.5;0.499000;0.497199;0.497;0.498999
0.5;0.498999;0.494999;0.488;0.490000
0.5;0.489000;0.5002;0.501000;0.5
0.5;0.500999;0.503700;0.501999;0.564799
0.5;0.506999;0.498400;0.495000;0.428200
0.5;0.492000;0.488900;0.495999;0.509999
0.5;0.503999;0.501899;0.504000;0.497
0.5;0.497;0.496299;0.489999;0.496000
0.5;0.496000;0.498100;0.503;0.495999
0.5;0.495999;0.4983;0.495000;0.495000
0.5;0.495000;0.489699;0.497;0.497999
0.5;0.497;0.4998;0.5;0.500999
0.5;0.501999;0.502299;0.5;0.498000
0.5;0.545999;0.504600;0.501999;0.510999
0.5;0.463000;0.503499;0.506;0.5
0.5;0.5;0.496000;0.498000;0.497
0.5;0.497;0.502899;0.497999;0.497
0.5;0.497;0.4925;0.496000;0.497
0.5;0.542999;0.502900;0.503;0.557900
0.5;0.455000;0.499099;0.501999;0.442099
0.5;0.498999;0.497500;0.490000;0.495000
0.5;0.496000;0.496899;0.5;0.498999
0.5;0.497999;0.496300;0.494;0.493000
0.5;0.560000;0.506299;0.497;0.502000
0.5;0.436999;0.493200;0.503;0.501999
0.5;0.5;0.501899;0.502000;0.505000
0.5;0.505000;0.5032;0.503;0.500999
0.5;0.500999;0.503100;0.504999;0.503
0.5;0.590000;0.531599;0.507000;0.499000
0.5;0.411999;0.470700;0.495999;0.505000
0.5;0.505000;0.500900;0.503;0.501999
0.5;0.501999;0.501199;0.508000;0.5
0.5;0.5;0.497700;0.488999;0.493000
0.5;0.545000;0.498599;0.504000;0.557099
0.5;0.448999;0.498600;0.492999;0.442900
0.5;0.499000;0.499699;0.498000;0.497
0.5;0.551200;0.497300;0.501999;0.5
0.5;0.445799;0.499600;0.498000;0.5
0.5;0.546999;0.501100;0.506999;0.502000
0.5;0.455000;0.501299;0.5;0.498999
0.5;0.498999;0.501000;0.494999;0.499000
0.5;0.499000;0.499299;0.495000;0.494
0.5;0.494;0.498400;0.497;0.503
0.5;0.551000;0.500699;0.509999;0.500999
0.5;0.452999;0.497700;0.5;0.501000
0.5;0.501000;0.500399;0.5;0.498999
0.5;0.498999;0.5;0.5;0.501000
0.5;0.501000;0.506;0.497999;0.504999
0.5;0.550999;0.497700;0.5;0.496000
0.5;0.450000;0.502000;0.505000;0.560900
0.5;0.503;0.496499;0.493000;0.438099
0.5;0.496000;0.5;0.504999;0.5
0.5;0.5;0.5;0.492000;0.5
0.5;0.547999;0.5;0.509;0.5
0.5;0.452000;0.498699;0.497999;0.497999
0.5;0.497999;0.497900;0.488;0.496000
0.5;0.496000;0.4998;0.502000;0.497999
0.5;0.497999;0.497199;0.467999;0.488
0.5;0.487000;0.486199;0.515000;0.497
0.5;0.497999;0.502200;0.501000;0.497
0.5;0.497;0.497500;0.501999;0.502000
0.5;0.502000;0.5062;0.492000;0.509
0.5;0.509;0.499199;0.509999;0.497
0.5;0.497;0.506;0.503999;0.507999
0.5;0.507999;0.502800;0.506;0.498000
0.5;0.498000;0.498000;0.497;0.5
0.5;0.5;0.500699;0.494;0.488999
0.5;0.5535;0.490700;0.495000;0.496000
0.5;0.4315;0.499499;0.484999;0.506
0.5;0.506;0.511099;0.518000;0.515000
0.5;0.515000;0.499400;0.507999;0.497999
0.5;0.497999;0.503700;0.503;0.508000
0.5;0.508000;0.501199;0.502000;0.503999
0.5;0.555999;0.502299;0.5;0.493000
0.5;0.442;0.497800;0.506;0.506999
0.5;0.506;0.497499;0.497;0.497
0.5;0.496000;0.499400;0.497;0.499000
0.5;0.5;0.492200;0.495999;0.494999
0.5;0.495999;0.554400;0.512;0.518000
0.5;0.517000;0.456099;0.515000;0.5
0.5;0.5;0.509099;0.502000;0.552199
0.5;0.509999;0.500700;0.509;0.456800
0.5;0.499000;0.517499;0.5;0.506
0.5;0.557000;0.502900;0.506;0.536000
0.5;0.484999;0.5045;0.503999;0.503
0.5;0.503;0.497899;0.497;0.494999
0.5;0.494999;0.4985;0.498000;0.496000
0.5;0.496000;0.4788;0.491;0.495999
0.5;0.495999;0.511000;0.497;0.502000
0.5;0.502000;0.500300;0.503;0.463999
0.5;0.502000;0.503799;0.504999;0.542000
0.5;0.504999;0.5105;0.505000;0.529600
0.5;0.503;0.500900;0.505000;0.477399
0.5;0.526000;0.500799;0.5;0.496000
0.5;0.494399;0.493099;0.494;0.496000
0.5;0.474600;0.5002;0.501999;0.503
0.5;0.503;0.4998;0.498000;0.497
0.5;0.497999;0.499600;0.501999;0.506999
0.5;0.536999;0.512999;0.5;0.497
0.5;0.466000;0.489400;0.535000;0.502000
0.5;0.500999;0.498899;0.500999;0.498999
0.5;0.5;0.497900;0.459000;0.495000
0.5;0.495000;0.494399;0.492999;0.497
0.5;0.515999;0.497399;0.502000;0.501999
0.5;0.482999;0.497799;0.499000;0.499000
0.5;0.499000;0.501100;0.501999;0.5
0.5;0.5;0.501800;0.498000;0.499000
0.5;0.499000;0.499699;0.538999;0.5
0.5;0.5;0.501600;0.501000;0.500999
0.5;0.500999;0.498399;0.497999;0.497999
0.5;0.497999;0.500100;0.462000;0.501000
0.5;0.501000;0.500899;0.504999;0.509999
0.5;0.509999;0.5075;0.501000;0.493000
0.5;0.520000;0.502100;0.495999;0.495999
0.5;0.468999;0.4848;0.491;0.491
0.5;0.491;0.496099;0.499000;0.501000
0.5;0.501000;0.500700;0.536000;0.498999
0.5;0.498999;0.506;0.500999;0.504000
0.5;0.527000;0.501399;0.462000;0.5
0.5;0.477000;0.496000;0.540999;0.498999
0.5;0.503;0.502899;0.460000;0.504000
0.5;0.498999;0.507100;0.502000;0.494
0.5;0.495000;0.487699;0.503;0.506
0.5;0.506;0.5062;0.503;0.497999
0.5;0.497999;0.500100;0.497;0.499000
0.5;0.499000;0.494199;0.495999;0.498999
0.5;0.498999;0.499699;0.502000;0.5
0.5;0.5;0.499100;0.536999;0.501000
0.5;0.501000;0.500299;0.502000;0.5
0.5;0.495999;0.499000;0.495999;0.497999
0.5;0.504000;0.5002;0.502000;0.500999
0.5;0.497999;0.502000;0.499000;0.499000
0.5;0.5;0.499099;0.498999;0.497999
0.5;0.497999;0.4983;0.5;0.501000
0.5;0.501000;0.4998;0.499000;0.497999
0.5;0.497999;0.499699;0.460999;0.500999
0.5;0.500999;0.501600;0.538000;0.499000
0.5;0.499000;0.496099;0.454000;0.494
0.5;0.494;0.494300;0.497999;0.498000
0.5;0.498000;0.498199;0.539000;0.501999
0.5;0.501999;0.499699;0.463000;0.498000
0.5;0.498000;0.498699;0.488999;0.494
0.5;0.494;0.486499;0.496000;0.497
0.5;0.497;0.496900;0.542999;0.497999
0.5;0.497999;0.5;0.457000;0.499000
0.5;0.499000;0.502899;0.495999;0.503
0.5;0.520999;0.5047;0.503;0.503
0.5;0.485000;0.494600;0.497;0.500999
0.5;0.500999;0.5077;0.505000;0.500999
0.5;0.5;0.498799;0.500999;0.493000
0.5;0.494;0.491199;0.495000;0.497999
0.5;0.497;0.503700;0.503999;0.460000
0.5;0.506;0.503300;0.506;0.547000
0.5;0.458999;0.504199;0.497999;0.506999
0.5;0.551000;0.508900;0.508000;0.503
0.5;0.502000;0.494799;0.5;0.494999
0.5;0.494999;0.501799;0.494999;0.495000
0.5;0.495000;0.486000;0.491;0.494
0.5;0.494;0.5045;0.506;0.506
0.5;0.488999;0.484200;0.484000;0.484999
0.5;0.502000;0.504300;0.497;0.497999
0.5;0.497999;0.494499;0.544000;0.500999
0.5;0.500999;0.500399;0.454000;0.496000
0.5;0.496000;0.495100;0.501999;0.500999
0.5;0.500999;0.506500;0.499000;0.499000
0.5;0.499000;0.506500;0.542999;0.5
0.5;0.5;0.490699;0.460000;0.500999
0.5;0.500999;0.499200;0.497999;0.498000
0.5;0.498000;0.496499;0.539999;0.5
0.5;0.5;0.501199;0.501000;0.5
0.5;0.525999;0.511400;0.454999;0.503
0.5;0.477000;0.486800;0.545000;0.497
0.5;0.497;0.4985;0.498999;0.5
0.5;0.5;0.500299;0.453000;0.500999
0.5;0.500999;0.504700;0.505000;0.503
0.5;0.520000;0.5047;0.480999;0.481000
0.5;0.463999;0.478999;0.506;0.467999
0.5;0.512999;0.511199;0.511000;0.551000
0.5;0.506;0.503100;0.502000;0.505000
0.5;0.505000;0.504899;0.503;0.498999
0.5;0.498999;0.504800;0.500999;0.501000
0.5;0.501000;0.492699;0.503;0.503999
0.5;0.503999;0.5002;0.523199;0.494
0.5;0.494;0.495100;0.478800;0.5
0.5;0.5;0.5;0.497999;0.5
0.5;0.512;0.506999;0.494;0.499000
0.5;0.487000;0.494399;0.503;0.503999
0.5;0.503999;0.506700;0.503999;0.5
0.5;0.5;0.4938;0.493000;0.503900
0.5;0.494999;0.5077;0.503999;0.495100
0.5;0.530000;0.513399;0.505000;0.5
0.5;0.475000;0.486200;0.5;0.5
0.5;0.497999;0.501799;0.539999;0.501999
0.5;0.503;0.504300;0.463000;0.504000
0.5;0.504000;0.517699;0.504999;0.529999
0.5;0.530999;0.520000;0.530000;0.520000
0.5;0.518999;0.5;0.472999;0.479999
0.5;0.479999;0.484999;0.5;0.5
0.5;0.5;0.502000;0.503;0.507000
0.5;0.507000;0.5;0.504000;0.497999
0.5;0.497999;0.506;0.497;0.505000
0.5;0.505000;0.506999;0.558700;0.488999
0.5;0.489999;0.491;0.499799;0.509999
0.5;0.509;0.499000;0.442500;0.496000
0.5;0.496000;0.495999;0.497999;0.497
0.5;0.497999;0.499000;0.497;0.500999
0.5;0.486499;0.500999;0.505000;0.502000
0.5;0.515500;0.505000;0.503;0.506
0.5;0.506;0.500999;0.502000;0.500999
0.5;0.502000;0.501000;0.555499;0.5
0.5;0.498999;0.501999;0.442500;0.499000
0.5;0.499000;0.498000;0.503999;0.502000
0.5;0.502000;0.5;0.5535;0.491999
0.5;0.491999;0.501999;0.4465;0.506999
0.5;0.506999;0.497;0.5535;0.497
0.5;0.526000;0.526000;0.497800;0.5
0.5;0.470999;0.475000;0.499400;0.5
0.5;0.5;0.497;0.446299;0.501000
0.5;0.501000;0.500999;0.5565;0.5
0.5;0.5;0.5;0.498900;0.497999
0.5;0.527000;0.526000;0.449599;0.503999
0.5;0.474999;0.474999;0.500999;0.498000
0.5;0.498000;0.501000;0.502000;0.491399
0.5;0.503;0.524000;0.497999;0.497700
0.5;0.497;0.474999;0.553900;0.509899
0.5;0.531999;0.530000;0.499599;0.5
0.5;0.466999;0.466999;0.500600;0.499000
0.5;0.499000;0.503;0.500099;0.503
0.5;0.503;0.5;0.5;0.499000
0.5;0.499000;0.499000;0.445799;0.498999
0.5;0.524999;0.524000;0.502000;0.504000
0.5;0.478000;0.479999;0.497999;0.5
0.5;0.5;0.498000;0.553400;0.5
0.5;0.5;0.500999;0.446599;0.5
0.5;0.5;0.500999;0.502000;0.5
0.5;0.5;0.530000;0.551400;0.497999
0.5;0.497999;0.469000;0.450600;0.500999
0.5;0.500999;0.5;0.553199;0.501000
0.5;0.501000;0.5;0.499700;0.498999
0.5;0.5;0.5;0.499699;0.498000
0.5;0.528999;0.527999;0.499299;0.500999
0.5;0.469000;0.471000;0.499700;0.499000
0.5;0.499000;0.501999;0.4985;0.503
0.5;0.503;0.499000;0.502800;0.491900
0.5;0.5;0.500999;0.451099;0.509099
0.5;0.533999;0.532000;0.500999;0.502000
0.5;0.469000;0.470999;0.550699;0.500999
0.5;0.500999;0.5;0.446300;0.499000
0.5;0.499000;0.5;0.5503;0.501999
0.5;0.501999;0.5;0.4467;0.5
0.5;0.5;0.529000;0.470000;0.488
0.5;0.488;0.460999;0.576899;0.501000
0.5;0.501000;0.499000;0.500500;0.5
0.5;0.5;0.5;0.499600;0.498999
0.5;0.498999;0.5;0.498599;0.498000
0.5;0.530000;0.528999;0.426400;0.500999
0.5;0.469000;0.475999;0.503999;0.506999
0.5;0.506999;0.501000;0.574800;0.5
0.5;0.5;0.498999;0.502000;0.499000
0.5;0.499000;0.5;0.397199;0.469000
0.5;0.469000;0.495000;0.503;0.5
0.5;0.5;0.475999;0.497999;0.502000
0.5;0.502000;0.5;0.502000;0.5
0.5;0.5;0.5;0.566499;0.498999
0.5;0.498999;0.499000;0.499200;0.501000
0.5;0.526000;0.524999;0.432299;0.492999
0.5;0.467999;0.488900;0.510000;0.512
0.5;0.512;0.492099;0.512999;0.5
0.5;0.5;0.504000;0.560299;0.503999
0.5;0.503999;0.501999;0.5002;0.503
0.5;0.503;0.526000;0.442500;0.509
0.5;0.509;0.482999;0.564999;0.499000
0.5;0.499000;0.501000;0.438000;0.494999
0.5;0.496000;0.494;0.497;0.499000
0.5;0.497999;0.497999;0.495999;0.427999
0.5;0.520000;0.520000;0.560300;0.567
0.5;0.474999;0.478999;0.4437;0.5
0.5;0.5;0.497999;0.497;0.5
0.5;0.5;0.499000;0.494;0.493000
0.5;0.493000;0.495999;0.497999;0.503
0.5;0.508000;0.504000;0.5642;0.500999
0.5;0.495999;0.497;0.5;0.5
0.5;0.5;0.5;0.5;0.499000
0.5;0.499000;0.497999;0.436800;0.497999
0.5;0.497999;0.5;0.561;0.501000
0.5;0.501000;0.536000;0.5002;0.5
0.5;0.5;0.466000;0.505799;0.503
0.5;0.503;0.5;0.435000;0.498999
0.5;0.498999;0.501999;0.564599;0.503
0.5;0.503;0.501000;0.505400;0.499000
0.5;0.532000;0.530999;0.494300;0.5
0.5;0.466999;0.469000;0.500299;0.500999
0.5;0.500999;0.498999;0.500100;0.498000
0.5;0.498000;0.499000;0.435299;0.497
0.5;0.497;0.503999;0.505000;0.507999
0.5;0.507999;0.534000;0.503;0.505000
0.5;0.505000;0.475999;0.503;0.5
0.5;0.5;0.498999;0.559199;0.503999
0.5;0.503999;0.5;0.4358;0.497
0.5;0.497;0.502000;0.502000;0.504000
0.5;0.504000;0.529000;0.5;0.497999
0.5;0.497999;0.470999;0.562799;0.500999
0.5;0.502000;0.5;0.424200;0.488
0.5;0.486999;0.490000;0.503999;0.485700
0.5;0.501000;0.497;0.494999;0.514299
0.5;0.498999;0.527000;0.502000;0.5
0.5;0.5;0.474999;0.497999;0.5
