<bid_top>;<c>;<c2>;p
0;0.6484528;0.74884945;0.02603377
0.00039283;0.7099875;0.6847774;0.05818746
0.02454669;0.7160235;0.5635142;0.00690214
0.02603377;0.7295451;0.5583144;0.00541161
0.05858029;0.7082038;0.64092034;-0.0172295
0.03144883;0.89789987;0.7218935;0.01334786
0.03144538;0.8290706;0.6356709;0.01008366
0.04135079;0.5954795;0.4597493;0.01486844
0.04479669;0.70641255;0.517904;0.06547554
0.04152904;0.7144904;0.5471153;0.11555385
0.05621923;0.6970959;0.5942514;0.12734437
0.11027223;0.74704784;0.5641613;0.04681066
0.15708289;0.69790703;0.64938754;0.00586508
0.1835636;0.70726985;0.66642314;-0.02061563
0.15708289;0.74769175;0.56743276;0.00586508
0.16294797;0.71286815;0.61111164;0
0.16294797;0.71062666;0.6329571;-0.00586508
0.16294797;0.7184201;0.6143932;0.00969159
0.16294797;0.7218232;0.6168087;0.00969159
0.15708289;0.73508936;0.5789816;-3E-08
0.17263956;0.72055864;0.60600394;-0.0085458
0.17263956;0.72313935;0.6030906;-0.0050999
0.15708286;0;0.017642532;0.03170487
0.16409376;0.1771436;0.016895358;0.049552
0.16753966;0.29788685;0.09220946;0.0461061
0.18878773;0.35126024;0.20352526;0.0255472
0.21364576;0.32194966;0.21844946;0.00068917
0.21364576;0.36044908;0.21793324;-0.0516885
0.21433493;0.37180078;0.22372544;-0.05223982
0.21433493;0.37622887;0.24281335;-0.03507923
0.16195726;0.4154361;0.13686678;0.02067541
0.16209511;0.38937718;0.16587399;0.04500343
0.1792557;0.3691787;0.20582117;-0.05003447
0.18263267;0.37886935;0.2101554;-0.05341144
0.20709854;0.35049343;0.25517318;-0.07960026
0.12922123;1;1.0426455;-0.03618195
0.12922123;0.9323001;0.80251783;-0.03618195
0.12749828;0.80596924;0.6722448;-0.0605214
0.09303928;0.74934363;0.6117329;-0.01701754
0.09303928;0.72626007;0.58922374;-0.0295875
0.06697688;0.72383064;0.5602134;-0.0070502
0.07602174;0.7282352;0.58658487;0.01915592
0.06345178;0.7449069;0.5070596;0.03172588
0.05992668;0.72461265;0.5444859;0.10575295
0.09517766;0.6887317;0.616603;0.07197504
0.09517766;0.7163101;0.615213;0.05419284
0.16567963;0;0.024873743;-0.06784902
0.1671527;0.098186016;0.02008975;-0.03555926
0.1493705;0.24401751;0.07827912;-0.01778219
0.09783061;0.3481819;0.09166606;0.05153989
0.13159344;0.4031798;0.13060254;0.01777706
0.13158831;0.4258114;0.11685139;0
0.1493705;0.4103594;0.14727601;-0.01777651
0.1493705;0.41827768;0.177887;0.0177822
0.13158831;0.40193647;0.19586158;0.03556795
0.13159399;0.3888359;0.2255258;-5.68E-06
0.1671527;0.35460177;0.2387898;-0.03556439
0.16715626;0.39175093;0.23091969;-0.03556795
0.13158831;0.4068679;0.18387736;0
0.13158831;0.43300483;0.17455167;0
0.13158831;0.447053;0.17047639;-0.03556441
0.13158831;0.48606765;0.19779937;-0.03556441
0.13158831;0.40553588;0.18174303;-0.0506238
0.0960239;0.43495718;0.16319987;-0.0960239
0.0960239;0.4469421;0.1730923;-0.0960239
0.08096451;0.47372353;0.14246993;-0.07657767
0;0.53579086;0.083445296;0
0;0.5127252;0.087352306;0
0.00438684;0.49523234;0.1017124;-0.00438684
0;0.47990063;0.10444707;0
0;0.4620091;0.105636634;0.00499836
0;0.45830232;0.106990136;0.00935864
0;0.4560798;0.107190385;0.01287499
0.00499836;0.45060116;0.11146527;-0.00499836
0.00935864;0.44050813;0.1221089;-0.00935864
0.01287499;0.42832726;0.14739428;0.01863744
0;0.5291118;0.13582778;0.0196538
0;0.5370358;0.1331119;0.05340219
0.03151243;0.5122919;0.15817086;0.12976515
0.0196538;0.50678325;0.15196323;0.14460648
0.05340219;0.4274732;0.20166323;0.11225388
0.16127758;0.35507607;0.37170336;-0.13477316
0.16426028;0.37150526;0.347096;-0.13777421
0.16565607;0.41372943;0.26407266;-0.13917
0.02650442;0.5443819;0.086513765;0.00370683
0.02648607;0.5304514;0.10372196;-0.02648607
0.02648607;0.5234188;0.1222801;0.02352453
0.03021125;0.5007124;0.15042818;-0.01369235
0;0.5170751;0.12905383;0.0165189
0.0500106;0.46753576;0.19350524;-0.0334917
0.0165189;0.49432936;0.14029627;0
0.0165189;0.49302137;0.141325;0.03466828
0.0165189;0.48959714;0.14505354;8.233E-05
0.0165189;0.5108869;0.16507295;-0.00171783
0.05118718;0.47493634;0.18270719;-0.05118718
0.01660123;0.49886382;0.158438;0.05109803
0.01480107;0.489433;0.15580742;0.05312235
0;0.50569916;0.13694698;0.09971616
0.06769926;0.35926482;0.2200647;0.12426069
0.06792342;0.4518284;0.22269948;0.18862698
0.09971616;0.42784923;0.26252207;0.14222677
0.19195995;0.3843506;0.3452928;-0.0002385
0.2565504;0.32492363;0.43521002;-0.08058396
0.24194293;0.37597;0.31754497;-0.09545137
0.19172145;0.4659691;0.15993379;-0.04515892
0.17596644;0.4535792;0.19710517;0.01830605
0.14649156;0.47125104;0.1784515;-0.00201899
0.14656253;0.46561563;0.20612684;0.05394896
0.19427249;0.34003383;0.26791772;-0.0124369
0.14447257;0.41604045;0.20143977;0.01126756
0.20051149;0.3905207;0.2583786;0.02384083
0.18183559;0.46224207;0.24258713;0.0433662
0.15574013;0.4499043;0.20700698;0.06946166
0.22435232;0.32444423;0.31175774;0.0379575
0.22520179;0.36117017;0.28336194;0
0.22520179;0.40602434;0.2539663;0
0.26230982;0.35632297;0.29556596;-0.00603562
0.22520179;0.38873178;0.23579535;0.03710803
0.22520179;0.3916092;0.22575314;0.15298724
0.2562742;0.33489403;0.3085536;0.0552876
0.26230982;0.34805995;0.2812745;0.03333303
0.37818903;0.27279413;0.41654155;-0.10775519
0.3115618;0.3705815;0.2574936;-0.03532166
0.29564285;0.38345757;0.20520206;-0.04664392
0.27043384;0.37065125;0.18146245;-0.02143491
0.27624014;0.36279237;0.22917849;-0.00203249
0.24899893;0.42481804;0.20430851;0.03534396
0.24899893;0.36747694;0.19986251;0.02099927
0.27420765;0.3944077;0.25733778;-0.00420803
0.28434289;0.4473786;0.28843826;-0.01434327
0.2699982;0.4159592;0.19926178;-0.03129008
0.26999962;0.3668944;0.28769833;-0.04651928
0.26999962;0.4397174;0.26793775;-0.04651928
0.23870812;0.40139583;0.17854527;-0.01522775
0.22348034;0.36811388;0.22616978;0.00254936
0.22348034;0.36675346;0.25362724;0.00863524
0.22348037;0.362153;0.23837784;0.01977556
0.2260297;0.37158048;0.23005068;0.04975607
0.23211558;0.37810823;0.22788113;0.05993508
0.24325593;0.37074572;0.23876184;0.03899123
0.27578577;0.31547213;0.35081404;0.15652195
0.29205066;0.34538966;0.31737316;0.09197676
0.28224716;0.39000234;0.22205533;0.11310371
0.43230772;0.22068468;0.5357599;-0.05631039
0.38402742;0.3042792;0.33614808;0.02814305
0.39535087;0.3913236;0.22689126;0.16571039
0.37599733;0.34612924;0.2519332;0.26980761
0.41217047;0.29465497;0.36381575;0.14973569
0.56106126;0.17296523;0.6215604;0.06466454
0.64580494;0.16945422;0.61650735;-0.06810634
0.56190616;0.35397595;0.3509728;0.01436264
0.6257258;0.25529367;0.39726233;-0.049457
0.5776986;0.29911578;0.2880823;0.06355964
0.5762688;0.30079517;0.2664439;-0.08442128
0.5762688;0.25030538;0.3569467;-0.08208165
0.64125824;0.26998752;0.41182104;-0.1162011
0.49184752;0.39677554;0.17357822;0.14551138
0.49418715;0.33179784;0.20153524;0.14317175
0.52505714;0.28564712;0.3732369;0.11230176
0.6373589;0.23225966;0.64217556;0
0.6373589;0.25133824;0.4849358;-0.12825954
0.6373589;0.3084274;0.3533988;-0.14212885
0.6373589;0.35336405;0.25709975;-0.12825954
0.50909936;0.35700333;0.16072439;0
0.49523005;0.3439718;0.19180891;0.01386931
0.50909936;0.3615325;0.2450855;0.00542944
0.50909936;0.35642773;0.32230446;0.00542944
0.50909936;0.35006535;0.3426826;0.00542944
0.5145288;0.3079756;0.3269353;-0.00324946
0.5145288;0.32159913;0.38635507;-0.05524098
0.5145288;0.272531;0.33889964;-0.03691395
0.51127934;0.30717593;0.31029475;-0.05199152
0.45928782;0.31904823;0.2407379;-0.04536265
0.47761485;0.29003176;0.3160576;-0.02424109
0.45928782;0.3669289;0.24300289;-0.03652408
0.41392517;0.3275565;0.199748;0.12419486
0.45337376;0.3401987;0.3587672;0.09219204
0.42276374;0.2885022;0.2588619;0.12280206
0.53812003;0.32179672;0.41951767;-0.02503743
0.5455658;0.31375054;0.38838097;-0.0424323
0.5455658;0.32410732;0.34370244;-0.01403435
0.5130826;0.2858656;0.38832492;0.0173133
0.5031335;0.30088043;0.34019053;0.0271903
0.53153145;0.30574763;0.31990024;0.00347965
0.5303959;0.31059003;0.2859973;0.0256721
0.5303238;0.38222945;0.21626772;0.01932615
0.5350111;0.29201728;0.37093684;0.01045634
0.556068;0.2799159;0.4337226;-0.01060056
0.54964995;0.32575893;0.3780589;0.02927775
0.54546744;0.32001823;0.317897;0.16557036
0.54546744;0.30919334;0.3137709;0.16557036
0.5789277;0.30074024;0.38120374;0.1321101
0.7110378;0.25734073;0.51391685;0
0.7110378;0.26865578;0.49863732;0
0.7110378;0.24211454;0.4101411;-0.1204279
0.7110378;0.7156529;1.1546847;-0.1400425
0.7110378;0.58253306;0.8554323;-0.1400425
0.5906099;0.611674;0.5638137;-0.01961457
0.5709953;0.61114955;0.65451396;2E-07
0.5709953;0.51957214;0.66586286;0.00627384
0.57099533;0.31705016;0.7512919;-0.05415653
0.5709955;0.69769555;0.6166071;-0.0541567
0.57726914;0.2920894;0.6878836;-0.06043034
0.5168388;0.5290454;0.5902275;2.884E-05
0.5168388;0.5054067;0.60677785;0.0557149
0.5168388;0.49547845;0.6203243;0.01897286
0.51686764;0.5326321;0.6101581;0.00027352
0.5725537;0.48471364;0.6579584;-0.05541254
0.53581166;0.46540412;0.65517586;-0.01752806
0.51714116;0.5183783;0.7100645;0.06153484
0.51714116;0.47614193;0.687795;0.23848604
0.5182836;0.59973675;0.76943684;0.270581
0.578676;0.50874287;0.71810424;0.25810085
0.7556272;0.39498;0.8935723;0.05931224
0.7888646;0.3963924;0.8247654;-0.04316084
0.83677685;0.37945625;0.81489056;-0.06561285
0.81493944;0.4325496;0.7577989;-0.10133767
0.74570376;0.44526866;0.6391406;-0.13513026
0.771164;0.44559798;0.67154664;-0.01811403
0.71360177;0.4371248;0.6735779;0.23950708
0.6105735;0.5247596;0.5691242;0.2327445
0.75304997;0.40805206;0.7639037;0.14179223
0.95310885;0.12455484;0.84497297;-0.05826665
0.843318;0.6500247;0.656073;0.0903687
0.8948422;0.13851526;0.7183336;0.0388445
0.8948422;0.5628048;0.56008035;0.05041725
0.9336867;0.14633036;0.81654495;-0.11109915
0.9336867;0.3961806;0.7961697;-0.0927839
0.94525945;0.56275177;1.0115787;-0.10435665
0.82258755;0.45017245;0.35841542;0.01831525
0.8409028;0.3825266;0.46745554;-0.0391463
0.8409028;0.3185234;0.66134757;-0.0391463
0.8409028;0.30899972;0.7184369;-0.029083
0.8017565;0.36733568;0.7052668;0.1982435
0.8017565;0.35254186;0.66985065;0.00836504
0.8118198;0.40224087;0.5911716;0.0434919
1;0.22843674;0.77327937;-0.14413846
0.81012154;0.34970352;0.67814004;0.04603906
0.8553117;0.35209244;0.69554085;-0.09645886
0.85586154;0.31830603;0.9714745;-0.09697067
0.8561606;0.43644506;0.6876279;-0.09720786
0.75885284;0.67147696;0.664887;0.07436976
0.75889087;0.3490908;0.56953585;0.11600196
0.75895274;0.1710653;0.7955528;0.02883776
0.8332226;0.4583844;0.773043;-0.1254494
0.87489283;0.6284979;0.7700962;-0.16732466
0.7877905;0.5204248;0.39246684;-0.2374917
0.7077732;0.518146;0.53097475;-0.16912704
0.70756817;0.52044326;0.5227951;-0.13827587
0.5502988;0.43972158;0.6234886;0.09585507
0.53864616;0.49786404;0.62775725;0.03098464
0.5692923;0.5835193;0.5853292;0.0011539
0.64615387;0.47968355;0.64379424;-0.07692307
0.5696308;0.47521883;0.5729035;-0.0004
0.5704462;0.49550867;0.71255445;-0.0012154
0.5692308;0.49956673;0.49491802;0
0.5692308;0.7332602;0.7356432;-0.0174459
0.5692308;0.34115762;0.74236566;0.0497863
0.5692308;0.47147527;0.7325101;0.0497863
0.5517849;0.4985976;0.7068635;-0.32015373
0.6190171;0.41720003;0.5733804;-0.38738593
0.6190171;0.556068;0.72191095;-0.3819433
0.23163117;0.71946347;0.37399778;0.04802306
0.23163117;0.6204187;0.4939647;0.18873059
0.2370738;0.5790852;0.6988947;0.04258043
0.27965423;0.57555366;0.5591726;0.21946535
0.42036176;0.48489815;0.7088853;0.04001921
0.27965423;0.6629806;0.76002073;0.30574677
0.49911958;0.50630844;0.9880394;0.14246842
0.46038097;0.47187188;0.60209036;0.18120703
0.585401;0.5308184;0.8718322;0.14310866
0.641588;0.93337804;0.67746925;0.08724186
0.641588;0.12535983;0.58558464;-0.0417801
0.72850966;0.38063344;0.8150281;-0.12870176
0.72882986;0.4463612;0.81787103;-0.21786456
0.5998079;0.54182947;0.4199237;0.262526
0.5998079;0.4673172;0.4660091;0.2445974
0.5109653;0.51807135;0.57087463;0.27501194
0.8623339;0.18430933;0.94903994;-0.339683
0.8444053;0.47976968;0.93932825;-0.37264285
0.78597724;0.39763525;0.6748164;-0.05474624
0.5226509;0.6361053;0.27734318;-0.05085644
0.47176245;0.64061236;0.52463305;0.00035215
0.731231;0.4381495;0.9670445;-0.1468762
0.47179446;0.5402534;0.4097709;0.11568944
0.4721146;0.5248106;0.53160036;0.10680207
0.5843548;0.40329757;0.7649832;-0.04980896
0.5874839;0.39526007;0.73515075;-0.0421065
0.57891667;0.5431781;0.58490115;0.06259273
0.53454584;0.44629854;0.3579451;0.07795416
0.5453774;0.40575075;0.52246433;0.0587893
0.6415094;0.4388412;0.54827124;-0.1875302
0.6125;0.31377494;0.37933785;-0.13029163
0.6041667;0.5367081;0.42074546;-0.09795834
0.4539792;0.45729747;0.3123116;0.05395835
0.48220837;0.31900924;0.3992389;0.05945833
0.50620836;0.3710009;0.46685043;-0.11005628
0.50793755;0.3698021;0.45142078;0.17977075
0.5416667;0.5621149;0.5512642;-0.08597912
0.39615208;0.4060917;0.049897604;0.06132722
0.6877083;0.08169797;0.77961206;-0.2288748
0.45568758;0.42244202;0.09804644;0.10681242
0.4574793;0.48073578;0.256202;0.1050207
0.4588335;0.57562864;0.9994849;0.1036665
0.5625;0.52474046;0.9193914;0
0.5625;0.38578212;0.09571501;0.0208333
0.5625;0.36314562;0.21811095;-0.24999997
0.5625;0.39426777;0.39224428;-0.038125
0.5833333;0.4137359;0.44905898;-0.56687497
0.31250003;0.8773479;0.14363977;-0.29145836
0.524375;0.39981285;0.524268;-0.42020833
0.01645833;0.7812295;0.06504983;0.10854168
0.02104167;0.69960237;0.103968345;0.10470837
0.10416667;0.6114982;0.28478542;0.02341676
0.12500001;0.9509883;0.2753219;0.20833336
0.12575004;0.7802633;0.17168102;0.13987496
0.12758343;0.25479013;0.5099775;0.08910412
0.33333337;0.3710446;0.52652544;-0.11229171
0.265625;0.4749605;0.41967437;0.06770837
0.21668755;0.5199781;0.9285455;0.11664582
0.22104166;0.5545351;0.22281554;0.11229171
0.33333337;0.4857827;0.28109393;3E-08
0.33333337;0.46241632;0.41037247;3E-08
0.33333337;0.52455026;0.36469018;6E-08
0.3333334;0.49023896;0.5338169;0.00020826
0.3333334;0.50651586;0.49810278;0.02085412
0.33333343;0.5186939;0.21051458;0.02104157
0.33354166;0.47699645;0.36386108;0.18687504
0.35418752;0.4861307;0.3959162;-2.086E-05
0.354375;0.5095093;0.36116293;0.12479166
0.5204167;0.42927966;0.44682312;-0.1870833
0.35416666;0.55066895;0.3000993;-0.02083326
0.47916666;0.34746295;0.44243237;-0.14583326
0.3333334;0.8451735;0.19609205;0
0.3333334;0.36293012;0.46549022;0
0.3333334;0.7244741;0.26551068;0.3541666
0.3333334;0.71418214;0.2684777;0.49333325
0.3333334;0.5722112;0.36270863;0.3541666
0.6875;0.31032926;0.6402671;4.17E-05
0.82666665;0;0.7705524;-0.13872909
0.6875;0.2685411;0.57951385;0.00043756
0.6875417;0.48394728;0.40563017;0.0011459
0.68793756;0.5212106;0.3845631;0.24614578
0.68793756;0.46073654;0.4232048;0.31206244
0.6886876;0.45892662;0.4263979;0.2326914
0.93408334;0.3656333;0.65752757;-0.01221694
1;0.37975127;0.50895876;-0.0766539
0.921379;0.43984807;0.49675712;0.0035861
0.9218664;0.53415275;0.4860109;0.0781336
0.9233461;0.5045936;0.46878228;0.0766539
0.9249651;0.40104705;0.49569434;0.0750349
1;0.48897782;0.820682;0
1;0.37800318;0.502894;0
1;0.40327987;0.5285006;0
1;0.3919831;0.44734073;0
1;0.35191154;0.5195496;-0.3921196
1;0.37480357;0.5357412;-0.38463986
1;0.38742664;0.5349825;-0.4654295
0.6078804;0.57857877;0.47790283;-0.0686047
0.61536014;0.54899955;0.48843157;-0.07608444
0.5345705;0.54872483;0.6983593;0.0047052
0.5392757;0.6030178;0.7301947;1.52E-05
0.5392757;0.9218856;0.45139208;0.0004402
0.5392757;0.18143192;0.43810302;0.0004402
0.5392909;0.3997902;0.4761129;0.0004401
0.5397159;0.48106956;0.44035658;0
0.5397159;0.522489;0.6297468;-0.03882547
0.539731;0.44191235;0.9185074;-0.03884057
0.5397159;0.4522311;0.39536917;-0.03882547
0.50089043;0.5184094;0.6104293;0
0.50089043;0.5068476;0.26071262;1.52E-05
0.50089043;0.4131515;0.34400806;0.05047882
0.50089043;0.51215595;0.3818266;0.15176523
0.50090563;0.43969223;0.40123633;0.15175003
0.55136925;0.3997322;0.45619223;0.11646445
0.65265566;0.4213639;0.52630424;-0.07018326
0.65265566;0.47881162;0.6940796;-0.07018326
0.6678337;0.39101136;0.71396077;-0.021962
0.5824724;0.51492;1.2561648;0.0633993
0.5824724;0.44423535;0.27986923;0.0633993
0.6458717;0.46219686;0.49470046;0.0139176
0.6458717;0.568512;0.7062495;0.0837366
0.6458717;0.44021952;1.0662845;0.1339759
0.6597893;0.37107164;0.9290379;0.13827195
0.7296083;0.61018556;0.8291532;-0.00499356
0.7798476;0.46911085;0.85523486;-0.0602568
0.79806125;0.6092489;0.8148611;-0.1150192
0.72461474;0.53678626;0.7829445;-0.04160304
0.7195908;0.2701609;0.67173856;-0.0599229
0.68304205;0.49772188;0.4970749;-0.02337415
0.6830117;0.6355354;0.80929446;-0.0233438
0.6596679;0.6223004;0.44037592;0.05810154
0.6596679;0.44108355;0.6171954;0.06705655
0.6596679;0.57399845;0.9074617;-0.0124764
0.71776944;0.549063;1.0143824;0.129924
0.72672445;0.48866495;0.7864388;0.12096899
0.6471915;0.61604095;0.7890501;0.2331347
0.84769344;0.5663479;0.92557096;-0.09425564
0.84769344;0.08257207;0.820828;-0.11209894
0.8803262;0.32971635;0.8068809;-0.1536017
0.7534378;0.4719144;0.5534012;-0.02959715
0.7355945;0.7625385;0.4363336;-0.01175385
0.7267245;0.289777;0.66832596;-0.00288385
0.72384065;0.64904535;0.69208175;-0.00349098
0.72384065;0.7017717;0.64438164;-0.10973721
0.72384065;0;0.5213414;0.02003495
0.72034967;0.5321126;0.5025114;-0.10821937
0.61410344;0.5372028;0.4112881;-0.00197314
0.7438756;0.43436378;0.5558207;-0.1317453
0.6121303;0.433298;0.57340205;0
0.6121303;0.558075;0.4608965;-0.00201203
0.6121303;0.4863586;0.52400583;-0.0361999
0.6121303;0.4313461;0.5118812;-0.0361999
0.61011827;0.44324613;0.41499996;-0.03418787
0.5759304;0.34014702;0.2741438;0.04808386
0.5759304;0.39019832;0.4613192;0.0525389
0.5759304;0.4739918;0.84161246;0.0293419
0.62401426;0.3755539;0.8268413;-0.03702301
0.6284693;0.45294395;0.6020667;-0.04147805
0.6052723;0.4260681;0.5144107;-0.01828105
0.58699125;0.48782602;1.0310417;0
0.58699125;0.45520267;0.38572195;0
0.58699125;0.4886191;0.90942657;0
0.58699125;0.51156807;0.36364174;0.16975275
0.58699125;0.6523139;0.32393697;0.1557731
0.58699125;0.36451834;0.51040316;0.10937915
0.756744;0.24260786;0.6419105;-0.01259706
0.74276435;0.42540085;0.76048416;-0.08239385
0.6963704;0.4173128;0.37424153;-0.0647569
0.74414694;0.3310633;0.43606973;-0.11218014
0.6603705;0.5015392;0.39736402;-0.0277738
0.6316135;0.42502618;0.36658576;-0.0390352
0.6319668;0.45767084;0.303447;-0.038989
0.6325967;0.41569847;0.39402992;0.1837528
0.5925783;0.42793795;0.47376883;0.0538648
0.5929778;0.42571598;0.8433136;0.0537419
0.8163495;0.26468253;1.1724494;0.07496775
0.6464431;0.5648594;0.4214603;0.17405423
0.6467197;0.52635074;0.54009295;0.18437755
0.89131725;0.2287578;0.820367;-0.06206345
0.82049733;0.3717028;0.7847112;-0.03579403
0.83109725;0.7093116;0.6147723;-0.1419471
0.8292538;0.17819491;0.4414562;-0.2239815
0.7847033;0.359424;0.57606894;-0.1717499
0.68915015;0.45704585;0.433362;-0.07619675
0.6052723;0.39409667;0.14152527;0.0239651
0.6129534;0.30705273;0.19617414;0.05899104
0.6129534;0.32238364;0.3135256;-0.04316786
0.6292374;0.6835381;0.6789313;-0.04915916
0.67194444;0.4719138;0.5372861;-0.09186614
0.56978554;0.5169715;0.5295326;-0.05960548
0.58007824;0.49960712;0.42311934;-0.06989818
0.5800783;0.30933452;0.4181534;-0.06989824
0.51018006;0.52101314;0.35527983;0.06144894
0.51018006;0.2813639;0.32976;0
0.51018006;0.57774657;0.8268406;0.0153622
0.571629;0.558294;0.5824974;0.01044636
0.51018006;0.31338397;0.38904366;0.01689844
0.52554226;0.25645375;0.2289191;-0.06588674
0.58207536;0.3149656;0.46454257;-0.15372449
0.5270785;0.58144313;0.70775944;-0.05935295
0.45965552;0.4900464;0.052295484;-0.00911918
0.42835087;0.74827415;0.53738153;0.02137633
0.46772555;0.57181394;0.5063537;-0.06041652
0.45053634;0.51006734;0.40286672;-0.04322731
0.4497272;0.49307597;0.4381222;-0.02439486
0.40730903;0.36612445;0.55671376;0.01585045
0.40730903;0.49513885;0.20148021;-0.02865801
0.42533234;0.40528977;0.45238528;-0.0444538
0.42315948;0.41089678;0.45114028;-0.03225783
0.37865102;0.26251334;0.28146005;-0.37865102
0.38087854;0.6580262;0.3428956;-0.12811134
0.39090165;0.33039677;0.37864074;-0.1630543
0;0.8103016;0.10618283;0.27697098
0.2527672;0.6067788;0.15088102;0.04296527
0.22784735;1;0.7222351;0.05828955
0.27697098;0.85384095;0.5388475;0.01920545
0.29573247;0.8259591;0.8862144;0.00058719
0.2861369;0.79443043;0.6125514;0.0100553
0.29617643;0.75891054;0.6214712;1.43E-06
0.29631966;0.77294695;0.63100505;-0.13864891
0.2961922;0.76410395;0.6253809;-0.09766148
0.29617786;0.7925398;0.5958859;-0.03849831
0.15767075;0.8360038;0.27009162;0.10012339
0.19853072;0.7831938;0.32081655;0.25015808
0.25767955;0.7384229;0.68624836;0.13214685
0.25779414;0.72898525;0.68339854;0.11584866
0.4486888;0.65317035;1.0968797;-0.05141508
0.3898264;0.6409557;0.5976905;-0.00214828
0.3736428;0.7940663;0.57094336;0.02391735
0.39727372;0.65448976;0.5839579;-0.09094316
0.38767812;0.731944;0.5681523;-0.07977212
0.39756015;0.5805247;0.31815186;-0.07046303
0.30633056;0.8392228;0.5457882;0.04855076
0.307906;0.74273443;0.514154;0.06186995
0.32709712;0.66079056;0.2378851;0.32050651
0.35488132;0.65181;0.32477868;0.29272231
0.36977595;0.59540725;0.3618287;0.27782768
0.64760363;0.39037508;0.43880406;0
0.64760363;0.4576118;0.41129243;0
0.64760363;0.43123686;0.5094552;0
0.64760363;0.4920698;0.49570498;0
0.64760363;0.47872102;0.41517746;0
0.64760363;0.5079853;0.41580907;0
0.64760363;0.479361;0.44212148;0.0730142
0.64760363;0.49651694;0.48373613;0.0730142
0.64760363;0.5310558;0.4362865;0.0730142
0.72061783;0.5094463;0.50721157;0
0.72061783;0.50631326;0.46685043;0
0.72061783;0.48339453;0.40819272;0
0.72061783;0.5080613;0.42564064;0.13898194
0.72061783;0.4595999;0.46954316;0.13898194
0.72061783;0.47829267;0.46950948;0.13898194
0.85959977;0.41377178;0.5679065;0
0.85959977;0.46059582;0.507751;0
0.85959977;0.4984375;0.43461376;0
0.85959977;0.44967073;0.49449027;-0.2948246
0.85959977;0.47916648;0.4883354;0.04780936
0.85959977;0.46037573;0.45481333;0.14040023
0.56477517;0.61448944;0.33714744;0.43522483
0.90740913;0.40133128;0.5239256;-0.00368683
1;0.3977416;0.52938384;-0.0962777
1;0.44880626;0.4917531;-0.0962777
0.9037223;0.47804302;0.46252665;0
0.9037223;0.49569407;0.44906712;0
0.9037223;0.47416818;0.46543488;0
0.9037223;0.48748353;0.45615658;-0.1007854
0.9037223;0.46495283;0.47000942;-0.1007854
0.9037223;0.47170383;0.47481307;-0.1007854
0.8029369;0.5050418;0.44387516;0
0.8029369;0.5446071;0.4403455;-0.29926114
0.8029369;0.48448965;0.45581836;-0.2977215
0.8029369;0.52270514;0.42940736;-0.297166
0.50367576;0.46652117;0.40684217;0.00252374
0.5052154;0.49334744;0.39636058;0.0012856
0.5057709;0.5598968;0.2516856;0.00119045
0.5061995;0.5236111;0.38702497;0.0014444
0.506501;0.53003925;0.37340927;0.1647007
0.50696135;0.14122224;0.48303914;0.16424035
0.5076439;0.32902932;0.39780664;-0.0030952
0.6712017;0.32647437;0.52345127;-0.3142599
0.6712017;0.36355516;0.45276153;-0.31822785
0.5045487;0.45490843;0.2857302;-0.15157485
0.3569418;0.51136875;0.10811989;-0.00412668
0.35297385;0.57059604;0.18678235;-0.00015873
0.35297385;0.49283516;0.3922354;0.04571053
0.35281512;0.43781614;0.34717947;-1.732E-05
0.35281512;0.41887867;0.28742185;-1.732E-05
0.39868438;0.3716247;0.36471042;-0.04588658
0.3527978;0.47813952;0.18853392;0
0.3527978;0.41349703;0.21878864;0.10731012
0.3527978;0.5139876;0.39980036;0.10731012
0.3527978;0.40205494;0.296974;0.2147616
0.46010792;0.37244463;0.3441445;0.10745148
0.46010792;0.38522255;0.36961943;0.10745148
0.5675594;0.2686497;0.6264899;0
0.5675594;0.42038286;0.51169515;0
0.5675594;0.3181711;0.29799688;0
0.5675594;0.34364453;0.4200214;0
0.5675594;0.37726724;0.34917042;1E-07
0.5675594;0.54646295;0.8579161;1.4E-07
0.5675594;0.9880649;0.23838218;0.0001113
0.5675595;0.049240917;0.24562737;0.0014445
0.56755954;0.2907251;0.34380376;0.00280946
0.5676707;0.52631575;0.46117398;0.00422204
0.569004;0.5033766;0.4650458;0.00438076
0.570369;0.83831525;0.3428728;0.004476
0.57189274;0.15126267;0.37249988;0.00438076
0.57338476;0.40431508;0.4403055;0.00447604
0.574845;0.39500773;0.38826266;0.00452365
0.5762735;0.36332273;0.3668716;0.0045872
0.5778608;0.400375;0.37342596;0.00431726
0.57936865;0.3429658;0.35483825;0.00423789
0.5808607;0.32339197;0.34442583;0.0033332
0.58217806;0.3673858;0.35842964;0.00201588
0.58360654;0.35239;0.44755515;-0.01604714
0.5841939;0.2912879;0.31915262;-0.0166345
0.58419394;0.42742956;0.6004564;-0.01663454
0.5675594;0.334808;0.22231452;0
0.5675594;0.34733808;0.22418448;0
0.5675594;0.4058389;0.43399262;0
0.5675594;0.3337426;0.24153054;0.0012698
0.5675594;0.27802274;0.34864458;0.0026824
0.5675594;0.3483069;0.30921352;0.0031903
0.5688292;0.32803392;0.32557923;-0.0012698
0.5702418;0.3344229;0.33315998;-0.0026824
0.5707497;0.42051703;0.21313481;-0.00255543
0.5675594;0.46495354;0.2908447;0.0019047
0.5675594;0.4339751;0.28315103;0.0029046
