<bid_top>;<c>;<c2>;p
0.56819427;0.35035586;0.24334453;0.00320619
0.5694641;0.3578573;0.40157145;0.00223796
0.570464;0.39247248;0.39741418;-0.0029046
0.57140046;0.35450816;0.35747468;-0.00384106
0.57170206;0.18368757;0.62733746;0.05680474
0.5675594;0.24429047;0.5449126;0.02666446
0.5675594;0.2651217;0.3804913;0.01333227
0.6285068;0.32809758;0.46096927;-0.0609474
0.59422386;0.6052513;0.54667515;-0.02666446
0.58089167;0.4162659;0.43205613;-0.01333227
0.5675594;0.35022455;0.42529953;0
0.5675594;0.4233214;0.4231784;0
0.5675594;0.40411443;0.45038655;0
0.5675594;0.47787073;0.4824842;0
0.5675594;0.22059032;0.348295;0
0.5675594;0.51710564;0.08318181;0
0.5675594;0.8347591;0.5644797;0
0.5675594;0.1708427;0.618463;0
0.5675594;0.4172069;0.5581782;0.01872863
0.5675594;0.27969202;0.4021183;0.01872863
0.5675594;0.3470323;0.3927472;0.01872863
0.58628803;0.21739116;0.4922764;0
0.58628803;0.2950176;0.49464926;-0.01872863
0.58628803;0.31835026;0.41856408;-0.01872863
0.58628803;0.9549626;0.36911285;-0.01872863
0.5675594;0;0.362444;1E-07
0.5675594;0.18939152;0.33164665;0
0.5675594;0.31839234;0.5145807;0
0.5675595;0.46018893;0.6682025;-1E-07
0.5675594;0.15295759;0.2813404;0
0.5675594;0.48200738;0.29426217;0
0.5675594;0.35123718;0.1194427;-0.09156118
0.5675594;0.31216323;0.17890325;-0.06886713
0.5675594;0.4015915;0.4959476;-0.0282882
0.47599822;0.3630107;0.22368352;-0.2154012
0.49869227;0.33989495;0.28883535;-0.23809519
0.5392712;0.39710608;0.59117925;-0.27832803
0.26059702;0.45138517;0.12641571;0.10539272
0.26059708;0.36322582;0.06303065;0.62274018
0.26094317;0.4792256;0.2637992;0.32333263
0.36598974;0.4167596;0.7706794;0.2182861
0.88333726;0.13546136;1.2613385;-0.32319626
0.5842758;0.5791292;0.59109056;-0.06449236
0.58427584;0.44514042;0.58332586;-0.0645777
0.560141;0.35656187;0.36115846;-0.07955617
0.51978344;0.10438615;0.26810858;-0.03919852
0.51969814;0.19659787;0.31495124;-0.02589762
0.48058483;0.34491172;0.34440193;-0.02330873
0.48058492;0.12111962;0.33393377;0.13336168
0.49380052;0.16300327;0.36146438;0.19223378
0.4572761;0.19271755;0.22421284;0.1566705
0.6139466;0.19223526;0.21477844;0.2615197
0.6860343;0.3287612;0.7388624;0.18720593
0.6139466;0.4399006;0.5334785;0.25929363
0.8754663;0.08913675;0.7854092;0.1245337
0.87324023;0.29643667;0.9535795;0.12675977
0.87324023;0.2681063;0.56807977;0.12675977
1;0.4560146;0.6767336;0
1;0.36110988;0.70807946;0
1;0.1693792;0.6255861;0
1;0.58420324;0.39874595;0
1;0.4079186;0.52594125;0
1;0.35901088;0.483494;0
1;0.14769623;0.59491706;0
1;0.27401435;0.5918562;0
1;0.18152222;0.6152935;0
1;0.25025195;0.6026628;0
1;0.53256744;0.4045837;0
1;0.43078488;0.4137007;0
1;0.2740272;0.5201429;0
1;0.3243816;0.5138304;-0.1011173
1;0.36212295;0.489886;-0.1011173
1;0.34858873;0.49892533;-0.1011173
0.8988827;0.25134525;0.46581438;0
0.8988827;0.2655635;0.48815322;-0.0938414
0.8988827;0.32410455;0.55009365;-0.0938413
0.8988827;0.13113344;0.5267254;0.1011173
0.8050413;0.26577878;0.5210471;0.1949587
0.8050414;0.2873324;0.50600666;0.1949586
1;0.08963665;0.6728166;0
1;0.13098028;0.66074777;-0.3204255
1;0.29244357;0.54168427;-0.3204255
1;0.27992982;0.55727756;-0.20997363
0.6795745;0.9931117;0.1301293;-0.11367644
0.6795745;0.62869895;0.27862027;-0.2757324
0.79002637;0.47441405;0.44162485;-0.43147749
0.56589806;0.5881821;0.30661058;-0.26217779
0.4038421;0.61551756;0.537868;-0.0303544
0.35854888;0.5833236;0.4094745;0.01493882
0.30372027;0.597328;0.30339965;0.06976743
0.3734877;0.4912402;0.45277026;7E-08
0.3734877;0.027968436;0.48716956;1.3E-07
0.3734877;0.749037;0.39865458;-0.0697674
0.37348777;0.6832024;0.33744255;-0.06976744
0.37348783;0.6646365;0.37591222;-0.0697675
0.3037203;0.5434067;0.41158825;8E-08
0.30372033;0.63743955;0.3300745;0
0.30372033;0.5887221;0.41272375;0
0.30372038;0;0.7022399;0.00071514
0.30372033;0.32847962;1.0020471;0.00220912
0.30372033;1;0.33831215;0.00368717
0.30443552;0.73253644;0.3656756;0.00421161
0.30592945;0.05958289;0.7670242;0.03911093
0.3074075;0.43490216;0.70834345;0.05352524
0.30864713;0.54320765;0.5265702;0.05228561
0.34504038;0.50056434;0.5519437;0.10886264
0.36093274;0.40464535;0.21070346;0.09297034
0.36093274;0.37151182;0.11699636;0.09297034
0.45390302;0.32117438;0.3668669;6E-08
0.45390308;0.5037334;0.5262025;0
0.45390308;0.4275114;0.32029164;0.01447368
0.45390308;0.9803333;0.4115384;-0.0951938
0.45390308;0.13764715;0.52162117;-0.09402198
0.46837676;0.42492515;0.80116796;-0.107819
0.35870928;0.4047698;0.24548285;0.00295427
0.3598811;0.4760148;0.36805204;0.00297073
0.36055776;0.2465668;0.017076923;0.00270668
0.36166355;0.3875515;0.22807446;0.00265715
0.36285183;0.3417689;0.37909046;0.00262417
0.36326444;0.39075652;0.3756149;0.10516186
0.3643207;0.37366635;0.37291822;0.10542592
0.365476;0.37841132;0.33581683;0.2045639
0.4684263;0.18382376;0.48867163;0.1493261
0.46974662;0.30492705;0.39274588;0.31220165
0.5700399;0.3283926;0.61850655;0.21190837
0.6177524;0.42437583;0.49387744;0.16419587
0.78194827;0.20846698;0.56713843;-0.08251882
0.78194827;1;1.2630595;-0.08251882
0.78194827;0.97680485;1.4320921;-0.08251882
0.69942945;0.9962281;1.0470347;0
0.69942945;0.8881583;0.8168852;0
0.69942945;0.80456173;0.77636147;0
0.69942945;0.7781739;0.796808;0
0.69942945;0.7468397;0.8076929;0
0.69942945;0.74655485;0.8088508;0
0.69942945;0;0.018639553;0
0.69942945;0;0.07003899;0
0.69942945;0.000598103;0.36986932;0.01650375
0.69942945;0.12588692;0.44659513;0.01650375
0.69942945;0.23290652;0.42440975;0.01650375
0.7159332;0.25288984;0.40831107;-0.09902256
0.7159332;0.25586635;0.39053112;-0.09902256
0.7159332;0.25469178;0.38503867;-0.09902256
0.61691064;0.30060318;0.29282898;0
0.61691064;0.28093964;0.3157551;0
0.61691064;0.25261876;0.35431132;0
0.61691064;0.274307;0.37063932;0
0.61691064;0.24757746;0.36218932;0
0.61691064;0.2467379;0.35218063;0
0.61691064;0.25867411;0.3474685;0
0.61691064;0.2475712;0.34783587;-0.08653009
0.61691064;0.32056886;0.2557258;-0.08653009
0.61691064;0.23094508;0.3951144;-0.08653009
0.53038055;0.27122855;0.29548782;0
0.53038055;0.35130474;0.3126346;0
0.53038055;0.22947767;0.32039788;0
0.53038055;0.27343714;0.3354982;0
0.53038055;0.2748402;0.32003632;0
0.53038055;0.33002776;0.33511305;0
0.53038055;0.3046412;0.32452464;0
0.53038055;0.2890647;0.33340657;0
0.53038055;0.2892054;0.3426285;0
0.53038055;0.28708386;0.34097913;-0.25344733
0.53038055;0.28773066;0.3374461;-0.1125944
0.53038055;0.2911001;0.3384411;-0.2534473
0.27693322;0.40934622;0.0689364;3E-08
0.41778615;0.20593372;0.19244431;-0.13945117
0.27693325;0.42858487;0.17702422;0.0100776
0.27693325;0.3662563;0.20429032;0.0100776
0.27833498;0.24353752;0.21956858;0.0086759
0.28701085;0.27432418;0.23634636;0.00045681
0.28701085;0.28355062;0.22215834;0.00045681
0.28701088;0.2932019;0.22968487;0.00091356
0.28746766;0.29503947;0.21384504;0.00045678
0.28746766;0.42471722;0.18536218;0.00045678
0.28792444;0.26380867;0.17601222;0
0.28792444;0.3786463;0.24560791;6E-08
0.28792444;0.338249;0.1327853;0
0.28792444;0.27661392;0.26530185;0
0.2879245;0.2956164;0.27627656;-6E-08
0.28792444;0.3769242;0.25631145;-0.00108907
0.28792444;0.4560322;0.10691672;0.34548996
0.28792444;0.39678827;0.15177397;0.04842222
0.28683537;0.3808284;0.22579771;-0.00990217
0.6334144;0.16327295;0.7740367;-0.6334144
0.33634666;0.4212241;0.23616621;-0.33634665
0.2769332;0.5203554;0.039956506;-0.27693319
0;0.5491115;0.0150998;0
1.00E-08;0.529559;0.02116947;0.15029589
1.00E-08;0.48991323;0.04370723;0.0382723
0;0.52612305;0.024402527;0.0390789
0.1502959;0.4537399;0.095749386;0.19262503
0.03827231;0.49264777;0.07259461;0.30485029
0.0390789;0.46893293;0.071875356;0.15533919
0.34292093;0.23287073;0.6968276;-0.12997543
0.3431226;0.2638213;0.48462942;-0.12108362
0.19441809;0.37213582;0.17027996;0.03331154
0.2129455;0.35467893;0.16486369;0.02167532
0.22203898;0.37907383;0.20451257;0.13002256
0.22772963;0.4535424;0.12286794;0.12456047
0.23462082;0.34935182;0.29436457;0.11844896
0.35206154;0.3233484;0.38672745;0.00170723
0.3522901;0.34053487;0.31420827;0.00158622
0.35306978;0.36855435;0.26705188;0.00169372
0.35376877;0.4378774;0.15558851;0.00158623
0.35387632;0.43001485;0.19931884;0.00145178
0.3547635;0.34861177;0.36248842;0.00056467
0.355355;0.3259421;0.31805676;0.1222556
0.3553281;0.34820828;0.27311456;0.2445057
0.35532817;0.3460379;0.24875827;-0.00064105
0.4776106;0.3148631;0.3619534;-0.12568347
0.5998338;0.16062722;0.6921659;-0.30143307
0.35468712;0.3765896;0.31344625;-0.05492869
0.35192713;0.30811507;0.19345666;-0.04676789
0.29840073;0.31066513;0.16078629;0.01864517
0.29975843;0.2935682;0.18901072;0.32705927
0.30515924;0.36149758;0.15949544;0.05224982
0.3170459;0.30854064;0.30933872;0.1054965
0.6268177;0.12608859;0.7825744;-0.1942381
0.35740906;0.37083662;0.2634415;0.07517054
0.4225424;0.40000504;0.1196584;0.0100372
0.4325796;0.32147497;0.19693878;0
0.4325796;0.30407533;0.27442864;-0.08065247
0.4325796;0.3422463;0.30871072;-0.08065247
0.4325796;0.3820132;0.20244075;-0.2952284
0.35192713;0.51862085;0.03798458;-0.20005849
0.35192713;0.45458645;0.07335449;-0.19978963
0.1373512;0.37239784;0.18117285;0.01451744
0.15186864;0.57227683;0.052310213;0.00020163
0.1521375;0.4557995;0.060145963;0.03427664
0.15186864;0.46438518;0.10156686;0.03555786
0.15207027;0.26506087;0.46753684;0.03535625
0.18641414;0.22639763;0.43624216;0.0010179
0.1874265;0.27137214;0.26301053;0.00130036
0.18742652;0.3414278;0.12378249;0.13141425
0.18743204;0.283799;0.15325466;0.13140873
0.18872686;0.2971102;0.15471788;0.13011391
0.31884077;0.4688129;0.05399608;0
0.31884077;0.44803476;0.0946916;-0.13608797
0.31884077;0.43164366;0.14880571;-0.13608797
0.31884077;0.41866636;0.20530085;-0.15079841
0.1827528;0.49101064;0.088764764;-0.01471044
0.1827528;0.4335407;0.13224372;-0.01471044
0.16804236;0.40640426;0.14094882;0
0.16804236;0.4075011;0.14901371;-0.00163449
0.16804236;0.41035482;0.15678614;-0.0016343
0.16804236;0.40887636;0.16296917;-0.06618065
0.16640787;0.40686893;0.15538222;0.29698761
0.16640806;0.40848538;0.15256137;0.29698742
0.10186171;0.44601685;0.11168804;0.16261581
0.46339548;0.32064176;0.49974403;-0.19891796
0.46339548;0.33139646;0.38212672;-0.19891796
0.26447752;0.43139136;0.13653825;0
0.26447752;0.4213869;0.1359928;0
0.26447752;0.41905612;0.1693828;-0.11439825
0.26447752;0.41152662;0.19297716;-0.11423477
0.26447752;0.4054553;0.2013236;-0.0815449
0.15007927;0.47459924;0.084690474;0.3136595
0.15024275;0.3547278;0.26416796;0.84975725
0.18293262;0.3315196;0.272015;0.81705921
0.46373877;0.264089;0.73522216;0.53626123
1;0;1.1288632;-0.11819726
0.99999183;0.050305158;0.8003861;-0.25926178
1;0.21066442;0.58870625;-0.25739866
0.88180274;0.30303055;0.44871703;-0.13922844
0.74073005;0.32777667;0.3281796;-0.52579707
0.74260134;0.25125867;0.36982515;-0.74260134
0.7425743;0.30074093;0.3205768;-0.57111893
0.21493298;0.67503697;0.006670356;-0.0441809
0;0.6438775;0.003238575;0.10907893
0.17145537;0.50465363;0.012516633;-0.06364536
0.17075208;0.4528483;0.150644;-0.09476475
0.10907893;0.46102807;0.17787813;-0.10907893
0.10781001;0.4579549;0.1724901;-0.02334253
0.07598733;0.55874455;0.061916884;0.00963403
0;0.5349325;0.0438364;0.08769532
0.08446748;0.39441514;0.19920658;0.00322784
0.08562136;0.37714285;0.24528116;0.00200431
0.08769532;0.36615098;0.19712022;-0.08769532
0.08769532;0.43659717;0.105126575;-0.0423501
0.08762567;0.4611983;0.10137362;-0.04205992
0;0.4732154;0.07701793;0.04576841
0.04534522;0.46329403;0.101314284;-0.04534522
0.04556575;0.4622189;0.101903774;-0.04500383
0.04576841;0.91134715;1.0433025;-0.04576841
0;0.77624285;0.04523151;0
0.00056192;0.77409065;0.07660915;0.02955709
0;0.6487298;0.14985599;0.2086314
0;0.6115587;0.28503683;0.2086314
0.03011901;0.62187374;0.24294056;0.00123837
0.2086314;0.46426025;0.5821294;-0.17723684
0.2086314;0.5167876;0.41319183;-0.20862496
0.03135738;0.67491955;0.16408068;-0.00196096
0.03139456;0.38406906;0.46079314;-0.03139456
6.44E-06;0.76549244;0.32769215;0.0132895
0.02939642;0.66255575;0.60073084;-0.02939642
0;0.67276514;0.26095065;0.05290436
0.01329594;0.66012496;0.3971339;0.1188936
0;0.5862165;0.3177578;0.14026447
0.05290436;0.60626966;0.46147028;-0.03171407
0.13218954;0.61142194;0.43734363;-0.06136673
0.14026447;0.5968097;0.5142382;-0.10321715
0.02119029;0.6801788;0.36568987;0.01589932
0.07082281;0.6261074;0.3437693;-0.0337702
0.03704732;0.58259124;0.49914056;0.06342815
0.03708961;0.63096833;0.44879532;0.01052907
0.03705261;0.9022113;0.2936479;0.01056607
0.10047547;0.70650214;0.52029157;-0.05285679
0.04761868;0.70165277;0.44512033;0
0.04761868;0.56624895;0.46367443;0.05285679
0.04761868;0.6902793;0.40949512;0.05285679
0.04761868;0.6441177;0.4507008;0.05285679
0.10047547;0.44635957;0.4531226;-0.05026681
0.10047547;0.7249231;0.47052488;-0.10047547
0.10047547;0.3214051;0.9114962;0.52849229
0.05020866;1;0.58546746;0.57880041
0;0.88220745;0.58814067;0.64234096
0.62896776;0.7299275;1.0284166;0.02996064
0.62900907;0.78747463;0.9444537;0.02991933
0.64234096;0.74473786;0.8806857;0.01658744
0.6589284;0.7620305;0.6414085;0.0174168
0.6589284;0.69528854;0.69193923;0.0174168
0.6589284;0.7737436;0.6756324;-0.04713876
0.6763452;0.6543348;0.7345698;-0.0322836
0.6763452;0.7419217;0.7520913;-0.02773884
0.61178964;0.74594796;0.6428766;0.03681876
0.6440616;0.68746126;0.617434;0.01046034
0.64860636;0.69816333;0.7366207;0.01165467
0.6486084;0.65779084;0.8242307;0.0117394
0.65452194;0.6489016;0.74024725;0.02918446
0.66026103;0.6622029;0.7684801;0.00904417
0.6603478;0.6479877;0.65414953;0.0089574
0.6837064;0.6667414;0.68123615;-0.0020648
0.6693052;0.6938815;0.73185277;0.0123364
0.6693052;0.638019;0.6809585;0.0123364
0.6816416;0.6879245;0.70207286;-0.05602725
0.6816416;0.67440724;0.7004191;-0.0516208
0.6816416;0.6744083;0.7031662;-0.0516187
0.62561435;0.71415615;0.65763324;0.0291844
0.6300208;0.6788933;0.6695246;0.0392318
0.6300229;0.65293694;0.6556061;0.0392297
0.65479875;0.66211855;0.65208185;0
0.6692526;0.41030854;0.9798064;0
0.6692526;0.6229004;0.7584666;-0.01445385
0.65479875;0.67237747;0.66220945;0
0.6692526;0.60858494;0.5238643;-0.0185835
0.65479875;0.919935;0.61061;-0.00412965
0.65479875;0.7920727;0.68321157;-0.02918645
0.6506691;0.8049128;0.5887707;-0.0250568
0.6506691;0.7574067;0.6682495;-0.0250568
0.6256123;0.762233;0.6866696;0
0.6256123;0.7817695;0.8257635;0
0.6256123;0.7390553;0.56454784;-0.02339457
0.6256123;0.78745747;0.63965195;-0.10089574
0.6256123;0.76686156;0.773278;-0.1194214
0.60221773;0.7874131;0.76777315;-0.06233739
0.52471656;0.8940251;0.6495019;0.13470234
0.5061909;0.75525844;0.65816253;0.2524934
0.53988034;0.75071406;0.5636041;0.17144471
0.6594189;0.06946829;0.97418517;0.05330275
0.7586843;0.38660973;1.0076421;-0.04757275
0.71132505;0.44107676;0.6820584;-0.00023195
0.71272165;0.49228212;0.6215059;-0.00217245
0.71111155;0.50729233;0.6215278;-0.05148209
0.7110931;0.47776553;0.74074626;-0.0514639
0.7105492;0.8146821;0.6245972;-0.05079397
0.65962946;0.63201064;0.6026594;0.01168794
0.6596292;0.56019324;0.5896494;0.0116882
0.65975523;0.6043693;0.7330957;0.02395317
0.6713174;0.6238858;0.74337584;0.0124406
0.6713174;0.5453225;0.7376785;0.05743825
0.6837084;0.555642;0.6318547;0.0695205
0.683758;0.5471719;0.7312228;0.0487627
0.72875565;0.5375672;0.7407812;0.0598104
0.7532289;0.6079212;0.8364117;0.03533715
0.7325207;0.59229213;0.77636683;0.05604535
0.78856605;0.51678354;0.7978702;0
0.78856605;0.54367113;0.7734091;-0.03097205
0.78856605;0.52321005;0.659934;-0.02301222
0.78856605;0.58011866;0.646115;-0.02301222
0.757594;0.5467187;0.581407;-0.02883835
0.76555383;0.5624769;0.73693985;-0.03679818
0.76555383;0.6021106;0.73380286;-0.03435633
0.72875565;0.5303992;0.5425603;0.00244595
0.72875565;0.45038494;0.79235727;0.00244185
0.7311975;0.564815;0.72091126;2.27E-05
0.7312016;0.5660585;0.54175776;0.0064568
0.7311975;0.55258095;0.64784276;0.0412966
0.7312202;0.5512648;0.6954219;0.0254779
0.7376584;0.5281744;0.71392274;-0.0017798
0.7724941;0.5568173;0.74346197;-0.0185835
0.7566981;0.55183995;0.7076046;-0.0027875
0.7358786;0.5281329;0.6850544;0.01844494
0.7539106;0.55518496;0.6740195;0.00041294
0.7539106;0.5453937;0.6873084;0.00412965
0.75432354;0.4463437;0.7545024;0.00371671
0.75432354;0.47438854;0.6625319;0.00371671
0.75804025;0.4951462;0.68532044;0.01445385
0.75804025;0.4563339;0.6586466;-0.00412965
0.75804025;0.5087622;0.7509332;0.03510215
0.7724941;0.45984355;0.7301679;-0.0185835
0.7539106;0.4889106;0.68693894;0
0.7931424;0.47800124;0.75525254;-0.0392318
0.7539106;0.50218403;0.6344508;0.0082593
0.7539106;0.4665087;0.5849071;0
0.7539106;0.51863706;0.8793234;-0.0162731
0.7621699;0.46486846;0.4760133;0.0023532
0.7539106;0.45978484;0.6389519;0.0106125
0.7376375;0.69725066;0.63808566;0.02801134
0.7645231;0.52476704;0.6527343;0.0182972
0.7645231;0.34297693;0.6741902;0.05585914
0.76564884;0.4862341;0.8329659;0.06549706
0.7828203;0.5018365;0.7834318;0.0638261
0.82038224;0.4030711;0.54824996;0.01728496
0.8311459;0.42429876;0.6799769;0.1428277
0.8466464;0.49020895;0.6824956;0.1296735
0.8376672;0.45225745;0.64823115;0.1363064
0.9739736;0.36515987;0.9020265;0
0.9763199;0.46876192;0.86947644;0.00725556
0.9739736;0.43159544;0.70907485;0.0260264
0.9739736;0.39540434;0.66086096;0.0171938
0.98357546;0.1831393;0.68149865;0.00969964
1;0.35760328;0.74727297;0
0.9911674;0.4093396;0.680614;0.0088326
0.9932751;0.31016058;0.71308374;0.0067249
1;0.3209058;0.74311686;-1.01E-05
1;0.3624994;0.7289712;-1.01E-05
1;0.33041805;0.54008216;0
0.9999899;0.43263695;0.5602478;1.01E-05
0.9999899;0.3472417;0.59368175;1.01E-05
1;0.38648126;0.6098613;-0.0361939
1;0.36828107;0.6072935;-0.0432457
1;0.36976802;0.58641934;-0.0321443
0.9638061;0.37031054;0.5967057;0.00464707
0.9567543;0.35480496;0.67813057;0.01262125
0.9678557;0.3528425;0.70116216;0.0049945
0.96845317;0.43808442;0.6352938;0.03154683
0.96937555;0.51278126;0.7895873;0.03062445
0.9728502;0.8790542;0.76658356;0.0271498
1;0.5654497;0.8172853;-0.0188626
1;0.8659336;1.4069571;-0.0188626
1;0.7767774;1.4669588;-0.0188626
0.9811374;0.6991758;0.821499;0
0.9811374;0.6885269;0.7828639;-0.0047156
0.9811374;0.79473174;0.8730226;-0.0400806
0.9811374;0.5721951;0.8644855;-0.040083
0.9764218;0.74152225;0.7784179;-0.0252759
0.9410568;0.70825386;0.9343534;-0.0109618
0.9410544;0.7394744;0.84994566;-0.0109594
0.9511459;0.78071535;0.8181446;-0.0100915
0.930095;0.7715015;0.89188117;0
0.930095;0.6696761;0.86461794;0
0.9410544;0.6509124;0.8059469;-0.0109547
0.930095;0.6769827;0.8264973;-0.006703
0.930095;0.65931785;0.7800598;-0.0065828
0.9300997;0.7841058;0.97802705;-0.00646016
0.923392;0.38532913;0.75296456;0.00040316
0.9235122;0.5867694;0.83250993;0.0004268
0.92363954;0.47107756;0.38485715;0.00117182
0.92379516;0.90798795;0.87215775;0.00627649
0.923939;0.63178366;0.8236117;0.06428133
0.92481136;0.7324994;1.1397061;0.04206124
0.93007165;0.7436888;1.1719939;0.05130155
0.98822033;0.44214293;0.37159085;-0.03671419
0.9668726;0.5802708;0.61306477;-0.01223746
0.9813732;0.61621433;0.788126;-0.0092995
0.95150614;0.65291435;0.8888175;0.02056196
0.95463514;0.6119638;0.8634225;0.01742736
0.9720737;0.6589209;0.91613185;0.0223388
0.9720681;0.6399935;0.8824704;0.0223444
0.9720625;0.07301864;0.29067123;0.02235
0.9944125;0.36027044;0.64017004;0.0055875
0.9944125;0.31388104;0.35270777;-0.01089867
0.9944125;0.3866729;0.4757184;-0.01089867
1;0.33500642;0.51291;-0.01648617
0.98351383;0.34574234;0.52466494;0
0.98351383;0.36420557;0.48585182;-0.08511923
0.98351383;0.3501826;0.5026778;-0.08511683
0.98351383;0.3654406;0.52012867;-0.08511683
0.8983946;0.3936022;0.45524004;2.4E-06
0.898397;0.35560167;0.49869478;0.0299806
0.898397;0.34927318;0.50733;0.0342696
0.898397;0.37526378;0.54158175;-0.0489847
0.9283776;0.3989493;0.48695663;-0.07822874
0.9326666;0.37221545;0.5289713;-0.08199567
0.8494123;0.3887279;0.453343;0.0020793
0.85014886;0.40412906;0.47442126;0.00186884
0.85067093;0.38542068;0.45354122;0.00201732
0.8514916;0.6473992;0.357838;-0.0269756
0.8520177;0.15546668;0.6085874;-0.027771
0.85268825;0.37339973;0.5099107;0.09532541
0.824516;0.3654154;0.47884583;0.12349766
0.8242467;0.28660828;0.48716608;0.12376696
0.94801366;0.30189183;0.5924536;0
0.94801366;0.35516754;0.49644828;-0.01945366
0.94801366;0.37544274;0.50177896;-0.01945366
0.94801366;0.37880713;0.4637083;-0.01945366
0.92856;0.36908442;0.48735997;5.56E-06
0.92856;0.34364253;0.49612036;5.56E-06
0.92856;0.43904498;0.450738;5.56E-06
0.92856556;0.32749692;0.50883716;0
0.92856556;0.43923518;0.45965555;0
0.92856556;0.30717954;0.5286634;0
0.92856556;0.35816005;0.5227781;0
0.92856556;0.3856609;0.46650645;0.01149664
0.92856556;0.40165222;0.4733825;0.01681429
0.92856556;0.3843133;0.4811434;0.0175615
0.9400622;0.3303111;0.5174154;0.0599378
0.94537985;0.2914129;0.56493855;0.05462015
0.94612706;0.33648825;0.5310561;0.05387294
1;0.33895487;0.5233;0
1;0.30532306;0.5352702;0
1;0.3459376;0.50954056;-0.03994846
1;0.34342802;0.50601983;0
1;0.34155065;0.53751785;0
0.96005154;0.3507048;0.48154464;-0.07633061
1;0.37488055;0.5335888;-0.11627907
1;0.39435682;0.48068756;-0.12194407
0.88372093;0.39581332;0.4037869;-0.00569693
0.88372093;0.43552893;0.43323004;-0.03196783
0.87805593;0.40059784;0.43696603;-0.02629293
0.878024;0.39952308;0.45675123;-0.02621056
0.8517531;0.39583984;0.44797102;0
0.851763;0.40759435;0.43452823;0.0791441
0.85181344;0.39269325;0.4528685;-6.034E-05
0.8517531;0.412164;0.44593024;0
0.9309071;0.32331085;0.5511067;-0.079154
0.8517531;0.3810753;0.48291212;0.08894815
0.8517531;0.40540737;0.4529725;0.08894815
0.8517531;0.3391328;0.5114339;0.08894815
0.94070125;0.40039796;0.46401846;0
0.94070125;0.37993017;0.47288156;-0.00070125
0.94070125;0.4139508;0.49935448;-0.09069125
0.94070125;0.39006114;0.4947416;-0.09070035
0.94;0.4027746;0.4726852;-0.0900165
0.85001;0.4115383;0.4497571;-0.0034895
0.8500009;0.38293323;0.48491865;-0.0546402
0.8499835;0.53853774;0.41928667;-0.003463
0.8465205;0.45862845;0.44301942;0
0.7953607;0.33136952;0.5041229;-0.2082381
0.8465205;0.3789458;0.4842386;-0.2593979
0.8465205;0.3883915;0.475143;-0.2593979
0.5871226;0.5460093;0.21561661;0
0.5871226;0.49489048;0.26576868;-0.1683344
0.5871226;0.45362636;0.41154617;-0.16722993
0.5871226;0.45361418;0.4201973;-0.16622866
0.4187882;0.4676389;0.33156568;0.00313797
0.41989267;0.51088095;0.35516015;0.00314833
0.42089394;0.45083055;0.3863095;0.00291088
0.42192617;0.4977342;0.38023806;0.00240511
0.423041;0.46331596;0.39237908;0.00183736
0.42380482;0.484144;0.37100822;0.00108391
0.42433128;0.496002;0.37250066;-0.03972504
0.42487836;0.49245906;0.37562618;-0.04027212
0.42488873;0.47970474;0.3783234;-0.04028249
0.38460624;0.52960086;0.3598381;-0.09467697
0.38460624;0.4810436;0.40734848;0.13841026
0.38460624;0.4791432;0.38233468;0.13528896
0.28992927;0.3605417;0.60604596;0.22760243
0.5230165;0.3440127;0.7038314;-0.0054848
0.5198952;0.43438566;0.5288291;-0.0023635
0.5175317;0.5207526;0.4195723;-0.01754603
0.5175317;0.40484223;0.37504414;-0.01754603
0.5175317;0.43513855;0.40538678;0.0512229
0.49998567;0.4293358;0.3787695;0.07154467
0.49998567;0.44185618;0.4022501;0.07188243
0.5687546;0.34131995;0.76530164;0.00420333
0.57153034;0.3896708;0.5983685;-0.01750954
0.5718681;0.42341042;0.5556311;-0.0449209
0.57295793;0.40481448;0.41624525;-0.04511823
0.5540208;0.46206978;0.45636308;-0.0373633
0.5269472;0.8570126;0.2992243;-0.0102897
0.5278397;0.11857173;0.5099648;-0.0111822
0.5166575;0.34803614;0.3818096;-2.983E-05
0.5166575;0.3484416;0.39124635;0
0.5166575;0.4521957;0.5309357;0
0.51662767;0.4796788;0.079331055;2.983E-05
0.5166575;0.35064432;0.6652395;0.0131418
0.5166575;0.37828937;0.6158252;0.06711945
0.5166575;0.39217737;0.49372172;0.10630414
0.5297993;0.31326902;0.6284489;0.0950116
0.58377695;0.3698121;0.6252811;-0.09921813
0.62296164;0.34825248;0.6247912;-0.14024976
0.6248109;0.4210254;0.31107995;-0.1449767
0.48455882;0.67208177;0.21461886;-0.01585829
0.48271188;0.293807;0.343773;-0.03484128
0.4798342;0.30041325;0.4159859;-0.0319636
0.46870053;0.3592108;0.17891267;-0.02082993
0.4478706;0.41947597;0.18239287;-0.08527433
0.4478706;0.5939661;0.8050457;-0.08455418
0.4478706;0.389137;0.17372714;-0.08397807
0.36259627;0.3934332;0.2138298;0.00603679
0.36331642;0.47918817;0.29973772;0.07741908
0.36389253;0.43647048;0.2895083;0.47608444
0.36863306;0.5249783;0.50734967;0.31242504
0.4407355;0.38333678;0.48380867;0.2414908
0.83997697;0.1476093;0.9620912;-0.15658247
0.6810581;0.209766;0.7210756;0.3189419
0.6822263;0.3920202;0.4894037;0.3177737
0.6833945;0.31343007;0.39250806;0.1282578
1;0.23702818;0.70794076;-0.18746823
